"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"The Idea of Maritime Upbringing in Poland – the Tradition and Contemporary Manifestations","https://scispace.com/paper/the-idea-of-maritime-upbringing-in-poland-the-tradition-and-1ekz4w18lb","2017","Journal Article","","Agnieszka Kołodziej-Durnaś
Arkadiusz Kołodziej","10.18276/PZ.2017.4-08","https://scispace.com/pdf/the-idea-of-maritime-upbringing-in-poland-the-tradition-and-1ekz4w18lb.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses detailed examples of Polish scouting voyages, school programs, and therapeutic maritime leagues to illustrate maritime upbringing in Poland, but lacks Janiszewski, marinization theory, or sociological analysis.","Maritime upbringing is the category used by maritime sociologists at least for half a century At first the authors take an attempt to reconstruct the idea of maritime upbringing which emerged after the Second World War Next they refer to the idea of maritime upbringing and education discussed during the transformation and then to the current understanding and ways of implementing it in Poland and abroad The authors conducted an introductory research project among Polish Westpomeranian teachers to find out about the scope, significance and forms of maritime upbringing realized these days in Polish
seaside areas They elaborate on the results concentrating on forms and goals of maritime upbringing as well as the prospects for the seaside region development"
"Congreso Internacional Marítimo: los factores de resilencia de las regiones marítimas en el mundo post-covid. Libro de actas, A Coruña, 5 y 6 de octubre de 2022","https://scispace.com/paper/congreso-internacional-maritimo-los-factores-de-resilencia-3kb9vkfh","2022","Book Chapter","","","10.17979/spudc.000014","https://scispace.com/pdf/congreso-internacional-maritimo-los-factores-de-resilencia-3kb9vkfh.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses broad maritimization phases to discuss post‑COVID resilience, offering conceptual insight but lacking Janiszewski, Polish focus, or explicit sociological analysis.",""
"Pola tematyczne współczesnego specjalistycznego słownictwa morskiego","https://scispace.com/paper/pola-tematyczne-wspolczesnego-specjalistycznego-slownictwa-3v3wb1ba5j","2018","Journal Article","","Halina Gajewska
Uniwersytet Szczeciński
Akademia Morska w Szczecinie","10.32612/UW.25449354.2018.3.PP.1-15","https://scispace.com/pdf/pola-tematyczne-wspolczesnego-specjalistycznego-slownictwa-3v3wb1ba5j.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Polish maritime terminology to map 30 thematic fields, offering a Polish‑focused lexical overview but lacks Janiszewski, marinization theory, or sociological analysis.",""
"Maritime Sociology in the Making","https://scispace.com/paper/maritime-sociology-in-the-making-2b3fq6zl","2022","Book Chapter","","","10.1163/9789004503410_002","https://scispace.com/pdf/maritime-sociology-in-the-making-2b3fq6zl.pdf","- **Relevance Score:** 14/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses maritime sociology theory to analyze ships as social institutions; provides historical overview of the field, but lacks Janiszewski, marinization, and Polish focus.",""
"Maritime culture: A sociological perspective","https://scispace.com/paper/maritime-culture-a-sociological-perspective-36nmuskkbd","2018","Journal Article","The International Journal of Maritime History","Lydia Carol-Dekker","10.1177/0843871418765711","","- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses sociological analysis of merchant navy cultures, fitting maritime sociology. No mention of Janiszewski, marinization, or Polish-specific context.","The aim of this paper is to analyse and discuss the multifaceted cultures within the merchant navy. It is within this multicultural context that the construction of different cultures occur. If mar..."
"Theoretical Implications of Maritime Sociology","https://scispace.com/paper/theoretical-implications-of-maritime-sociology-7zs9ui1fta","2013","","","Emilio Cocco","","http://cejsh.icm.edu.pl/cejsh/element/bwmeta1.element.cejsh-f4298881-57c1-42c3-955d-158c907d1acb/c/1_amsXXII_Cocco.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses broad theoretical discussion to argue for sea as a social space, engaging sociological concepts and methods relevant to maritime sociology.","The sea is certainly not one of the favourite research topics of sociology and despite a recent and new popularity among historians and geographers, the sea remains generally a stranger to contemporary sociologists Conversely, I think that to frame and shed light on the wider theoretical implications of maritime sociology would be beneficial to all possible approaches within sociological research In this article I intend to give my contribution to the fulfillment of the expectation of above by discussing the ways sociology can understand the sea as a truly social space, beyond any abstract dichotomies separating “grounded” societies and offshore voids Also, I try to suggest some concrete moves to relocate maritime sociology within the wider sociological debate and to develop the heuristic potential of the sea"
"Maritime Professions","https://scispace.com/paper/maritime-professions-3jsalegd","2023","Monograph","","Agnieszka Kolodziej-Durnas
Frank Sowa
Marie Grasmeier","10.1163/9789004518841","","- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses sociological analysis of global maritime labor to examine professions at sea, but lacks focus on Janiszewski, marinization, or Polish-specific contexts.","On a global scale, more than 40 million people make their living working directly at sea as fishers, seafarers, in aquaculture or seabed-mining, or related occupations such as dockworkers, shipbuilding, logistics, maritime administration, secondary branches of shipping, marine tourism and other maritime professions. The study of maritime labour and occupations is still under-represented in the social sciences and humanities. With the present volume, we attempt to fill this gap by representing recent research on maritime professions from a sociological perspective drawing on a wide variety of disciplinary approaches and subject matters. "
"Sociological Aspects of Seafarers? Life and Work and Management Styles in Shipping","https://scispace.com/paper/sociological-aspects-of-seafarers-life-and-work-and-2wploiyqtc","2015","Journal Article","International Journal of Economics and Management Sciences","Andrija NenadiÄ
Dra en JašiÄ
Aleks
ra KrajnoviÄ","10.4172/2162-6359.1000237","","- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses sociological analysis of seafarers' lives and shipboard work to explore maritime social processes, but lacks any reference to Janiszewski, marinization theory, or Polish contexts.","This scientific paper provides a systematic analysis of sociological relationships in the area of seafaring as well as management styles in maritime shipping industry, with particular emphasis on the specific features involved in the vocation of a seafarer. The research was carried out on a sample of seafarers attending training courses at Faculty of Maritime Studies in Split. Separation from family, friends and familiar environment represents one of the essential features of the seafarers’ life that are discussed in the paper. Another important sociological factor of the seafarers’ specific profession is their workplace, i.e. the ship."
"A Short Introductory Note on Maritime Sociology","https://scispace.com/paper/a-short-introductory-note-on-maritime-sociology-27jer3qi3o","2015","","","Frank Sowa
Agnieszka Kołodziej-Durnaś","","","- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a broad overview of maritime sociology, emphasizing human factors and ecological/economic crises, but lacks Janiszewski references, Polish-specific focus, marinization definition, or case studies.","The topic of the sea and society is not new to sociology. Maritime spaces include oceans as well as coastal areas, spaces which are at risk nowadays. Ecological crises (overfishing, decline in biodiversity, climate change, eutrophication, ocean pollution), economic crises (de-industrialization, whaling moratorium, structural change, development of alternative industries) and cultural crises (destabilization of collective identities of seaside and island inhabitants, cultural practices of sharing, inhabitants’ knowledge, local traditions, transformations of maritime professions) cumulate in these maritime spaces. So far research on maritime issues is dominated by natural science disciplines. The protection of maritime natural sources and the need for sustainable development demands research on the ‘human factor’ and a sociological perspective on maritime spaces."
"La maritimización y su huella territorial: una trayectoria sociotécnica.: El caso de la Bahía de Pasaia (País Vasco, España)","https://scispace.com/paper/la-maritimizacion-y-su-huella-territorial-una-trayectoria-1lynxwwt2i","2021","","","Enrique Rafael De Rosa Giolito
Eric Foulquier
Iwan Le Berre
Laurence David","10.18055/FINIS23746","https://scispace.com/pdf/la-maritimizacion-y-su-huella-territorial-una-trayectoria-1lynxwwt2i.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses sociotechnical trajectory analysis of the Bay of Pasaia to explore maritime governance and city‑port dynamics, aligning with maritime sociology but unrelated to Janiszewski, Poland, or the marynizacja concept.","The objective of this article is to describe the process of maritimization using the concept of the sociotechnical trajectory of the Bay of Pasaia since the XVI century, date from which cartography is available, up to the present time thanks to the development of geographic information systems (GIS), which allow locating places with precision, by means of maps prepared from existing historical cartographic and documentary sources on the matter. In this exercise, it is proposed to distinguish the events of the ruptures in order to produce a geohistorical synthesis through the elaboration of maps whose purpose is to study the port footprint in a territory over time. The methodology used observation, through the old maps, of the different stages of change and mutation of the city-port relationship and measurement of this process in its spatial dimension. This approach questions the role of a port in the process of territorial construction and, ultimately, allows us to question the legitimacy of decreasing ports to retain a form of authority in terms of territorial development."
"Maritime sociology: towards a delimation of themes and analytical frameworks","https://scispace.com/paper/maritime-sociology-towards-a-delimation-of-themes-and-l32v0le997","1981","Journal Article","Maritime Policy & Management","Michael Poole","10.1080/03088838100000046","","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a broad overview of maritime sociology themes and frameworks, but lacks any focus on Janiszewski, Polish context, or the marinization concept.","This paper sets out to evaluate the main areas of focus within maritime sociology and to link more closely than hitherto the various substantive discussions with general theoretical and conceptual approaches. More specifically, it suggests directions in which maritime sociology may be advanced at both empirical and conceptual levels in the future."
"Marine Sociology: Towards a Sustainable Future","https://scispace.com/paper/marine-sociology-towards-a-sustainable-future-3h9h6i0zj6","2023","Repository","","SHIVAM KUMAR PANDEY
Dandempally Vasantha","10.5281/zenodo.8242232","https://scispace.compdf/marine-sociology-towards-a-sustainable-future-3h9h6i0zj6.pdf","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses marine sociology to discuss sustainability, but lacks Janiszewski, Polish focus, or marinization treatment; no Polish language or historical case studies.",""
"Zagrożenia i wyzwania składowymi bezpieczeństwa morskiego w ujęciu securitologicznym","https://scispace.com/paper/zagrozenia-i-wyzwania-skladowymi-bezpieczenstwa-morskiego-w-f7jla5izxnkt","","","","Janusz Świniarski","10.34813/24coll2022","","- **Relevance Score:** 5/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses securitology to analyze marine security; no mention of Janiszewski, marinization, or Polish maritime sociology. Written in Polish, but lacks Polish-specific context, historical overview, or case studies.","Inspiracją niniejszego tekstu jest próba zastosowania podejścia eksponowanego przez securitologię do krytycznej analizy stanu badań nad bezpieczeństwem morskim, z zamiarem wskazania „twardego rdzenia” programu tych badań. Jest to podejście osadzone na przeświadczeniu pitagorejczyków, że korzeniami i źródłem pełnej wiedzy jest czwórdzielność, wyrażana w „arcyczwórce” zwanej też tetraktys. Ta czwórdzielność przewija się z różną wyrazistością w dziejach myśli ludzkiej, która poszukuje wyjaśnienia i zrozumienia poznawanych rzeczy. Czwórpodział przejawia się w badaniach securitologicznych i prakseologicznych roz-różnieniem czterech metod sprawiania (czynienia) bezpieczeństwa oraz badaniach bezpieczeństwa jako fraktalnego systemu, w tym głównie czteroelementowego systemu społecznego. O ile system ten w argumentacji securitologii obejmuje socjomasę, socjoenergię i socjostrukturę oraz socjokulturę, to bezpieczeństwo morskie (przez analogię) można analizować jako takie, które złożone jest z takich podstawowych elementów, jak: hydromasa, hydroenergia i hydrostruktura oraz hydrokultura. Pierwszy wyrażany jest przez ilość i jakość ludzi związanych swą aktywnością życiową z morzem, drugi z osiąganymi przez nich efektami ekonomicznymi, trzeci z zorganizowaniem tych ludzi wyrażanym w regulacjach prawnych i czwarty – w preferowanych przez tych ludzi wartościach i motywacjach. Taka analiza zdaje się być atrakcyjną i bardziej zbliżoną do prawdy o bezpieczeństwie morskim jako instrumencie (przedmiocie) bezpieczeństwa morza (podmiotu)."
"Maritime policy in China after WTO : legal & economic approach","https://scispace.com/paper/maritime-policy-in-china-after-wto-legal-economic-approach-3vgorwfgch","2007","Dissertation","","Jin Cheng","","https://scispace.com/pdf/maritime-policy-in-china-after-wto-legal-economic-approach-3vgorwfgch.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on China's maritime policy and WTO issues; no mention of Janiszewski, Polish context, marinization, or maritime sociology.",""
"Toward a Sociology of Oceans.","https://scispace.com/paper/toward-a-sociology-of-oceans-1gxzcbw65w","2017","Journal Article","Canadian Review of Sociology-revue Canadienne De Sociologie","John A. Hannigan","10.1111/CARS.12136","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The article proposes a general sociology of oceans, without referencing Janiszewski, Polish contexts, or the marinization concept; it lacks Polish language, history, or case studies.","Despite covering around 70 percent of the earth's surface, the ocean has long been ignored by sociology or treated as merely an extension of land-based systems. Increasingly, however, oceans are assuming a higher profile, emerging both as a new resource frontier, a medium for geopolitical rivalry and conflict, and a unique and threatened ecological hot spot. In this article, I propose a new sociological specialty area, the ""sociology of oceans"" to be situated at the interface between environmental sociology and traditional maritime studies. After reviewing existing sociological research on maritime topics and the consideration of (or lack of consideration) the sea by classic sociological theorists, I briefly discuss several contemporary sociological approaches to the ocean that have attracted some notice. In the final section of the paper, I make the case for a distinct sociology of oceans and briefly sketch what this might look like. One possible trajectory for creating a shared vision or common paradigm, I argue, is to draw on Deleuze and Guattari's dialectical theory of the smooth and the striated. Meme s'il couvre 70% de la surface de la Terre, l'ocean a ete longtemps ignore en sociologie ou traite comme une extension des systemes terrestres. De plus en plus, toutefois, l'ocean retient l'attention, en etant vu comme une nouvelle frontiere en termes de ressources, un medium pour les rivalites et les conflits geopolitiques, et un lieu ecologique nevralgique et unique. Dans cet article, je propose une nouvelle specialisation sociologique, la 'sociologie des oceans', se situant dans l'interface entre la sociologie environnementale et les etudes maritimes traditionnelles. Apres une recension de la recherche sociologique existante sur les sujets maritimes et la prise en compte (ou l'absence de prise en compte) de l'ocean par les theoriciens de la sociologie classique, je discute brievement quelques approches sociologiques contemporaines de l'ocean ayant attire l'attention. Dans la derniere partie de l'article, j'insiste sur le besoin d'une sociologie distincte de l'ocean et je presente brievement a quoi cela pourrait ressembler. Une voie possible pour creer une vision commune ou un paradigme, selon moi, est de s'inspirer de la theorie dialectique du lisse et du strie de Deleuze et Guattari."
"Family, taboo and communism in Poland, 1956-1989","https://scispace.com/paper/family-taboo-and-communism-in-poland-1956-1989-1nexbkx971","2021","Book","","Barbara Klich-Kluczewska","","https://library.oapen.org/bitstream/handle/20.500.12657/58137/9783631845967.pdf?sequence=1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on family, taboo, and communism in Poland; no maritime sociology, marinization theory, or related Polish maritime context discussed.",""
"Wolność na Syberii? Przypadek „konarszczyków”","https://scispace.com/paper/T6W8eG7wLfMJ","","","","JAN TRYNKOWSKI","","https://przegladhistoryczny.uw.edu.pl/wp-content/uploads/sites/213/2024/03/jan_trynkowski.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Jan Ludwik Janiszewski's literary activity; lacks any discussion of marinization, maritime sociology, or Polish maritime institutions.",""
"A Sociological Approach to Maritime Studies: A Statement and Example","https://scispace.com/paper/a-sociological-approach-to-maritime-studies-a-statement-and-2uq6czvqu3","1973","Journal Article","","R Rosengren William","10.1080/03088837300000009","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper offers a general sociological framing of maritime studies without referencing Janiszewski, Polish contexts, or the marinization concept.","(1973). A Sociological Approach to Maritime Studies: A Statement and Example. Maritime Studies and Management: Vol. 1, No. 2, pp. 71-73."
"The Lifestyle of Merchant Seamen: a Sociological Analysis of Occupationally Induced Marginality.","https://scispace.com/paper/the-lifestyle-of-merchant-seamen-a-sociological-analysis-of-2ioyx4gf","2022","Dissertation","","","10.31390/gradschool_disstheses.3848","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on occupational marginality of merchant seamen worldwide; no mention of Janiszewski, marinization, Polish context, or related sociological frameworks.","Marginality is a theme which pervades the social existence of merchant seamen. Work takes place in a setting without long term personal commitments to job, to place, or to co-workers. On the beach, social relations tend toward the transitory, and where long term relations are established, the seaman is forced to partial participation. This research explores the influence of this occupation on social marginality and social integration of its members. Data were collected using a survey instrument from a sample of 251 seamen, both officers and crew. Factors determining variance in levels of alienation are examined, as well as the effects of life as a merchant seaman on family organization and community participation. Supplementary qualitative data from participant observation and depth interview are also used. A typology of the lifestyle adaptations and social identities of merchant seamen are developed. Implications of industry changes for the occupational lifestyle are discussed. "
"L´anthropologie maritime: un domaine en évolution: hors cadre traditionnel de l´anthropologie sociale","https://scispace.com/paper/l-anthropologie-maritime-un-domaine-en-evolution-hors-cadre-56x32dr6x0","2007","","","Aliette Geistdoerfer","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on maritime anthropology broadly, without reference to Janiszewski, Polish contexts, or the marinization concept; lacks sociological framing and Polish-specific content.","La antropologia maritima es el estudio de las especificidades tecnicas, sociales y culturales de las sociedades que explotan el mar. Pluridisciplinaridad y la toma en cuenta de las escalas nacionales e internacionales son obligatorias. Estan establecidas una topologia de las sociedades maritimas y sus particularidades irreductibles y estructurales. Junto a una antropologia maritima fundamental, otra antropologia maritima ""activa"" se pone en marcha asi como nuevos ambitos de investigacion."
"Morskie i zamorskie podróże idei antropologii","https://scispace.com/paper/morskie-i-zamorskie-podroze-idei-antropologii-1shfnp3l7b","2014","Journal Article","","Danuta Ulicka","10.11649/SM.2014.001","https://scispace.com/pdf/morskie-i-zamorskie-podroze-idei-antropologii-1shfnp3l7b.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on anthropology history and a 19th‑century voyage, without addressing Janiszewski, marinization theory, Polish maritime institutions, or sociological analysis of sea societies.","The maritime and overseas journeys of the idea of anthropology This article discusses the very concept of anthropology, which was born at the end of 19th century, termed the “history of ideas”, and still exists in contemporary literary theory, especially as part of what is referred to as “spatial turn”. As with the similar concept proposed earlier by Ernst Curtius, it is focused on topics treated as the autonomous component of an anonymous, unpersonal, and in fact unhistorical discourse. On the contrary, the article tends to prove that travelling theories were always strongly connected with travelling theorists. In contrast, the author attempts to consider the interrelations between the two conceptions of anthropology: the philosophical and the linguistic, taking into account the material left in texts connected with the journey from Goteborg to New York by Roman Jakobson and Ernst Cassirer. The reconstruction of their possible discussions on board proves that the boundary between their projects, usually drawn in the history of culture, is weaker than could be supposed. Morskie i zamorskie podroze idei antropologii Artykul podejmuje dyskusje z koncepcją antropologii kulturowej wylonioną po tzw. zwrocie spacjalnym i skupioną na wedrowkach pojec. Ze wzgledu na depersonalizacje rozwazanego materialu wciąz mieści sie ona w modelu XIX-wiecznej jeszcze proweniencji, bliska historii idei i topice. Dyskusja zostala przeprowadzona na materiale nielicznych świadectw wiązących sie z podrozą morską z Europy do USA, a w istocie ucieczką przed kolejną falą nazizmu, podczas ktorej doszlo do przypadkowego spotkania Romana Jakobsona i Ernsta Cassirera. Rekonstrukcja ich mozliwych dialogow podczas pietnastu dni rejsu, wsparta na metodologicznej propozycji historii domyślnej wyprowadzonej z praktyki filologicznej Tadeusza Zielinskiego, pozwala odkryc silne związki miedzy ich projektami, a tym samym miedzy koncepcjami antropologii filozoficznej i antropologii lingwistycznej. Wylaniające sie ze świadectw tekstowych konwergencje podwazają rozgraniczanie obu tych modernistycznych projektow, zwykle dokonywane w historii dyscypliny. Pozwalają takze na reinterpretacje rozpowszechnionych ujec postawy profesjonalizmu uznawanej za typową dla uczonego nowoczesnego i utozsamianej z politycznym i spolecznym niezaangazowaniem."
"Infrastruktura żeglarska na europejskich wodach morskich: geneza, funkcje, struktura, topografia","https://scispace.com/paper/infrastruktura-zeglarska-na-europejskich-wodach-morskich-1xekj5i7b0","2017","Journal Article","","Leszek Butowski","10.18276/EPT.2017.2.38-02","https://scispace.com/pdf/infrastruktura-zeglarska-na-europejskich-wodach-morskich-1xekj5i7b0.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on typology of European sailing infrastructure; lacks Janiszewski, marinization theory, Polish-specific analysis, or sociological framing.","Celem artykulu jest charakterystyka infrastruktury zeglarskiej funkcjonującej na europejskich wodach morskich. Zostala ona wykonana za pomocą metody typologicznej, ktora umozliwila wyroznienie glownych typow infrastruktury zeglarskiej ze wzgledu na geneze jej powstania, strukture rodzajową (i związany z nią zakres świadczonych uslug), pelnione funkcje (w obrebie uslug dla turystyki zeglarskiej), a takze uwarunkowania lokalizacyjne i topograficzne. Material analityczny zostal zebrany przez autora podczas ponad 20-letnich wedrowek zeglarskich po wielu morskich akwenach europejskich. Zostal on dodatkowo uzupelniony o informacje zawarte w literaturze przedmiotu, w tym w roznych wydawnictwach nautycznych przeznaczonych dla zeglarzy (glownie mapy, locje i specjalistyczne przewodniki zeglarskie). Dokonana w ten sposob systematyczna charakterystyka morskiej infrastruktury zeglarskiej stanowi uporządkowane kompendium wiedzy na temat sposobu zagospodarowania obszarow nadmorskich na potrzeby turystyki zeglarskiej w Europie. Moze ona ponadto byc punktem wyjścia do dalszych, bardziej szczegolowych analiz."
"Anthropologie maritime ou anthropologie de la mer","https://scispace.com/paper/anthropologie-maritime-ou-anthropologie-de-la-mer-4gwcymn26c","2018","Journal Article","","Hélène Artaud","10.4000/ETHNOECOLOGIE.3484","https://scispace.com/pdf/anthropologie-maritime-ou-anthropologie-de-la-mer-4gwcymn26c.pdf","An unexpected error prevented relevance scoring","Le present dossier est constitue des actes d’un colloque, tenu au Musee de l’Homme les 8 et 9 juin 2016, dont l’intention principale etait de repenser les fondements et la place de l’anthropologie maritime dans les debats contemporains. La tâche qui m’etait impartie de l’introduire n’etait pas aisee, pour une raison double. La premiere tient a l’anteriorite de la demarche. Quoique l’anthropologie maritime ait occupe une place marginale dans la discipline anthropologique, elle n’en a pas moins..."
"Preliminary Material","https://scispace.com/paper/preliminary-material-2p4gmlb8","2022","Book Chapter","","","10.1163/9789004503410_001","https://scispace.com/pdf/preliminary-material-2p4gmlb8.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Does not mention Janiszewski, marinization, or Polish contexts; focuses on general maritime sociology theory without Polish case studies or language.",""
"Ocean-human relations in the Anthropocene: mapping trends in sustainability-related marine social sciences articles","https://scispace.com/paper/ocean-human-relations-in-the-anthropocene-mapping-trends-in-kf943dj05b","2023","Journal Article","Frontiers in Marine Science","Nane Pelke
Finn Christian Simonn","10.3389/fmars.2023.1210133","https://scispace.compdf/ocean-human-relations-in-the-anthropocene-mapping-trends-in-kf943dj05b.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on bibliometric trends of sustainability-related marine social science literature; does not address Janiszewski, Polish context, or the concept of marynizacja.","Research about ocean-human relations has significantly increased in recent years. Compared to other disciplines in the oceanic realm, the marine social sciences, as an umbrella term for diverse disciplines and research streams dealing with ocean-human relations, however only recently gained more attention. In this light, the UN Ocean Decade stresses marine social science’s pivotal role in assessing future trajectories toward more sustainable ocean-human relations. Our study aims to identify research trends in sustainability-related marine social sciences. Therefore, we thoroughly analyzed the metadata of 1,215 peer-reviewed articles published between 1991 and 2023 and retrieved from the Web of Sciences (WoS) database by applying various bibliometric analysis methods. Our study provides insights into (1) the scientific production of sustainability-related marine social sciences and its evolution (2) the main topics and research streams of sustainability-related marine social sciences, and (3) how these topics developed over time. The findings demonstrate a significant increase in annual scientific production as time progressed, with some countries and institutions contributing more than others. We identified, discussed, and visualized six research streams: (1) Perceptions and benefits of marine conservation; (2) Fisheries, aquaculture, and food security; (3) Climate change and climate change responses; (4) Coastal landscape and land use change; (5) Coastal and marine management; and (6) Development and ocean-human health. Based on those discussions, our study points to four future avenues for research and discussions marine social sciences could potentially build on. These include (1) strengthening the capacity of sustainability-related marine social sciences; (2) enhancing cross-country studies and cooperation; (3) fostering dialogue between marine natural and social scientists; and (4) making (more) sense of sustainability-related marine social science’s epistemic features. "
"A cidade e o mar: as práticas marítimas modernas e a construção do espaço da praia do futuro (fortaleza-ce-brasil)","https://scispace.com/paper/a-cidade-e-o-mar-as-praticas-maritimas-modernas-e-a-2pnwcg4vev","2006","Dissertation","","Ângela Maria Falcão da Silva","","https://scispace.com/pdf/a-cidade-e-o-mar-as-praticas-maritimas-modernas-e-a-2pnwcg4vev.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Brazilian coastal urban development; no Janiszewski theory, Polish context, or marinization concept; lacks sociological framing relevant to the listed criteria.","O trabalho “A cidade e o mar: as praticas maritimas modernas e a construcao do espaco da Praia do Futuro (Fortaleza-Ceara-Brasil)” analisa como a pratica dos banhos de mar tornou-se comum nos dias atuais, partindo da reflexao inicial, com a compreensao de que a procura por esta atividade de lazer contribui, em determinados lugares, para sua ocupacao e organizacao espacial. Escolheu-se a Praia do Futuro para o desenvolvimento deste estudo, em virtude de sua importância para a dinâmica da atividade turistica local e tambem por ser um dos principais pontos de lazer buscado pelos fortalezenses. Os frequentadores da Praia do Futuro sao seduzidos pela beleza do ambiente litorâneo e pelas diversas atracoes e servicos incorporados a area. Destaca-se tambem como espaco de uso diversificado e dinâmica diferenciada das outras praias da Capital cearense. A relevância do tema refere-se a importância do estudo da maritimidade e da analise das atividades de lazer na cidade de Fortaleza. O objetivo deste trabalho e analisar se os banhos de mar na Praia do Futuro ainda constituem fator relevante na procura por lazer e de que forma a pratica ou nao destes banhos de mar contribui para a construcao deste espaco geografico. A esta analise alia-se um entendimento das praticas maritimas modernas no litoral de Fortaleza. Recorre-se a uma analise diacronica como percurso metodologico para o estudo dos banhos de mar na Praia do Futuro, mediante uma recuperacao historica desta pratica ate os dias atuais. Por conseguinte, constata-se que a busca pelos banhos de mar foi proporcionada a partir da pressao do adensamento urbano das praias no trecho Iracema-Mucuripe, sendo facilitado o acesso a Praia do Futuro atraves da abertura de vias. Com o aumento do numero de frequentadores, instalam-se as barracas de praia e novas atividades de lazer sao incorporadas. Com isso, os banhos de mar deixam de ser a principal motivacao para a procura desta area, embora continuem sendo praticados. Assim, estas mudancas refletiram-se na maneira como o frequentador local passou a utilizar o mar como opcao de lazer. O estudo dos banhos de mar na Praia do Futuro proporcionou uma analise mais aprofundada da dinâmica e organizacao espacial desta area, que vai alem da simples pratica ou abandono de determinadas atividades, conduziu a compreensao de uma dinâmica socioespacial intensa, pois, alem de serem inumeras as atividades desenvolvidas, tambem estao inseridos neste processo interesses diferenciados."
"Navigating communities: race, place, and travel in the history of maritime Southeast Asia","https://scispace.com/paper/navigating-communities-race-place-and-travel-in-the-history-redy7lla37","2009","Journal Article","Asian Ethnicity","Eric Tagliacozzo","10.1080/14631360902906748","https://scispace.com/pdf/navigating-communities-race-place-and-travel-in-the-history-redy7lla37.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Southeast Asian maritime communities, colonial categorization, and contemporary seamen; does not address Janiszewski, Poland, or the concept of marynizacja.","This paper examines intersecting notions of distance, place and community across Insular Southeast Asia for the last several hundred years. The piece is not an attempt to chronicle all these affiliations over time and space, but is rather an effort to re-think how people have moved in Southeast Asian history, who they did this with and why. The essay is divided into three parts. The first section looks at some of the meanings of place in the last five centuries, as place has pertained to communities in ‘centers’ and maritime ‘peripheries’, as well as in several supposedly discrete arenas. The second section focuses on people, and how different communities in Southeast Asia have envisioned the terms and conditions of movement in divergent ways. The last third of the paper concentrates on period, or how conceptions of community, distance and travel have changed over time. It is hoped that this essay will show how all three of these variables – people, place, and periodization – have intersected in specific,..."
"Conflicte a l'Àfrica Petita: preservar les Medes, viure-les o vendre-les?","https://scispace.com/paper/conflicte-a-l-africa-petita-preservar-les-medes-viure-les-o-yopf3sw887","2011","Dissertation","","Begoña Simón Vendrell","","https://scispace.com/pdf/conflicte-a-l-africa-petita-preservar-les-medes-viure-les-o-yopf3sw887.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on maritime anthropology theory and global contexts; no mention of Janiszewski, Polish settings, marinization term, or sociological analysis of maritime societies.",""
