"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Sailing on a Neoliberal Sea: Multinational Seafarers on Container Ships","https://scispace.com/paper/sailing-on-a-neoliberal-sea-multinational-seafarers-on-509o3toa4s","2011","","","Andrew Wu Liang","","","- **Relevance Score:** 23/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses neoliberal analysis to expose seafarers' precarious labour conditions; links broader shipping dynamics but lacks Poole's framework or detailed organisational focus.","Containerization has revolutionized not only shipping, including its operation, organization and productivity, but also the economic geography of production, trade and consumption since the late 1950s. After the economic crises in the 1970s, the incessant neoliberal quest by shipping businesses has also “containerized” seafarers, the vanguard transport workers at the core of economic globalization. Working at sea for their livelihood at home is a moral dilemma that entraps seafarers in the second-best choice, leaving them with virtually no alternatives. Restricted contact with home, denial of shore leave, lowered manning scales and single-person tasking have all exacerbated the sense of isolation at sea. Subject to constant loading, unloading and reloading of their bodies, seafarers of different nationalities are drifting in the market until they leave the industry or until they are finally scrapped. The exigencies of the neoliberal system, as manifested in industrial discipline and allied networks of control, enforce relative harmony among nationalities on board. This research on seafarers challenges the logic of area studies in social sciences and, at the same time, permits rethinking of the vastly facilitated mobility of our times."
"Managerial technologies and power relations: a study of the Australian waterfront","https://scispace.com/paper/managerial-technologies-and-power-relations-a-study-of-the-2qd91kc8ku","2013","Journal Article","New Technology Work and Employment","Victor Gekara
Peter Fairbrother","10.1111/NTWE.12003","https://scispace.com/pdf/managerial-technologies-and-power-relations-a-study-of-the-2qd91kc8ku.pdf","- **Relevance Score:** 23/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes Australian port labour reconfiguration and power shifts, offering case insight and policy angles, but lacks Poole framework reference or seafarer focus.","In recent times, the modern port has been characterised by rapid changes in work technologies and the consolidation of logistics functions. These changes signify an important recomposition of the port labour process and raise questions about the strategic location of frontline manual jobs. This research examines how these changes have played out in the Australian ports industry, developing the argument that a depersonalised managerial form of control is emerging with potentially challenging consequences for worker solidarity and collective organisation. The argument is that relations between port management and workers have changed significantly, with a reconfiguration of job roles, skill compositions and thus workplace power relations. It is informed by qualitative research at two Australian ports, exploring the organisation of work and the impact of recent technologies."
"Exploring the range of retention issues for seafarers in global shipping: opportunities for further research","https://scispace.com/paper/exploring-the-range-of-retention-issues-for-seafarers-in-2qahhmtj1o","2015","Journal Article","WMU journal of maritime affairs","Livingstone Divine Caesar
Stephen Cahoon
Jiangang Fei","10.1007/S13437-015-0078-0","https://scispace.com/pdf/exploring-the-range-of-retention-issues-for-seafarers-in-2qahhmtj1o.pdf","- **Relevance Score:** 23/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses retention strategies and welfare improvements to address seafarer labour issues; proposes policy actions for shipping firms, but lacks Poole framework, historical depth, comparative theory, or detailed methods.","Discussions surrounding the global shortage of seafarers (especially ship officers) continue to evolve and have attracted the attention of a growing number of researchers and industry practitioners in recent times. There is a general consensus within the literature that ship-to-shore mobility among seafarers (including officers and unlicensed mariners) is increasing. Prolonging the number of years that seafarers spend at sea and their subsequent retention is therefore an important issue that requires further attention. This conceptual paper (which is the product of a systematic literature review on seafarers) argues that to effectively retain ship officers and cadets at sea, the range of factors negatively influencing their retention must be identified and sufficiently managed by shipping industry employers. The result from the synthesis of the reviewed literature shows that the range of retention issues that shipping industry employers need to focus on relates mostly to the following: satisfaction with job and employer, opportunities for career progression and good working conditions. The paper also examines the cluster of human resource practices and theories among industry employers and how they eventually predict the mobility of seafarers to landside jobs. Recommendations are given on how shipping industry employers may be able to alleviate the current labour crisis within the shipping industry through prudent retention strategies."
"Seafarers and Arctic Cruise Shipping: Protecting Those Who Work While Others Explore and Sightsee","https://scispace.com/paper/seafarers-and-arctic-cruise-shipping-protecting-those-who-2ipbaf0d8l","2020","Book Chapter","","Joseph Anthony Loot","10.1007/978-3-030-44975-9_9","https://scispace.com/pdf/seafarers-and-arctic-cruise-shipping-protecting-those-who-2ipbaf0d8l.pdf","- **Relevance Score:** 23/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses flag/port state mechanisms and MLC 2006 to protect seafarers; focuses on labour rights rather than Poole's framework or broader sociological theory.","Arctic cruise shipping is a growing niche in the highly globalized cruise shipping industry. The service workers in the hotel operations of expedition cruise ships are beneficiaries of Arctic cruise tourism. They provide leisure, tourism, travel, and hospitality services to the increasing number of international cruisers who are motivated to experience the “last frontier” tourism, including the changing and disappearing Arctic landscape and wildlife. The Maritime Labour Convention, 2006 considers these service workers as seafarers and ensures the protection of their rights to decent work and living standards."
"Getting the work done: motivation needs and processes for seafarers and dock workers","https://scispace.com/paper/getting-the-work-done-motivation-needs-and-processes-for-4tg0j7yamn","2015","Journal Article","WMU journal of maritime affairs","Kyriaki Mitroussi
Theo Notteboom
Theo Notteboom","10.1007/S13437-014-0064-Y","https://scispace.com/pdf/getting-the-work-done-motivation-needs-and-processes-for-4tg0j7yamn.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses motivation theory to explore seafarer and dock worker needs, offering sector‑specific insights and policy suggestions, but lacks Poole framework references or organizational analysis.","Most of current literature on motivation at work is acontextual neglecting the role of contextual layers found in distinct industries or professional environments. The aim of the present paper is to extend traditional notions of work motivation by considering more explicitly the importance and impact of professional/industry contexts and extant processes in them on work motivation. The focus of the paper is on two maritime-related professional environments: seafarers working on board merchant vessels and dock workers performing cargo handling operations in seaports. The paper critically reviews the context and constituents of the two professions in view of adding a dimension/layer of industry context and environment to mainstream literature on motivation."
"Work-related Traumatic Deaths of British and Australian Seafarers: What are the Causes and How Can They be Prevented?","https://scispace.com/paper/work-related-traumatic-deaths-of-british-and-australian-4rgitiwkbl","1999","Book","","Claire Mayhew","","https://scispace.com/pdf/work-related-traumatic-deaths-of-british-and-australian-4rgitiwkbl.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on OHS regulations, ILO/IMO conventions, and seafarer safety without referencing Poole's framework; touches on seafarer labor conditions, industry bodies, and policy gaps, but lacks theoretical or methodological ties to maritime sociology.",""
"Defending Dock Workers—Globalization and Labor Relations in the World's Ports","https://scispace.com/paper/defending-dock-workers-globalization-and-labor-relations-in-4j164cwgs6","2007","Journal Article","Industrial Relations","Peter Turnbull
Victoria Wass","10.1111/J.1468-232X.2007.00481.X","","- **Relevance Score:** 21/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses globalization-driven port restructuring to examine dock workers' conditions and union responses; lacks any reference to Poole’s framework, limiting relevance to Poole‑centric criteria.","Globalization has precipitated a major restructuring of the world's ports and brought in its wake a marked deterioration in dock workers’ terms and conditions of employment. Many trade unions have found it difficult to protect their members’ interests against this international “race to the bottom,” most notably in those countries where dock labor has been historically poorly organized but also where industrial restructuring has been used as a vehicle to de-unionize the industry. Other unions have been more successful, either by working in concert with private employers and public port authorities or by mobilizing their membership to contest and contain the process of industrial restructuring."
"Towards a common trajectory of port labour systems in Europe? The case of the port of Antwerp","https://scispace.com/paper/towards-a-common-trajectory-of-port-labour-systems-in-europe-2nndb7hrsm","2020","Journal Article","Case studies on transport policy","A. Bottalico","10.1016/J.CSTP.2019.12.003","https://air.unimi.it/bitstream/2434/716677/2/1-s2.0-S2213624X1830333X-main.pdf","- **Relevance Score:** 21/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes Antwerp port labour convergence without referencing Poole; focuses on port workers and organisations, offers a single case study and some historical background, but lacks Poole framework, seafarer focus, policy discussion, comparative theory, or detailed methodology.","The purpose of this paper is to provide an analysis on the port labour system in Europe. The study aims at investigating the impact of the market players’ strategies along the maritime-logistics chain on port labour dynamics, stressing the role of the institutional constraints. The empirical findings gathered during the fieldwork in the port of Antwerp are presented and discussed. The paper shows how the strategic action of the main players along the maritime-logistics chain is modifying the port labour system analysed. The organizational model of labour in the port selected seems to be undermined by the institutional transition and the cutthroat competition along the entire logistics chain. The structure of the paper is as follows: After a critical appraisal of the literature review on port labour and the methodological approach used, in the second part the empirical findings are presented. The conclusions provide a summary and a reflection aimed at interpreting the ongoing, common changes of the port labour systems in Europe."
"Maritime Labour","https://scispace.com/paper/maritime-labour-8j1llwcsrmx3","","","","Frank Broeze","10.5949/liverpool/9780973007336.003.0008","","- **Relevance Score:** 20/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses containerisation impacts to examine seafarer and port worker conditions, unions, and industry shifts, but lacks any reference to Michael Poole’s framework or broader sociological contributions.","This chapter examines the social impact that containerisation - and the drastic topographical and economic changes to the shipping industry - had upon the livliehoods of maritime labourers. It explores the challenges and consequences of new technologies faced by labourers and maritime communities within the shipping industrythe drastic shifts in skillsets necessary for maritime labourers in order to keep up with technological development; and the reduction of labour force within the shipping industry. The chapter is divided into sections as follows: Seafarers; Flags of Convenience; Training; Down-sizing and Multi-skilling; Safety and Accidents at Sea; Port Workers; Decimation of the Work Force; Social Consequences of Containerism; Industrial Conflicts and Port Workers’ Unions; The International Transport Workers’ Federation; and Resugent Militancy and Political Protest. It concludes by suggesting the only way forward is to approach modernisation, globalisation, and privatisation with a humane outlook."
"Managing Human Resources in the Shipping Industry","https://scispace.com/paper/managing-human-resources-in-the-shipping-industry-47at3bfn88","2018","Book","","Jiangang Fei","10.4324/9781315740027","","- **Relevance Score:** 20/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses HR management case studies to discuss recruitment, training, and wellbeing in shipping; lacks Poole framework, theoretical contribution, or methodological depth required by criteria.","This book explores key aspects of human resource management in the shipping industry including the dynamics of the shipping workforce and the global labour market. With case studies in each chapter, the book also discusses the practices and issues associated with
recruitment, training and development, and retention of personnel and knowledge in the shipping industry. In addition, the book addresses the human resource management challenges faced by the industry including achieving work-life balance, maintaining employee health and wellbeing, managing risk and crisis, and applying knowledge management principles."
"The Maritime Labour Convention 2006: A Frozen Revolution in the Realisation of Social Justice for Seafarers","https://scispace.com/paper/the-maritime-labour-convention-2006-a-frozen-revolution-in-40ry82kcg7","2013","","","Lloyd Cameron","","https://scispace.com/pdf/the-maritime-labour-convention-2006-a-frozen-revolution-in-40ry82kcg7.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes MLC's labour standards and industry enforcement, but lacks any reference to Poole’s framework; offers broad seafarer and industry insights without systematic sociological contribution.","Realising social justice has been one of the central goals of the International Labour Organisation since its inception. Yet today the unique environment and dangers associated with working at sea make the world’s 1.2 million seafarers a particularly vulnerable group, both in terms of their physical safety and mental wellbeing, and concerning the realisation of social justice.

Social justice is a somewhat abstract term, taken to refer to the “fair” balance of power and benefits between different groups in society. Central to this notion of “fairness” is the respect for liberties and human dignity. However, international maritime law has traditionally focused on political and economic considerations rather than the social needs of the seafarer. This problem has been exacerbated by the advent of globalisation and an increasing tendency within the industry for shipowners to seek out flags of convenience, allowing them to legitimately subvert the international labour standards developed by the ILO with the intention of cutting operational costs. Seafarers have become commodified, seen as objects of the industry rather than subjects of the law who are entitled to rights and protections.

This thesis examines how the innovations contained in the 2006 Maritime Labour Convention are likely to combat these problems and influence the realisation of social justice for seafarers when they come into effect in August 2013.

While not revolutionising the content of the rights and protections afforded to seafarers during the course of their employment, this thesis identifies several innovations concerning implementation and enforcement where the MLC has broken new ground and looks set to revolutionise the realisation of social justice for seafarers.

Consolidation of the previous plethora of maritime labour conventions into a single instrument seems set to increase the accessibility and understanding of rights for seafarers while also providing a focal point through which to incorporate maritime labour considerations into international maritime law – achieving so-called “Fourth Pillar” status for the MLC. In addition, a global legal space for maritime labour rights looks set to be created, working within the jurisdictional framework already established by maritime labour law to strive towards the universalization of seafarers’ rights and foster the ability to human rights forum shop to gain access to justice. Finally, the MLC has provided, for the first time, a legal foundation backed by an enforcement mechanism embedded in competition norms for corporate social responsibility, turning the flag of convenience system on its head and seeking to hand the competitive advantages to those shipping companies who respect and adhere to international labour standards.

The thesis concludes by reflecting recognising that the MLC has therefore made considerable strides towards the substantive realisation of social justice but tempers this by acknowledging the need to monitor and evaluate how these provisions are interpreted and applied in practice when the Convention comes into effect."
"The mobilities, immobilities and moorings of work-life on cargo ships","https://scispace.com/paper/the-mobilities-immobilities-and-moorings-of-work-life-on-1z9h8c3dlp","2012","Journal Article","Sites: a journal of social anthropology and cultural studies","Maria Borovnik","10.11157/SITES-VOL9ISS1ID194","https://scispace.com/pdf/the-mobilities-immobilities-and-moorings-of-work-life-on-1z9h8c3dlp.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses seafarer mobilities and shipping dynamics without referencing Poole; offers limited labor insight and broad industry context, but lacks methodological detail, historical framing, or policy analysis.","Despite the rather obvious mobilities of cargo ships there are not so obvious immobilities. Both are negotiated through global economic processes, the (ir)regular and repetitive processes of ships crisscrossing international waters and encountering ports of differing nation states, and the agency of people involved in these processes. This paper argues that so called fixities within a mobilities approach do not only enable mobile processes, as assumed widely within mobilities research, but that mobilities also can become immobilising. The circumstances of these immobilising dynamics are linked with neoliberal processes within the shipping industry, the need for increased border security, and the need for workers from developing countries to compromise their employment conditions. In contrast to these paralysing factors this paper also discusses the enabling and anchoring mooring processes by linking these to a positive view on social construction of place."
"The Cornerstones of Maritime Governance: Administration, Law-Policy Dynamics, and Crew Welfare","https://scispace.com/paper/the-cornerstones-of-maritime-governance-administration-law-j0pt2f9cgg3z","2025","Journal Article","Scientific and social research","D. Liu","10.26689/ssr.v7i6.10836","","- **Relevance Score:** 20/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Addresses seafarer welfare and industry governance but lacks any reference to Poole's framework or detailed organizational analysis; offers historical overview, policy gaps, and model comparisons without rigorous methodology or case studies.","This paper presents a comprehensive analysis of maritime law and policy as a fundamental global governance framework whose priority is enhancing maritime safety and trade efficiency through integrated regulatory systems. Drawing on established theoretical frameworks in maritime governance literature, the study systematically examines four interconnected dimensions: (1) the policymaking role of maritime administrations in bridging technical expertise and national interests, (2) the dynamic legislative process involving executive, legislative, and judicial interactions, (3) a comparative analysis of maritime governance models (liberal democratic vs. Chinese centralized systems), and (4) human element considerations in crew welfare and operational safety. The research covers the historical evolution of maritime governance mechanisms, evaluates their efficacy in balancing international obligations with domestic priorities, and identifies critical implementation gaps, particularly in seafarer rights protection and cross-jurisdictional policy harmonization. In addition to institutional analysis, this work further contextualizes contemporary challenges through technological advancements, environmental regulations, and COVID-19 impacts on seafarer well-being, arguing that effective maritime policy must reconcile technical rigor, governance adaptability, and human-centered design. Findings underscore the necessity of multidisciplinary approaches for sustainable global shipping governance. "
"Innovation and labor in the port industry: A comparison between Genoa and Antwerp","https://scispace.com/paper/innovation-and-labor-in-the-port-industry-a-comparison-1u0nsi1s","2022","Journal Article","Journal of Business Logistics","Tarcísio Roberto Cavalcante da Silva","10.1111/jbl.12303","https://scispace.com/pdf/innovation-and-labor-in-the-port-industry-a-comparison-1u0nsi1s.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses comparative port case studies to examine innovation‑labour dynamics; offers policy recommendations for social partners; lacks any reference to Poole’s maritime sociology framework.","With the advancement of innovation initiatives in the port industry, port labor has fundamentally changed in terms of new tasks, skills required, professional profiles, training, employment relations, work organization, and number of jobs. Current literature often focuses more on the assessment of investments in this particular sector rather than on the evaluation of innovative processes and the interaction with employment issues. In this article, the authors assess the relationship between innovation and employment in the port industry by comparing two distinct case studies—the ports of Antwerp and Genoa—which are characterized by partially common features and different socio-institutional contexts. Based on qualitative research conducted between 2016 and 2019, the comparative study finds that incremental innovative solutions produce a polarized port labor market in both cases, as previous studies assess. Nevertheless, the findings show that, in the case of Antwerp, a mediated and structured bargaining system interacts positively with employment issues and incremental innovative solutions, while in the case of Genoa, a disarticulated and less structured context reflects a weaker ability to influence virtuously the intertwine between innovation and employment. "
"Shipping's New Industrial Relations: The International Context and the Australian Experience:","https://scispace.com/paper/shipping-s-new-industrial-relations-the-international-4x30qzrkjn","1990","Journal Article","Journal of Industrial Relations","Richard Morris","10.1177/002218569003200301","","- **Relevance Score:** 19/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes 1980s shipping industrial relations reforms, offering industry‑wide insights and historical background, but lacks reference to Poole’s framework, seafarer‑specific labor issues, or detailed methodological/case study components.","In the 1980s, shipping provided a salient industry-specific example of several aspects of work practice reform and industrial relations restructuring. The international technological and market conditions coupled with the main institutions and directions of change are analyzed in this article. The essential findings support the view that a new industrial relations has to a considerable extent grown up in shipping and developed new functions which were not highly profiled in the framework of organizations and processes that existed at the beginning of the decade."
"Współcześni polscy marynarze – kręgi izolacji.","https://scispace.com/paper/wspolczesni-polscy-marynarze-kregi-izolacji-2l788g5702","2014","","","Agnieszka Kołodziej-Durnaś","","https://scispace.com/pdf/wspolczesni-polscy-marynarze-kregi-izolacji-2l788g5702.pdf","- **Relevance Score:** 19/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses qualitative and quantitative interviews with Polish seafarers to explore isolation, offering empirical insight into labour conditions but lacks any reference to Poole's framework or broader industry actors.",""
"Container Port Employees’ Organizational Culture Perception, Job Satisfaction & Intention to Stay at Work","https://scispace.com/paper/container-port-employees-organizational-culture-perception-2r8b2kyv","2023","Journal Article","Marine science and technology bulletin","Nihan Senbursa","10.33714/masteb.1217277","https://scispace.com/pdf/container-port-employees-organizational-culture-perception-2r8b2kyv.pdf","- **Relevance Score:** 19/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses SEM questionnaire data from a Turkish port to examine culture, satisfaction, and retention; lacks Poole framework, but offers solid methodology and limited port‑worker case insight.","Employees’ importance has recently started to be discussed by maritime organizations with the emergence of employee-oriented management strategies. While organizations are competing in today’s wild market environment, the success of companies depends on keeping employees happy. Besides job satisfaction of the employees trigger their performance especially in the maritime sector. This study aims to reveal the relationship among organizational culture, job satisfaction and intention to stay at work in a container port management organization. Data obtained through an online Likert-scale questionnaire of organizational culture perception, job satisfaction and intention to stay at work from 302 land-based employees of a Turkish port operator organization were tested with the Structural Equation Model. The uncertainty avoidance, masculinity, time-oriented, power distance, individuality dimensions of organizational culture have been tested. Results showed that the time-orientation dimension of organizational culture is effective on job satisfaction and job satisfaction has a positive effect on the intention to stay at work."
"(Mis)managing labour markets? The decline of the contemporary global labour market for British seafarers.","https://scispace.com/paper/mis-managing-labour-markets-the-decline-of-the-contemporary-3zk0bin87d","2010","Journal Article","","S. Ruggunan","10.4102/AC.V10I1.109","https://scispace.com/pdf/mis-managing-labour-markets-the-decline-of-the-contemporary-3zk0bin87d.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses decline of British seafarer labour market to discuss broader labour issues; lacks Poole framework references, offers limited industry context and historical background, minimal policy or methodological detail.","Purpose: The purpose of this article is to investigate the ways in which states are still significant actors in creating and shaping the nature and characteristics of global labour markets. My argument is demonstrated through an empirical case study of the global labour market for British seafarers. Problem Investigated: The last 30 years has witnessed a decimation of the number of employed British seafarers, particularly at lower rank levels, such as ratings. I contend that despite Britain's long and rich maritime history, the British state has not acted meaningfully to reverse the decline of British seafarers. The lack of meaningful action I contend is an attempt to crew British owned ships with cheaper seafaring labour from Asia, particularly south east Asia. In so doing the British state has contributed to the decline of a once thriving labour market. There has simultaneously been an upsurge in the employment of seafarers of other nationalities, and thus the creation of new labour markets in countries such as the Philippines. This paper is an attempt to understand some of the factors responsible for the decline of the British labour market for seafarers. Methodology and Approach: This paper is the outcome of a larger qualitative study undertaken for my doctoral thesis in industrial sociology which examined the transformation of the global labour market for South African, Filipino and British seafarers. The methodology consists of in depth interviews with maritime officials and trade union leaders. These were conducted in person in London, United Kingdom between 2005 and 2008. These interviews are supported by extensive literature and documentary research, to validate, support and test claims made by my interviewees. Implications and Value of the Research: The theoretical contribution of this paper is to reinsert the state more critically into the literature on labour markets. Empirically, seafaring labour markets are largely ignored by the disciplines of both sociology and commerce. The paper attempts to fill this gap by investigating a much neglected occupational sector. Very little empirical work is being done by South African researchers on global labour markets outside South Africa. This paper is therefore primarily addressed to a South African audience. Conclusion: The paper demonstrates that the state has to be a willing and active partner in ensuring employment security of its worker-citizens in global labour markets. The private sector and organised labour by themselves are unable or unwilling to prevent massive job losses without state intervention. As increasing numbers of workers join global labour markets, states need to become more involved rather than less involved in ensuring the stability of employment for their citizens."
"Service-sector Guilds and the Challenge of Liberalization: The organization of maritime-cargo handling in Barcelona, c.1760-1840","https://scispace.com/paper/service-sector-guilds-and-the-challenge-of-liberalization-4vh2l43awq","2017","Dissertation","","Brendan J. von Briesen","","https://scispace.com/pdf/service-sector-guilds-and-the-challenge-of-liberalization-4vh2l43awq.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses detailed Barcelona port guild case study to illustrate historical labour organization; lacks Poole framework, seafarer focus, policy or methodological depth.","Esta tesis tiene como objetivo elucidar el sub-sector del manejo de la carga maritima en Barcelona (1760-1840) para mejor entender la funcion de los gremios de servicios. En especial analiza como reaccionaron estos gremios al desarrollo progresivo del liberalismo, que represento un reto considerable al sistema gremial. De esta manera, la tesis contribuye a la historiografia de los estudios de gremios europeos y de la historia de trabajo en el ambito maritimo. Es notable que el objeto de estudio se encuentre como un outlier (o, caso atipico) en varios campos, ya que en los estudios de gremios hay poca atencion puesta en el sector de servicios, y en los estudios de trabajo maritimo hay muy pocas investigaciones sobre la epoca artesanal. A nivel de historia local, existen unas pocas publicaciones sobre los gremios tratados aqui, pero en su mayoria se enfocan en un solo gremio, desconectado del resto de componentes del universo del trabajo portuario. Entre los temas tratados se encuentran: el analisis del sistema gremial europeo en general y la diferenciacion de estos gremios de servicios; un acercamiento al entendimiento socio-espacial del puerto (con casos comparativos); la definicion socio-juridica y economica de los gremios tratados; el avance progresivo del liberalismo en Espana y particularmente en Barcelona; y las estrategias de los diferentes gremios del sub-sector del manejo de la carga maritima frente las reformas y aboliciones liberales del sistema gremial. Basado en literatura secundaria principalmente en castellano, catalan e ingles, y en fuentes primarias mayoritariamente en castellano, el tesis se presenta en ingles, con un resumen exhaustivo en castellano."
"Labour force management in maritime ports: A comprehensive systematic literature review","https://scispace.com/paper/labour-force-management-in-maritime-ports-a-comprehensive-3wcaym8p7k","2024","Journal Article","Heliyon","Adriana Moros-Daza
Maria Jubiz-Diaz","10.1016/j.heliyon.2024.e31401","","- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses PRISMA systematic review to map port labour management literature; offers broad industry overview and policy insights, but lacks Poole framework, seafarer focus, historical depth, comparative theory, or case studies.","The COVID-19 pandemic led to a labour shortage crisis at maritime ports. Therefore, stakeholders of this industry must have robust tools to maintain good performance indicators of productivity and competitiveness. One of the most critical issues is the labour force related to allocation, performance evaluation, and foreseeing/adapting to new requirements. Many authors have studied the characteristics, elements, trends, and factors crucial in its management. However, there needs to be a comprehensive understanding of this concern. Therefore, this paper aims to develop a systematic literature review on labour force management in the maritime ports to (1) understand the elements and factors that strongly relate to human management and (2) identify future research directions to address the impact of labour shortages. Research questions and keywords were used to search academic databases for peer-reviewed papers, articles, or books. The search, selection and quality assessment processes were performed using the PRISMA methodology. This resulted in 32 documents for review and categorised based on their contributions to the research questions and content. The main findings include factors in labour force management, challenges in optimisation, technology and automation use, methods for evaluating performance, and the impact of the regulatory framework. In addition, potential future research streams were proposed to guide further studies into the needs of this industry. "
"Sociological Aspects of Seafarers? Life and Work and Management Styles in Shipping","https://scispace.com/paper/sociological-aspects-of-seafarers-life-and-work-and-2wploiyqtc","2015","Journal Article","International Journal of Economics and Management Sciences","Andrija NenadiÄ
Dra en JašiÄ
Aleks
ra KrajnoviÄ","10.4172/2162-6359.1000237","","- **Relevance Score:** 16/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses seafarer interviews to explore social dynamics, but lacks Poole framework references; provides empirical insights and modest methodological detail, without broader industry or policy analysis.","This scientific paper provides a systematic analysis of sociological relationships in the area of seafaring as well as management styles in maritime shipping industry, with particular emphasis on the specific features involved in the vocation of a seafarer. The research was carried out on a sample of seafarers attending training courses at Faculty of Maritime Studies in Split. Separation from family, friends and familiar environment represents one of the essential features of the seafarers’ life that are discussed in the paper. Another important sociological factor of the seafarers’ specific profession is their workplace, i.e. the ship."
"On the Characteristics of the Seaman Labor","https://scispace.com/paper/on-the-characteristics-of-the-seaman-labor-9f14u68puqab","","","","WANG Xiu-fen
ZHU Yu-zhu","10.3969/j.issn.1671-7031.2005.02.007","","- **Relevance Score:** 16/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Marxist analysis to argue seaman labor differs from land labor, proposing a dedicated crew law; lacks Poole framework, detailed industry or organizational study, and methodological depth.","The article analyzes the foundation of enacting crew law based on the Marxist philosophy-the specialty of the productivity and the production relations, mainly including the specialties of seaman labor, labor relations of seaman and labor process of seaman, and draws a conclusion that seaman labor is very different from the general labor on land in the aspects of the labor ability, both parties' rights and position in the labor relation and the labor process in various production factor that carries on combining and becoming the product-sea transportation service. Therefore, labor law used for adjusting the general labor relation on land,is unfit for the demand of the seaman labor relation adjustment. In order to protect the rights of laborers of mariners and prompt the development of marine industry, we should enact the special law of the labor law-the crew law."
"Inside container economies","https://scispace.com/paper/inside-container-economies-1i6vzgdzl2","2021","Journal Article","Focaal","Hege Høyer Leivestad
Johanna Markkula","10.3167/FCL.2021.890101","https://scispace.com/pdf/inside-container-economies-1i6vzgdzl2.pdf","- **Relevance Score:** 16/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses container logistics and port infrastructure analysis to illustrate broader maritime economic shifts, but lacks Poole's framework, seafarer focus, or explicit policy and methodological depth.","This introduction proposes an anthropology of global cargo circulation by placing the maritime shipping industry at the center of global capitalism. With “container economies” we refer to the maritime global circulation of cargo that is sustained by an undervalued labor force, dependent upon unstable logistics infrastructures and driven by speculative capital. Container economies, we argue, are produced by adding, moving, and destroying value through the maritime supply chain. In this introduction, we reflect upon the implications of containerization and its wider consequences for logistics labor. We argue that maritime logistics and labor is best understood by taking into account their wider networks of dependency expressed through kinship relations, ethnicity and coexisting regimes of value."
