"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"“It’s okay even if you are a spy”: issues in researcher positioning within a precarious workplace","https://scispace.com/paper/it-s-okay-even-if-you-are-a-spy-issues-in-researcher-ut9xklmmyq","2019","Journal Article","Journal of Organizational Ethnography","Polina Baum-Talmor","10.1108/JOE-12-2018-0047","https://scispace.com/pdf/it-s-okay-even-if-you-are-a-spy-issues-in-researcher-ut9xklmmyq.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses ethnographic insight to describe precarious seafarer contracts and ship as a quasi‑total institution, but lacks Poole references and detailed organizational analysis.","The purpose of this paper is to examine some of the complexities associated with the trust-building process between participants and researcher in the context of a precarious work environment. Specifically, the paper seeks to discuss issues arising from the power dynamics, mistrust and tensions between different stakeholders in the research (i.e. employers, employees and the researcher), and the implications of such relationships for establishing rapport and trust with research participants.,This paper uses the case of the shipping industry and is based upon findings from two research projects. One project examined similarities and differences between the merchant vessel and Goffman’s theoretical conceptualisation of “total institutions” (Goffman, 1961); the other focused on the increasing flexibility of labour in the global labour market, using the case of shipping. Both projects incorporated ethnographic research methods which included three voyages on board merchant vessels, as well as interviews and informal conversations with over 100 participants.,The researcher encountered several obstacles throughout the projects, many of which related to the access to the restricted workplace setting of a cargo ship. However, this paper is based on her positioning in the field after permission to access the ship had been granted by the shipping company. It was often challenging to overcome participants’ suspicions of the researcher as being sent by the company to spy on them. The researcher generally managed to overcome such suspicions in the course of her fieldwork by building relationships with participants over time. Nevertheless, these relationships were influenced by the complex power dynamics amongst the different stakeholders in the field. The challenges encountered in the field sites suggest that researchers should be open and fluid in the ways they present themselves in the field. The findings potentially offer useful insights for novice researchers whose research focuses on workplace settings characterised by precariousness of employment and for those conducting shipboard research.,The main contribution of this paper lies within its ability to shed light on the often-delicate relationships between different stakeholders in a research project, and the influence of these relationships on a researcher’s continuous access to the field. The experiences described in this paper are based on the global shipping industry, but they are also relevant to other closed, isolated and/or restricted research settings. Specifically, experiences described in this paper are similar to those of researchers studying “closed” research environments that are not accessible to the general public; this is particularly the case where a hierarchical work structure controls to some extent the roles played by different stakeholders within the precarious work environment, potentially influencing the way someone from outside the workplace approaches it. These include, for example, government owned establishments such as prisons, mental hospitals as well as privately owned closed business organisations."
"Communication skills and cultural awareness - model course","https://scispace.com/paper/communication-skills-and-cultural-awareness-model-course-28h3igdq6s","2007","","","Altaf Ur Rehman","","https://scispace.com/pdf/communication-skills-and-cultural-awareness-model-course-28h3igdq6s.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses HR and training discussion to touch on seafarer labor issues and company structures, but lacks Poole's framework and detailed sociological analysis.","iv"
"Militancy and Pragmatism: An International Perspective on Maritime Labour, 1870–1914 *","https://scispace.com/paper/militancy-and-pragmatism-an-international-perspective-on-3qrjrmmzd3","1991","Journal Article","International Review of Social History","Frank Broeze","10.1017/S0020859000110491","https://scispace.com/pdf/militancy-and-pragmatism-an-international-perspective-on-3qrjrmmzd3.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses historical case studies of shipowners, unions, and strikes to illustrate labor dynamics; lacks Poole's framework, offers limited sociological depth, but touches on organizational power structures.","The militancy of maritime workers led worldwide to strikes of great magnitude, visibility and impact. In many countries these strikes had vast repercussions for the industrial and political development of the labour movement. As this comparative overview of maritime labour and unionism in some ten countries shows, however, after the first wave of strikes two conflicting tendencies arose which became a permanent feature of the maritime scene. The men themselves never lost their potential for militant action and adherence to radical ideologies. By contrast, many union leaders became increasingly pragmatic and even accommodationist. This article investigates the causes of this dichotomy and assesses the resulting tensions and conflicts. In many ports these led to break-away moves, spontaneous action and the replacement of moderate by radical leaders. In others the pragmatic tendency survived in power. This included a strong interest in alliances with adjacent unions and international unions."
"Human resource management practices in human resource management practices in human resource management practices in human resource management practices in human resource management practices in shipping comp","https://scispace.com/paper/human-resource-management-practices-in-human-resource-31i74nbyme","2007","","","Subhash C. Kundu
Divya Malhan
Pradeep Kumar","","https://scispace.com/pdf/human-resource-management-practices-in-human-resource-31i74nbyme.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses HR management discussion to note hierarchical shipboard structures and labor importance, but lacks Poole's theory and deep sociological analysis.","HE need of organizations for people and people for organizations will be more difficult to satisfy in the today’s competitive business environment. Firm’s competitive advantage could be generated from human resources (HR) and firm performance is influenced by a set of effective HRM practices. In this study, we intend to assess the HR practices in shipping companies. Primary data based on 250 observations from 125 shipping companies was analyzed to bring out the human resource management practices practiced in shipping companies. Factor analysis brought about five factors, which were further analyzed. Two factors namely ‘training and performance appraisal’ and ‘hiring and compensation system’ emerged very strong HR practices followed by ‘career development’. ‘Job analysis and HR planning’ was moderately practiced in shipping companies. ‘Workforce diversity and flexi-work system’ also showed presence but did not emerge as strong practice."
"Union Organising in the Context of Regional Labour Market Decline: The Case of Nautilus International","https://scispace.com/paper/union-organising-in-the-context-of-regional-labour-market-4z9495h5xi","2021","Book Chapter","","Victor Gekara","10.1007/978-3-030-49825-2_13","https://scispace.com/pdf/union-organising-in-the-context-of-regional-labour-market-4z9495h5xi.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses union merger case to illustrate labour market decline; lacks Poole references, offers limited sociological insight into seafarer experiences, and touches only loosely on organisational structures.","Over the past few decades the impact of globalisation on society and industry at the national level has been immense and has been studied and extensively documented in the literature. Some of the major benefits and losses accruing from economic globalisation, particularly since the late 1970s have been debated by dominant political economy commentators (see e.g. Harvey 2005; Held et al. 1999; Strange 1996; Scholte 2000; Stiglitz 2002; Giddens 2002; Chomsky 2017). An important aspect of the globalising process has been the extensive restructuring of production and distribution patterns in search of cheaper resources, through aggressive outsourcing and offshoring. The result for many national economies, particularly advanced industrial states, has been a drastic decline in traditional industries affecting both labour and capital (Dunning 1993; Beck 2005; Perraton 2019). This chapter examines the decline in the seafaring labour markets of the so-called Traditional Maritime Countries (TMN), and the implications for union organising focusing on the UK and its seafaring labour. It examines the creation of Nautilus International (NI) Union via a merger of unions for maritime professionals across different countries in Europe initially beginning with Great Britain, the Netherlands and later Switzerland. This was a uniquely strategic response to declining membership and weakening organising capacity. Some of the key challenges associated with unions trying to organise and represent their members in the context of industrial and labour market decline are explored."
"Crafting an International Legal Regime for Worker Rights: Assessing the Literature since the 1999 Seattle WTO Protests","https://scispace.com/paper/crafting-an-international-legal-regime-for-worker-rights-3l4jnd1os7","2009","Journal Article","International Labor and Working-class History","John D. French
Kristin Wintersteen","10.1017/S0147547909000106","https://scispace.com/pdf/crafting-an-international-legal-regime-for-worker-rights-3l4jnd1os7.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Does not engage Poole's theories. Discusses labor standards and flag‑state regulation, offering limited sociological insight into seafarer conditions and organizational dynamics, but without linking Poole's framework.","Since the fall of the Soviet Union in 1991, critical attention has increasingly focused on the remaining world system, capitalist in nature and anchored in the World Trade Organization (WTO), founded in 1994 as the successor to the 1948 General Agreement on Tariffs and Trade (GATT). As the 1990s progressed, a smattering of exciting new intellectual work began to appear on the social and environmental impacts of the international trade and investment regime, especially given its apparently negative impact on many developing countries and the world’s working people. “The distinction somewhat comfortably maintained by ‘trade hands’ who managed the post-World War II international economy––that trade is strictly a commercial function with no immediate connection to social concerns––has evaporated under the pressure of political and social forces generated by the globalization of the economy.” 1 These incipient currents of political disquiet, at first easily overlooked, would surface with surprising force in late 1999 when large and dramatic street protests confronted the WTO’s Third Ministerial Conference in Seattle. For the first time, a meeting of the mandarins of international trade was met with a massive and unruly expression of democracy in the streets. The Seattle events seized the world’s imagination in part because they were so unexpected in a thriving tradebased US city that was, at the time, the world headquarters of Boeing and Microsoft, giants of the “old” and “new” global economy, respectively. The labor issue even reverberated in the suites of the city, as government representatives debated the inclusion of worker rights in the agenda of the “Millennium Round” of international trade negotiations that was to have started in Seattle. 2 The Seattle protests heightened public and scholarly attention to proposals for social or worker rights clauses in international trade agreements, an issue that had briefly flared up at the 1994 GATT meeting in Marrakesh (though not in the streets). As the new millennium began, the labor question was part of a vital international policy debate that spoke to societal concerns felt well beyond the usual haunts of academic labor specialists. Indeed, the formation of the WTO, with near-universal membership, led a number of labor scholars, as early as 1996, to envisage new possibilities for promoting worker rights on a world scale. 3 Drawing on interdisciplinary reflections going back to the early twentieth century, this review essay offers a point of entry into the pitched debates about globalization, which peaked during the protest cycle"
"Missing the tide? Workplace cultural differences as a barrier to seafarer mobility in the U.S. workboat and sail training sectors","https://scispace.com/paper/missing-the-tide-workplace-cultural-differences-as-a-barrier-1c6rc6usgs","2016","Journal Article","Maritime Policy & Management","Eric Romelczyk
Austin Becker","10.1080/03088839.2016.1185182","https://scispace.com/pdf/missing-the-tide-workplace-cultural-differences-as-a-barrier-1c6rc6usgs.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses cultural difference analysis to explore seafarer mobility barriers, offering sociological insight into labor experiences but lacks Poole framework and detailed organizational structure study.","While previous research details the psychological and social benefits of sail training programs for amateur ‘trainees,’ much less is known about the value and transferability of sail training work experience in terms of professional development for seafaring careers. This article reviews the current state of scientific knowledge on sail training and presents the findings of a qualitative study of maritime recruiter perceptions at 10 U.S. flag workboat companies. Results suggest that the maritime industry may benefit from an improved understanding of the role that sail training programs and the sail training community can play in training and inspiring the next generation of motivated and professional seafarers. Workboat recruiters see positive and negative aspects of sail training experience and perceive cultural divides within the maritime industry that may affect a seafarers’ job mobility, whether or not such divides actually exist."
"Perceptions of Well-Being, Resilience and Stress Amongst a Sample of Merchant Seafarers and Superintendents","https://scispace.com/paper/perceptions-of-well-being-resilience-and-stress-amongst-a-3kekgwccwe","2019","Journal Article","Maritime Studies","Joanne McVeigh
Malcolm MacLachlan
Camille Coyle
Bill Kavanagh","10.1007/S40152-018-0129-1","https://scispace.com/pdf/perceptions-of-well-being-resilience-and-stress-amongst-a-3kekgwccwe.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses interviews on well‑being and organisational justice to highlight stressors, but lacks Poole's framework and detailed organizational analysis; offers limited sociological insight into labor conditions.","Significant changes in the seafaring industry have increased occupational demands at sea, challenging the psychosocial well-being of seafarers. The primary aim of this study was to explore perceptions and experiences of well-being, resilience and stress amongst a sample of merchant seafarers and superintendents. Exploring perceptions of well-being, resilience and stress amongst this sample is required to inform organisational policies in the interest of improving working and living conditions for maritime workers. Semi-structured interviews (n = 11) and one focus group (n = 13) were conducted with superintendents, officers and ratings/crew of a large shipping company to explore their perceptions of well-being, resilience and stress. Analysis was conducted using descriptive and interpretive qualitative methods. Findings were interwoven by two critical themes. The first, recent changes, was expressed by participants in relation to fewer opportunities to relieve stress in recent years due to reduced socialisation and shore leave. The second, organisational justice, was indicated by participants regarding the importance of a just work environment. Although depression and other forms of psychosocial distress may be experienced individually, their causes are multifaceted and cannot be addressed only at the level of individual functioning. We must address causes of perceived injustice at the organisational and industry levels, alongside supporting the capacity of individuals to cope with challenging situations. A working environment that is experienced as supportive and just is therefore crucial for individually focused psychosocial interventions to be optimally applied."
"Multi-scalar trade unionism: Lessons from maritime unions","https://scispace.com/paper/multi-scalar-trade-unionism-lessons-from-maritime-unions-18dmac39ne","2017","Journal Article","Relations Industrielles-industrial Relations","Peter Fairbrother
Victor Gekara","10.7202/1038524AR","https://scispace.com/pdf/multi-scalar-trade-unionism-lessons-from-maritime-unions-18dmac39ne.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses union narratives to examine labor impacts of automation; lacks Poole references; touches seafarer issues and union structures but does not link to shipboard organization or Poole's framework.","Union approaches in relation to the global recalibration of work and employment relations and practices over the last three decades are being worked out in practice. The question for unions is by which means they either have leverage or the potential to exercise power in relation to state and corporate decisions and strategies. Unions thus face challenging questions about the ways they organize, exercise their capacities and attempt to meet their purposes. With reference to the Australian maritime sector, the study examines the ways the main union, the Maritime Union of Australia, developed multi-scalar approaches to localized events. The problem unions face is to defend and advance workers’ interests. The task is to organize, to realize their capacities to defend and advance maritime workers’ interests, increasingly in multi-scalar ways.
 The argument is that leaderships and activity that ‘bridge’ scalar relationships are an important condition in this process. There appears to be a complex set of cross-connections between the local, the national and the international. While transnational connectivity increasingly defines contemporary forms of trade unionism, these scalar relations are defined in relation to the workplace, the everyday world, and by the ways that transport is a defining characteristic of the global world. These relations constitute contemporary class struggle where work and employment relations are always in a process of change and development. Trade unionism, thus, remains a collective expression of power relations, in an increasingly internationalized world of work and employment.
 Thus, this research presents important lessons for multi-scalar organization and campaigning by unions to realize their capacities and purpose. Nonetheless, this study is only a beginning. While it indicates the processes of bridging, the next step is to investigate the variety of ways that bridging may take place and with what outcomes for the development of multi-scalar activity."
"Creating Clarity and Crew Courage: Preventive and Promotive Measures for a Maritime Industry Without Bullying and Harassment","https://scispace.com/paper/creating-clarity-and-crew-courage-preventive-and-promotive-3jyafewd","2022","Journal Article","Occupational health science","Magnus Boström
Cecilia Österman","10.1007/s41542-022-00129-5","https://scispace.com/pdf/creating-clarity-and-crew-courage-preventive-and-promotive-3jyafewd.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses workshops to reveal bullying, gender equity, and legislative gaps affecting seafarers; lacks Poole framework; touches on labor experiences and organizational policies without deep sociological analysis.","Abstract Seafaring shares many characteristics with contemporary working life ashore. However, a major difference is that seafarers can spend up to 12 months aboard a ship that constitutes a work, living and recreational environment. Onboard work includes many stressors that can potentially contribute to workplace bullying and harassment, which in turn can affect safety critical operations. The aim of this study was to identify underlying causes in the organizational and social work environment that can cause workplace bullying and harassment at sea, and to suggest appropriate preventive and promotive strategies and measures. Data were collected mainly through World Café workshops with 56 participants from the Swedish maritime industry. Seafarer occupational health, safety, and wellbeing is largely determined by interdependent factors at micro, meso, and macro levels, where different stakeholders play various roles. Strategies and measures starting at the individual seafarer, and gradually expanding outwards toward the maritime industry are suggested. It is important that a victim of bullying or harassment receives adequate support. Creating crew courage enables employees to both recognize troubling situations and know how to act and respond to a situation. To bridge the gap between policy and practice, the legislative framework needs translating into practical procedures to make sense to the middle manager at the sharp end, with limited knowledge, time, resources, and decision latitude. Future research should evaluate the effectiveness of work environment interventions – what works, for whom, and under which circumstances. "
"Seafarers' social life and its effect on maritime safety with respect to Egyptian seafarers","https://scispace.com/paper/seafarers-social-life-and-its-effect-on-maritime-safety-with-3hvr8oog8x","1999","","","Ahmed Abd El Naiem Hafez","","https://scispace.com/pdf/seafarers-social-life-and-its-effect-on-maritime-safety-with-3hvr8oog8x.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses survey data on Egyptian seafarers' stress, fatigue, and job dissatisfaction to explore social life impacts on safety; lacks Poole references and organizational analysis.",""
"Containing mobilities: Changing time and space of maritime labor","https://scispace.com/paper/containing-mobilities-changing-time-and-space-of-maritime-35tbpo5gg6","2021","Journal Article","Focaal","Johanna Markkula","10.3167/FCL.2021.890103","https://scispace.com/pdf/containing-mobilities-changing-time-and-space-of-maritime-35tbpo5gg6.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses ethnographic narratives to examine seafarers' mobility, family dependence, and identity, but does not engage Michael Poole's theories or shipboard organizational structures.","This article uses ethnography from onboard container ships to show how seafarers as a workforce at the center of global capital circulation are increasingly confined inside their mobile worksites Drawing on theories of the transformation of time and space as internal to the logic of globalization and capitalism, the article argues that the increased mobility of goods, as facilitated by developments in maritime logistics, has decreased the mobility of the seafarers in charge of moving these goods across the world The article proposes ""containing mobilities"" as a term for thinking through the particular contradictions and inequalities of mobility that shape the everyday life of the workers at the heart of the global system of mobility and transport that constitutes the maritime supply chain [ABSTRACT FROM AUTHOR] Copyright of Focaal is the property of Berghahn Books and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission However, users may print, download, or email articles for individual use This abstract may be abridged No warranty is given about the accuracy of the copy Users should refer to the original published version of the material for the full abstract (Copyright applies to all Abstracts )"
"Collecting International Merchant Seafarer Oral Histories: Experiences and Reflections","https://scispace.com/paper/collecting-international-merchant-seafarer-oral-histories-5fyj4imts9","2014","Journal Article","The Qualitative Report","Tom Matyók","10.46743/2160-3715/2011.1118","https://scispace.com/pdf/collecting-international-merchant-seafarer-oral-histories-5fyj4imts9.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses oral histories to expose seafarers' labor experiences and globalization impacts, but lacks reference to Michael Poole and does not examine shipboard organizational structures.","Investigating highly mobile labor populations presents researchers with unique challenges and opportunities. In this paper, I share my experiences and reflections in collecting international merchant seafarers' oral histories and propose to move the dialogue forward regarding the use of hybrid qualitative research practices. Seafarers are constantly moving, at sea and in port, and traditional research methodologies are inadequate in determining the nature of modern-day seafaring. I suggest how qualitative research methods must be flexible enough to accommodate researchers' needs in a chaotic global milieu. Investigators researching highly mobile labor populations, as well as mobile immigrant and refugee communities, can gain insights into the challenges and methods available for meeting those challenges. Key Words: Migrant Labor, Oral Histories, Interviewing, Qualitative Research Methods, and Globalization ""... The only honorable course will be to stake everything on a formidable gamble: That words are more powerful than munitions."" Albert Camus1 I am a peace researcher. I use qualitative research as a tool for advancing toward positive peace (Galtung, 1998). I view qualitative research as action-centered. In this article, I reflect on my research process, and suggest how qualitative research methods must be flexible enough to accommodate researchers' needs in a chaotic global milieu. Ideally, my experiences collecting international merchant seafarer oral histories will illuminate others' work and expand the dialogue surrounding the development of qualitative research methods. When choosing a research topic, smart researchers usually avoid studies of inaccessible populations. Their reluctance stems less from insurmountable methodological problems than inconvenience or lack of will. In fact, the means of studying all manner of populations exist. Their implementation, however, is not easy. What is needed is ""money, trained staff, and cooperation of various disciplines . . ."" (Goldstein, 1968, p. 249). When I initiated my research project oriented on achieving an understanding of contemporary international merchant seafaring, money was unavailable to me in any significant amount. Yet my position as director of a seafarers' center provided an experienced staff capable of mastering the methods of oral history and positioned me to access hundreds of mariners as they entered and departed our port. And my own background brought an interdisciplinary approach to the organization of the study and the analysis of resulting data. Two out of three is not too bad. It is hoped that the example of this work will encourage others to undertake similar projects. Background In globalization's chaos, labor is in constant motion, seeking work. By definition, globalization erodes national boundaries (Menyhart, 2003). Cross-boundary labor flows, legal or otherwise, are an inevitable outgrowth of globalization. Labor migrates across porous national boundaries pursuing work; work chases cheap labor in a global market. Like water, the labor market seeks a common level, often the lowest point. That is the bedeviling issue. Yet people can formulate rational and humane policies even when national boundaries and jurisdictions fade. Policy is the outgrowth of narrative (Matyok, 2009). Through the telling of stories, narrator and listener interact and negotiate a new future. Globalization promises long-run benefits for all, but it is too often discussed in economic terms stripped of its human dimension. Economists measure outcomes, never processes. Outcomes are measured quantitatively; process defines quality of life (Brady, 2003; Figini & Santarelli, 2006; Goldberg & Pavcink, 2004). My research pleads for creation of worker counter-narratives that confront the human dimension of globalization. A seaport is an exceptional laboratory to study the impact of globalization on labor. First, international merchant shipping is probably the most global of all industries. …"
"Union Networks and Global Unionism in Maritime Shipping","https://scispace.com/paper/union-networks-and-global-unionism-in-maritime-shipping-43bnkm7dtf","2005","Journal Article","Relations Industrielles-industrial Relations","Nathan Lillie","10.7202/011540AR","https://scispace.com/pdf/union-networks-and-global-unionism-in-maritime-shipping-43bnkm7dtf.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses ITF union network to examine transnational labor coordination, but lacks Poole's framework and detailed shipboard organizational analysis.","Under the auspices of the International Transport Workers’ Federation’s (ITF) Flag of Convenience campaign, maritime unions have developed transnational global structures exploiting interdependencies in transportation production chains. The ITF, a London-based association of transport unions, connects the struggles of seafarers and port workers through a global strategy of union networking and coordinated industrial action. Seafaring unions draw on the industrial leverage of port workers to negotiate minimum standard pay agreements, while dock unions leverage the growing influence of the ITF in fighting union busting in ports. A global transnational ship inspector network provides the power basis for imposing collective agreements on shipowners. Although conceived as a resource for organizing seafarers, the inspectorate also provides port unions with leverage."
"The mobilities, immobilities and moorings of work-life on cargo ships","https://scispace.com/paper/the-mobilities-immobilities-and-moorings-of-work-life-on-1z9h8c3dlp","2012","Journal Article","Sites: a journal of social anthropology and cultural studies","Maria Borovnik","10.11157/SITES-VOL9ISS1ID194","https://scispace.com/pdf/the-mobilities-immobilities-and-moorings-of-work-life-on-1z9h8c3dlp.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses mobilities/immobilities framework to discuss labor precarity and neoliberal pressures on seafarers, but does not engage Poole's theories or organizational structures.","Despite the rather obvious mobilities of cargo ships there are not so obvious immobilities. Both are negotiated through global economic processes, the (ir)regular and repetitive processes of ships crisscrossing international waters and encountering ports of differing nation states, and the agency of people involved in these processes. This paper argues that so called fixities within a mobilities approach do not only enable mobile processes, as assumed widely within mobilities research, but that mobilities also can become immobilising. The circumstances of these immobilising dynamics are linked with neoliberal processes within the shipping industry, the need for increased border security, and the need for workers from developing countries to compromise their employment conditions. In contrast to these paralysing factors this paper also discusses the enabling and anchoring mooring processes by linking these to a positive view on social construction of place."
"Analysis of the Role of Seafarers in the Adaption of Green Shipping Practice","https://scispace.com/paper/analysis-of-the-role-of-seafarers-in-the-adaption-of-green-u1ng90h3ehya","2025","Journal Article","","Asif Ali","10.38124/ijisrt/25apr303","","- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses seafarer perception data to discuss green practices, but lacks Poole theory, organizational analysis, or deep labor sociology; only loosely touches labor attitudes.","The study examines the role of seafarers in the adoption of green shipping practices in the maritime industry. It reveals that seafarers have varying levels of knowledge about environmentally friendly practices and the extent of their adoption varies across crews and vessels. The research emphasizes the need for comprehensive training programs, awareness campaigns, and incentives to encourage seafarers to engage in green shipping practices. However, the assurance of such programs varies among companies, indicating a need for more structured initiatives. The study also highlights the impact of shipping companies' sustainability initiatives and education programs on seafarers' roles. Sustainability initiatives significantly influence seafarers' responsibilities, emphasizing the adoption of new operational methods and technologies to reduce environmental threats. Education and training programs are crucial in equipping seafarers with the necessary skills and mindset to adapt to evolving industry requirements and sustainability measures. Seafarers' perceptions of environmental impact shape their conduct and participation in green activities onboard ships, contributing to a culture of environmental responsibility and innovation within the maritime sector. However, limitations such as sample size and scope warrant further research to explore specific training needs, program effectiveness, implementation barriers, and the long- term impact of green shipping practices on environmental sustainability metrics. "
"Iron men manned wooden ships! vs. iron ships manned by wooden men? socio-psychological impacts on seafarers due to accidents/incidents","https://scispace.com/paper/iron-men-manned-wooden-ships-vs-iron-ships-manned-by-wooden-znuyggyoyv","2011","","","Vivek Menon","","https://scispace.com/pdf/iron-men-manned-wooden-ships-vs-iron-ships-manned-by-wooden-znuyggyoyv.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses seafarer welfare and psychological impact data to discuss mental health issues, but lacks Poole references, organizational analysis, or explicit labor‑focused sociological framing.",".............................................................................................................. IV LIST OF TABLES .................................................................................................... XII LIST OF FIGURES ................................................................................................ XIII LIST OF ABBREVIATIONS ................................................................................. XIV CHAPTER 1 INTRODUCTION ............................................................................... 1 1.1 BACKGROUND ..................................................................................................... 1 CHAPTER 2 THE SEAFARER A HUMAN ELEMENT: EVOLUTION AND CHALLENGES ........................................................................................................... 7 2.1 BACKGROUND ...................................................................................................... 7 2.2 PSYCHOLOGICAL HAZARDS .................................................................................. 9 2.2.1. HARASSMENT AND BULLYING ON-BOARD SHIPS....................................... 14 2.2.2. ANXIETY .................................................................................................. 14 2.2.3. DEPRESSION ............................................................................................. 16 2.2.4. SUICIDE CASES ......................................................................................... 17 2.3 SOCIOLOGICAL HAZARDS ................................................................................... 18"
"Współcześni polscy marynarze – kręgi izolacji.","https://scispace.com/paper/wspolczesni-polscy-marynarze-kregi-izolacji-2l788g5702","2014","","","Agnieszka Kołodziej-Durnaś","","https://scispace.com/pdf/wspolczesni-polscy-marynarze-kregi-izolacji-2l788g5702.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses qualitative interviews with Polish seafarers to explore isolation experiences, offering sociological insight into labor but lacking Poole's framework or organizational analysis.",""
"Getting the work done: motivation needs and processes for seafarers and dock workers","https://scispace.com/paper/getting-the-work-done-motivation-needs-and-processes-for-4tg0j7yamn","2015","Journal Article","WMU journal of maritime affairs","Kyriaki Mitroussi
Theo Notteboom
Theo Notteboom","10.1007/S13437-014-0064-Y","https://scispace.com/pdf/getting-the-work-done-motivation-needs-and-processes-for-4tg0j7yamn.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses motivation theory to explore seafarer and dock worker needs; lacks Poole references, detailed sociological labor analysis, or organizational structure focus.","Most of current literature on motivation at work is acontextual neglecting the role of contextual layers found in distinct industries or professional environments. The aim of the present paper is to extend traditional notions of work motivation by considering more explicitly the importance and impact of professional/industry contexts and extant processes in them on work motivation. The focus of the paper is on two maritime-related professional environments: seafarers working on board merchant vessels and dock workers performing cargo handling operations in seaports. The paper critically reviews the context and constituents of the two professions in view of adding a dimension/layer of industry context and environment to mainstream literature on motivation."
"Reconsidering the Cargo Sector’s Seafarer Labor Market: A 21st Century Profile of Global Seafarers","https://scispace.com/paper/reconsidering-the-cargo-sector-s-seafarer-labor-market-a-27vx7id7qq","2005","Journal Article","","Bin Wu
Helen Sampson","10.1163/22116001-90000275","","- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses a large crew‑list database to profile global vs. national seafarers; provides descriptive labor demographics but lacks Poole's theory, sociological depth, organizational analysis, or policy discussion.","This paper analyzes the latest information from a global seafarers database constructed in the Seafarers International Research Centre (SIRC) at Cardiff University, United Kingdom. The distinction between global and national seafarers will be linked with secondary information on both the international fleet (world fleet register) and country economic profiles. In distinguishing between national and international fleets, the paper adopts the country of economic benefit (CEB) as the criterion for ship identity. By collecting and compiling crew lists from major seaports world wide, the SIRC database is able to incorporate rich information on active seafarers working aboard international trade vessels. The database currently covers the period 1993 to 2002. Crew lists contain reliable and accurate information on both ships (e.g., name, type, flag, and voyage details) and crew (name, age rank, nationality, and date and place of birth). By matching the national identities of active seafarers and the country of economic benefit pertaining to ships they board, the SIRC database offers a means to identify and separate global and national seafarers."
"The shift of seafaring from traditional to emerging maritime states : an analysis of the trends","https://scispace.com/paper/the-shift-of-seafaring-from-traditional-to-emerging-maritime-527pi7oqdq","2003","","","Jabeth Sena Jepath A. Dacanay","","https://scispace.com/pdf/the-shift-of-seafaring-from-traditional-to-emerging-maritime-527pi7oqdq.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses legal and regulatory discussion of seafarer welfare; lacks Poole references and detailed sociological or organizational analysis.","v Table of"
