Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,For anthrophony studies,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,For bio- or geo-phony studies,Unnamed: 17,Unnamed: 18
Cure,Biological significance of sperm whale responses to sonar: comparison with anti-predator responses,ENDANGERED SPECIES RESEARCH,2016,YES,NO,NO,NO,Physeter macrocephalus,Mammal,Odontocete,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Dahlheim,Changes in the acoustic behavior of gray whales Eschrichtius robustus in response to noise,ENDANGERED SPECIES RESEARCH,2016,YES,NO,NO,NO,Eschrichtius robustus,Mammal,Mysticete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Dahne,Effects of pile-driving on harbour porpoises (Phocoena phocoena) at the first offshore wind farm in Germany,ENVIRONMENTAL RESEARCH LETTERS,2013,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Infrastructure,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Dahne,Bubble curtains attenuate noise from offshore wind farm construction and reduce temporary habitat loss for harbour porpoises,MARINE ECOLOGY PROGRESS SERIES,2017,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Multiple,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Davidsen,"Effects of sound exposure from a seismic airgun on heart rate, acceleration and depth use in free-swimming Atlantic cod and saithe",CONSERVATION PHYSIOLOGY,2019,YES,NO,NO,YES,Multiple,Fish,Fish,Seismic,Behavioural,Behavioural state change,Significant effect,NO,,,
Davidsen,"Effects of sound exposure from a seismic airgun on heart rate, acceleration and depth use in free-swimming Atlantic cod and saithe",CONSERVATION PHYSIOLOGY,2019,YES,NO,NO,YES,Multiple,Fish,Fish,Seismic,Physiological,Physiological response,Significant effect,NO,,,
Davidson,"The effects of aquaculture production noise on the growth, condition factor, feed conversion, and survival of rainbow trout, Oncorhynchus mykiss",AQUACULTURE,2009,YES,NO,NO,YES,Oncorhynchus mykiss,Fish,Fish,Other,Mortality,Observed mortality,No significant effect,NO,,,
Davidson,"The effects of aquaculture production noise on the growth, condition factor, feed conversion, and survival of rainbow trout, Oncorhynchus mykiss",AQUACULTURE,2009,YES,NO,NO,YES,Oncorhynchus mykiss,Fish,Fish,Other,Physical,Growth or body condition,Significant effect,NO,,,
Day,Seismic air guns damage rock lobster mechanosensory organs and impair righting reflex,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2019,YES,NO,NO,YES,Jasus edwardsii,Invert,Invertebrate,Seismic,Behavioural,Compromised anti-predator response,Significant effect,NO,,,
Day,Seismic air gun exposure during early-stage embryonic development does not negatively affect spiny lobster Jasus edwardsii larvae (Decapoda:Palinuridae),SCIENTIFIC REPORTS,2016,YES,NO,NO,NO,Jasus edwardsii,Invert,Invertebrate,Seismic,Demographic,Egg/larval development,No significant effect,NO,,,
Day,Seismic air guns damage rock lobster mechanosensory organs and impair righting reflex,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2019,YES,NO,NO,YES,Jasus edwardsii,Invert,Invertebrate,Seismic,Physical,Altered hearing ability,Significant effect,NO,,,
Day,Exposure to seismic air gun signals causes physiological harm and alters behavior in the scallop Pecten fumatus,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2017,YES,NO,NO,YES,Pecten fumatus,Invert,Invertebrate,Seismic,Behavioural,Evasion or startle,Significant effect,NO,,,
Day,Exposure to seismic air gun signals causes physiological harm and alters behavior in the scallop Pecten fumatus,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2017,YES,NO,NO,YES,Pecten fumatus,Invert,Invertebrate,Seismic,Mortality,Observed mortality,Significant effect,NO,,,
Day,Exposure to seismic air gun signals causes physiological harm and alters behavior in the scallop Pecten fumatus,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2017,YES,NO,NO,YES,Pecten fumatus,Invert,Invertebrate,Seismic,Physiological,Physiological response,Significant effect,NO,,,
De Jong,Noise can affect acoustic communication and subsequent spawning success in fish,ENVIRONMENTAL POLLUTION,2017,YES,NO,NO,YES,Multiple,Fish,Fish,Synthetic,Behavioural,Vocalisation,Significant effect,NO,,,
De Jong,Noise can affect acoustic communication and subsequent spawning success in fish,ENVIRONMENTAL POLLUTION,2017,YES,NO,NO,YES,Multiple,Fish,Fish,Synthetic,Demographic,Fecundity change,Significant effect,NO,,,
De Soto,Anthropogenic noise causes body malformations and delays development in marine larvae,SCIENTIFIC REPORTS,2013,YES,NO,NO,NO,Pecten novaezelandiae,Invert,Invertebrate,Seismic,Physical,Barotrauma,Significant effect,NO,,,
De Vincenzi,"BEHAVIOURAL RESPONSES OF THE EUROPEAN SPINY LOBSTER, PALINURUS ELEPHAS (FABRICIUS, 1787), TO CONSPECIFIC AND SYNTHETIC SOUNDS",CRUSTACEANA,2015,YES,NO,NO,NO,Palinurus elephas,Invert,Invertebrate,Synthetic,Behavioural,Behavioural state change,Significant effect,NO,,,
Debusschere,In Situ Mortality Experiments with Juvenile Sea Bass (Dicentrarchus labrax) in Relation to Impulsive Sound Levels Caused by Pile Driving of Windmill Foundations,PLOS ONE,2014,YES,NO,NO,NO,Dicentrarchus labrax,Fish,Fish,Infrastructure,Mortality,Observed mortality,No significant effect,NO,,,
Debusschere,Acoustic stress responses in juvenile sea bass Dicentrarchus labrax induced by offshore pile driving,ENVIRONMENTAL POLLUTION,2016,YES,NO,NO,YES,Dicentrarchus labrax,Fish,Fish,Infrastructure,Physical,Growth or body condition,No significant effect,NO,,,
Debusschere,Acoustic stress responses in juvenile sea bass Dicentrarchus labrax induced by offshore pile driving,ENVIRONMENTAL POLLUTION,2016,YES,NO,NO,YES,Dicentrarchus labrax,Fish,Fish,Infrastructure,Physiological,Physiological response,Significant effect,NO,,,
Deruiter,A MULTIVARIATE MIXED HIDDEN MARKOV MODEL FOR BLUE WHALE BEHAVIOUR AND RESPONSES TO SOUND EXPOSURE,ANNALS OF APPLIED STATISTICS,2017,YES,NO,NO,NO,Balaenoptera musculus,Mammal,Mysticete,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Deruiter,Delphinid whistle production and call matching during playback of simulated military sonar,MARINE MAMMAL SCIENCE,2012,YES,NO,NO,NO,Multiple,Mammal,Odontocete,Sonar,Behavioural,Vocalisation,Significant effect,NO,,,
Deruiter,First direct measurements of behavioural responses by Cuvier's beaked whales to mid-frequency active sonar,BIOLOGY LETTERS,2013,YES,NO,NO,NO,Ziphius cavirostris,Mammal,Odontocete,Sonar,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Deruiter,Loggerhead turtles dive in response to airgun sound exposure,ENDANGER. SPECIES RES.,2012,YES,NO,NO,NO,Caretta caretta,Reptile,Reptile,Seismic,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Di Iorio,Exposure to seismic survey alters blue whale acoustic communication,BIOLOGY LETTERS,2010,YES,NO,NO,NO,Balaenoptera musculus,Mammal,Mysticete,Seismic,Behavioural,Vocalisation,Significant effect,NO,,,
Doksaeter,Behavioral responses of herring (Clupea harengus) to 1-2 and 6-7 kHz sonar signals and killer whale feeding sounds,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2009,YES,NO,NO,NO,Clupea harengus,Fish,Fish,Sonar,Behavioural,Behavioural state change,No significant effect,NO,,,
Doksaeter,Behavior of captive herring exposed to naval sonar transmissions (1.0-1.6 kHz) throughout a yearly cycle,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2012,YES,NO,NO,YES,Clupea harengus,Fish,Fish,Sonar,Behavioural,Evasion or startle,No significant effect,NO,,,
Doksaeter,Behavior of captive herring exposed to naval sonar transmissions (1.0-1.6 kHz) throughout a yearly cycle,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2012,YES,NO,NO,YES,Clupea harengus,Fish,Fish,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Doyle,Applicability of Information Theory to the Quantification of Responses to Anthropogenic Noise by Southeast Alaskan Humpback Whales,ENTROPY,2008,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Dunlop,"The effect of vessel noise on humpback whale, Megaptera novaeangliae, communication behaviour",ANIMAL BEHAVIOUR,2016,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Vessel,Behavioural,Vocalisation,No significant effect,NO,,,
Dunlop,The behavioural response of migrating humpback whales to a full seismic airgun array,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2017,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Multiple,Behavioural,Behavioural state change,Significant effect,NO,,,
Dunlop,The Behavioural Response of Humpback Whales (Megaptera novaeangliae) to a 20 Cubic Inch Air Gun,AQUATIC MAMMALS,2015,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Seismic,Behavioural,Behavioural state change,Significant effect,NO,,,
Dunlop,The effects of vessel noise on the communication network of humpback whales,ROYAL SOCIETY OPEN SCIENCE,2019,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Dunlop,Determining the behavioural dose-response relationship of marine mammals to air gun noise and source proximity,JOURNAL OF EXPERIMENTAL BIOLOGY,2017,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Seismic,Behavioural,Evasion or startle,Significant effect,NO,,,
Dunlop,A behavioural dose-response model for migrating humpback whales and seismic air gun noise,MARINE POLLUTION BULLETIN,2018,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Seismic,Behavioural,Evasion or startle,Significant effect,NO,,,
Dunlop,Multivariate analysis of behavioural response experiments in humpback whales (Megaptera novaeangliae),JOURNAL OF EXPERIMENTAL BIOLOGY,2013,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Synthetic,Behavioural,Evasion or startle,Significant effect,NO,,,
Dunlop,Response of humpback whales (Megaptera novaeangliae) to ramp-up of a small experimental air gun array,MARINE POLLUTION BULLETIN,2016,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Seismic,Behavioural,Evasion or startle,Significant effect,YES,,,
Dyndo,Harbour porpoises react to low levels of high frequency vessel noise,SCIENTIFIC REPORTS,2015,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Multiple,Behavioural,Behavioural state change,Significant effect,NO,,,
Engas,"REACTIONS OF PENNED HERRING AND COD TO PLAYBACK OF ORIGINAL, FREQUENCY-FILTERED AND TIME-SMOOTHED VESSEL SOUND",FISHERIES RESEARCH,1995,YES,NO,NO,NO,Multiple,Fish,Fish,Vessel,Behavioural,Evasion or startle,Significant effect,NO,,,
Engas,Effects of seismic shooting on local abundance and catch rates of cod (Gadus morhua) and haddock (Melanogrammus aeglefinus),CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,1996,YES,NO,NO,NO,Multiple,Fish,Fish,Seismic,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Erbe,Masked hearing thresholds of a beluga whale (Delphinapterus leucas) in icebreaker noise,DEEP-SEA RESEARCH PART II,1998,YES,NO,NO,NO,Delphinapterus leucas,Mammal,Odontocete,Vessel,Behavioural,Sensory processing and cognition,No statistical test,NO,,,
Erbe,Critical ratios of beluga whales (Delphinapterus leucas) and masked signal duration,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2008,YES,NO,NO,NO,Delphinapterus leucas,Mammal,Odontocete,Vessel,Behavioural,Sensory processing and cognition,No statistical test,NO,,,
Erickson,SOME FREQUENCIES OF UNDERWATER NOISE PRODUCED BY FISHING BOATS AFFECTING ALBACORE CATCH,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,1979,YES,NO,NO,NO,Thunnus alalunga,Fish,Fish,Vessel,Detected presence/absence,Detected presence/absence,No statistical test,NO,,,
Fakan,Boat noise affects the early life history of two damselfishes,MARINE POLLUTION BULLETIN,2019,YES,NO,NO,YES,Multiple,Fish,Fish,Vessel,Mortality,Observed mortality,No significant effect,NO,,,
Fakan,Boat noise affects the early life history of two damselfishes,MARINE POLLUTION BULLETIN,2019,YES,NO,NO,YES,Multiple,Fish,Fish,Vessel,Physical,Growth or body condition,Significant effect,NO,,,
Fakan,Boat noise affects the early life history of two damselfishes,MARINE POLLUTION BULLETIN,2019,YES,NO,NO,YES,Multiple,Fish,Fish,Vessel,Physiological,Physiological response,Significant effect,NO,,,
Falcone,Diving behaviour of Cuvier's beaked whales exposed to two types of military sonar,ROYAL SOCIETY OPEN SCIENCE,2017,YES,NO,NO,NO,Ziphius cavirostris,Mammal,Odontocete,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Fernandez,Gas and fat embolic syndrome involving a mass stranding of beaked whales (Family Ziphiidae) exposed to anthropogenic sonar signals,VETERINARY PATHOLOGY,2005,YES,NO,NO,NO,Multiple,Mammal,Odontocete,Sonar,Mortality,Observed mortality,No statistical test,NO,,,
Ferrari,School is out on noisy reefs: the effect of boat noise on predator learning and survival of juvenile coral reef fishes,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,YES,NO,NO,YES,Pomacentrus amboinensis,Fish,Fish,Vessel,Behavioural,Compromised anti-predator response,Significant effect,NO,,,
Ferrari,School is out on noisy reefs: the effect of boat noise on predator learning and survival of juvenile coral reef fishes,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,YES,NO,NO,YES,Pomacentrus amboinensis,Fish,Fish,Vessel,Mortality,Observed mortality,Significant effect,NO,,,
Fettermann,Behaviour reactions of bottlenose dolphins (Tursiops truncatus) to multirotor Unmanned Aerial Vehicles (UAVs),SCIENTIFIC REPORTS,2019,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Other,Behavioural,Behavioural state change,Significant effect,YES,,,
Fewtrell,Impact of air gun noise on the behaviour of marine fish and squid,MARINE POLLUTION BULLETIN,2012,YES,NO,NO,YES,Multiple,Fish,Fish,Seismic,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Fewtrell,Impact of air gun noise on the behaviour of marine fish and squid,MARINE POLLUTION BULLETIN,2012,YES,NO,NO,YES,Sepioteuthis australis,Invert,Invertebrate,Seismic,Behavioural,Evasion or startle,Significant effect,NO,,,
Fields,"Airgun blasts used in marine seismic surveys have limited effects on mortality, and no sublethal effects on behaviour or gene expression, in the copepod Calanus finmarchicus",ICES JOURNAL OF MARINE SCIENCE,2019,YES,NO,NO,YES,Calanus finmarchicus,Invert,Invertebrate,Seismic,Mortality,Observed mortality,Significant effect,NO,,,
Fields,"Airgun blasts used in marine seismic surveys have limited effects on mortality, and no sublethal effects on behaviour or gene expression, in the copepod Calanus finmarchicus",ICES JOURNAL OF MARINE SCIENCE,2019,YES,NO,NO,YES,Calanus finmarchicus,Invert,Invertebrate,Seismic,Physiological,Physiological response,Significant effect,NO,,,
Filiciotto,"Impact of aquatic acoustic noise on oxidative status and some immune parameters in gilthead sea bream Sparus aurata (Linnaeus, 1758) juveniles",AQUACULTURE RESEARCH,2016,YES,NO,NO,YES,Sparus aurata,Fish,Fish,Other,Physical,Growth or body condition,No significant effect,NO,,,
Filiciotto,Effect of acoustic environment on gilthead sea bream (Sparus aurata): Sea and onshore aquaculture background noise,AQUACULTURE,2013,YES,NO,NO,YES,Sparus aurata,Fish,Fish,Other,Physical,Growth or body condition,Significant effect,NO,,,
Filiciotto,Effect of acoustic environment on gilthead sea bream (Sparus aurata): Sea and onshore aquaculture background noise,AQUACULTURE,2013,YES,NO,NO,YES,Sparus aurata,Fish,Fish,Other,Physiological,Physiological response,Significant effect,NO,,,
Filiciotto,"Impact of aquatic acoustic noise on oxidative status and some immune parameters in gilthead sea bream Sparus aurata (Linnaeus, 1758) juveniles",AQUACULTURE RESEARCH,2016,YES,NO,NO,YES,Sparus aurata,Fish,Fish,Other,Physiological,Physiological response,Significant effect,NO,,,
Filiciotto,"Are semi-terrestrial crabs threatened by human noise? Assessment of behavioural and biochemical responses of Neohelice granulata (Brachyura, Varunidae) in tank",MARINE POLLUTION BULLETIN,2018,YES,NO,NO,YES,Neohelice granulata,Invert,Invertebrate,Synthetic,Behavioural,Vocalisation,Significant effect,NO,,,
Filiciotto,"Are semi-terrestrial crabs threatened by human noise? Assessment of behavioural and biochemical responses of Neohelice granulata (Brachyura, Varunidae) in tank",MARINE POLLUTION BULLETIN,2018,YES,NO,NO,YES,Neohelice granulata,Invert,Invertebrate,Synthetic,Physiological,Physiological response,Significant effect,NO,,,
Filiciotto,"Underwater noise from boats: Measurement of its influence on the behaviour and biochemistry of the common prawn (Palaemon serratus, Pennant 1777)",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2016,YES,NO,NO,YES,Palaemon serratus,Invert,Invertebrate,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Filiciotto,"Underwater noise from boats: Measurement of its influence on the behaviour and biochemistry of the common prawn (Palaemon serratus, Pennant 1777)",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2016,YES,NO,NO,YES,Palaemon serratus,Invert,Invertebrate,Vessel,Physiological,Physiological response,Significant effect,NO,,,
Filiciotto,Behavioural and biochemical stress responses of Palinurus elephas after exposure to boat noise pollution in tank,MARINE POLLUTION BULLETIN,2014,YES,NO,NO,YES,Palinurus elephas,Invert,Invertebrate,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Filiciotto,Behavioural and biochemical stress responses of Palinurus elephas after exposure to boat noise pollution in tank,MARINE POLLUTION BULLETIN,2014,YES,NO,NO,YES,Palinurus elephas,Invert,Invertebrate,Vessel,Physiological,Physiological response,Significant effect,NO,,,
Finneran,Temporary shift in masked hearing thresholds in odontocetes after exposure to single underwater impulses from a seismic watergun,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2002,YES,NO,NO,YES,Multiple,Mammal,Odontocete,Seismic,Physical,Altered hearing ability,No statistical test,NO,,,
Finneran,Auditory and behavioral responses of bottlenose dolphins (Tursiops truncatus) and a beluga whale (Delphinapterus leucas) to impulsive sounds resembling distant signatures of underwater explosions,THE JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2000,YES,NO,NO,NO,Multiple,Mammal,Odontocete,Other,Physical,Altered hearing ability,Significant effect,NO,,,
Finneran,Effects of multiple impulses from a seismic air gun on bottlenose dolphin hearing and behavior,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2015,YES,NO,NO,YES,Tursiops truncata,Mammal,Odontocete,Seismic,Behavioural,Evasion or startle,No statistical test,NO,,,
Finneran,Effects of multiple impulses from a seismic air gun on bottlenose dolphin hearing and behavior,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2015,YES,NO,NO,YES,Tursiops truncata,Mammal,Odontocete,Seismic,Physical,Altered hearing ability,Significant effect,NO,,,
Finneran,Temporary shift in masked hearing thresholds in odontocetes after exposure to single underwater impulses from a seismic watergun,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2002,YES,NO,NO,YES,Tursiops truncatus,Mammal,Odontocete,Seismic,Behavioural,Behavioural state change,No statistical test,NO,,,
Finneran,Temporary threshold shift in bottlenose dolphins (Tursiops truncatus) exposed to mid-frequency tones,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2005,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Synthetic,Physical,Altered hearing ability,Significant effect,NO,,,
Finneran,Growth and recovery of temporary threshold shift at 3 kHz in bottlenose dolphins: Experimental data and mathematical models,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2010,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Synthetic,Physical,Altered hearing ability,Significant effect,NO,,,
Fitzgibbon,"The impact of seismic air gun exposure on the haemolymph physiology and nutritional condition condition of spiny lobster, Jasus edwardsii",MARINE POLLUTION BULLETIN,2017,YES,NO,NO,YES,Jasus edwardsii,Invert,Invertebrate,Seismic,Mortality,Observed mortality,No statistical test,NO,,,
Fitzgibbon,"The impact of seismic air gun exposure on the haemolymph physiology and nutritional condition condition of spiny lobster, Jasus edwardsii",MARINE POLLUTION BULLETIN,2017,YES,NO,NO,YES,Jasus edwardsii,Invert,Invertebrate,Seismic,Physiological,Physiological response,Significant effect,NO,,,
Foote,Sonar-induced pressure fields in a post-mortem common dolphin,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2012,YES,NO,NO,NO,Delphinus delphis,Mammal,Odontocete,Synthetic,Physical,Barotrauma,No statistical test,NO,,,
Foote,Whale call response to masking boat noise,NATURE,2004,YES,NO,NO,NO,Orcinus orca,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Fouda,Dolphins simplify their vocal calls in response to increased ambient noise,BIOLOGY LETTERS,2018,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Fournet,Humpback whales Megaptera novaeangliae alter calling behavior in response to natural sounds and vessel noise,MARINE ECOLOGY PROGRESS SERIES,2018,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Frankel,Atoc and other factors affecting the distribution and abundance of humpback whales (Megaptera novaeangliae) off the north shore of Kauai,MARINE MAMMAL SCIENCE,2002,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Multiple,Behavioural,Behavioural state change,Significant effect,NO,,,
Frankel,Behavioral responses of humpback whales (Megaptera novaeangliae) to full-scale ATOC signals,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2000,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Other,Behavioural,Behavioural state change,Significant effect,NO,,,
Frankel,"Results of low-frequency playback of M-sequence noise to humpback whales, Megaptera novaeangliae, in Hawai'i",CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE,1998,YES,NO,NO,YES,Megaptera novaeangliae,Mammal,Mysticete,Synthetic,Behavioural,Behavioural state change,Significant effect,NO,,,
Frankel,"Results of low-frequency playback of M-sequence noise to humpback whales, Megaptera novaeangliae, in Hawai'i",CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE,1998,YES,NO,NO,YES,Megaptera novaeangliae,Mammal,Mysticete,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Friedlaender,Prey-mediated behavioral responses of feeding blue whales in controlled sound exposure experiments,ECOLOGICAL APPLICATIONS,2016,YES,NO,NO,NO,Balaenoptera musculus,Mammal,Mysticete,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Fristrup,Variation in humpback whale (Megaptera novaeangliae) song length in relation to low-frequency sound broadcasts,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2003,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Sonar,Behavioural,Vocalisation,Significant effect,NO,,,
Gailey,"Behavioural responses of western gray whales to a 4-D seismic survey off northeastern Sakhalin Island, Russia",ENDANGERED SPECIES RESEARCH,2016,YES,NO,NO,NO,Eschrichtius robustus,Mammal,Mysticete,Seismic,Behavioural,Behavioural state change,No significant effect,NO,,,
Gailey,"Abundance, behavior, and movement patterns of western gray whales in relation to a 3-D seismic survey, Northeast Sakhalin Island, Russia",ENVIRONMENTAL MONITORING AND ASSESSMENT,2007,YES,NO,NO,YES,Eschrichtius robustus,Mammal,Mysticete,Seismic,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Gailey,"Abundance, behavior, and movement patterns of western gray whales in relation to a 3-D seismic survey, Northeast Sakhalin Island, Russia",ENVIRONMENTAL MONITORING AND ASSESSMENT,2007,YES,NO,NO,YES,Eschrichtius robustus,Mammal,Mysticete,Seismic,Detected presence/absence,Detected presence/absence,No significant effect,NO,,,
Gerlotto,SOME ELEMENTS ON VERTICAL AVOIDANCE OF FISH SCHOOLS TO A VESSEL DURING ACOUSTIC SURVEYS,FISHERIES RESEARCH,1992,YES,NO,NO,NO,Sardinella aurita,Fish,Fish,Vessel,Behavioural,Behavioural state change,No statistical test,NO,,,
Goetz,"Do pingers cause stress in fish? An experimental tank study with European sardine, Sardina pilchardus (Walbaum, 1792) (Actinopterygii, Clupeidae), exposed to a 70 kHz dolphin pinger",HYDROBIOLOGIA,2014,YES,NO,NO,YES,Sardina pilchardus,Fish,Fish,ADD,Behavioural,Behavioural state change,Significant effect,NO,,,
Goetz,"Do pingers cause stress in fish? An experimental tank study with European sardine, Sardina pilchardus (Walbaum, 1792) (Actinopterygii, Clupeidae), exposed to a 70 kHz dolphin pinger",HYDROBIOLOGIA,2014,YES,NO,NO,YES,Sardina pilchardus,Fish,Fish,ADD,Physiological,Physiological response,Significant effect,NO,,,
Goldbogen,Blue whales respond to simulated mid-frequency military sonar,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2013,YES,NO,NO,NO,Balaenoptera musculus,Mammal,Mysticete,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Gonener,"The Effect of Pingers on Harbour Porpoise, Phocoena phocoena Bycatch and Fishing Effort in the Turbot Gill Net Fishery in the Turkish Black Sea Coast",TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2009,YES,NO,NO,YES,Multiple,Fish,Fish,ADD,Detected presence/absence,Detected presence/absence,No significant effect,NO,,,
Gonener,"The Effect of Pingers on Harbour Porpoise, Phocoena phocoena Bycatch and Fishing Effort in the Turbot Gill Net Fishery in the Turkish Black Sea Coast",TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2009,YES,NO,NO,YES,Phocoena phocoena,Mammal,Odontocete,ADD,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Gong,Ecosystem Scale Acoustic Sensing Reveals Humpback Whale Behavior Synchronous with Herring Spawning Processes and Re-Evaluation Finds No Effect of Sonar on Humpback Song Occurrence in the Gulf of Maine in Fall 2006,PLOS ONE,2014,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Sonar,Behavioural,Vocalisation,No significant effect,NO,,,
Gordon,Measuring responses of harbour seals to potential aversive acoustic mitigation signals using controlled exposure behavioural response studies,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,2019,YES,NO,NO,NO,Phoca vitulina,Mammal,Pinnipeds & sirenians,ADD,Behavioural,Evasion or startle,Significant effect,NO,,,
Gospic,Changes in whistle structure of resident bottlenose dolphins in relation to underwater noise and boat traffic,MARINE POLLUTION BULLETIN,2016,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Gotz,Non-lethal management of carnivore predation: long-term tests with a startle reflex-based deterrence system on a fish farm,ANIMAL CONSERVATION,2016,YES,NO,NO,YES,Phoceana phoceana,Mammal,Odontocete,ADD,Detected presence/absence,Detected presence/absence,No significant effect,NO,,,
Gotz,Target-specific acoustic predator deterrence in the marine environment,ANIMAL CONSERVATION,2014,YES,NO,NO,YES,Phocoena phocoena,Mammal,Odontocete,ADD,Detected presence/absence,Detected presence/absence,No significant effect,NO,,,
