"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Reply on EC2","https://scispace.com/paper/reply-on-ec2-30eoex3atn","2024","Peer Review","","Giulia Galluccio","10.5194/sp-2023-37-ac2","https://scispace.compdf/reply-on-ec2-30eoex3atn.pdf","- **Relevance Score:** 42/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses EU Arctic policy and Sustainable Blue Economy narrative, covering tourism, fisheries, ports, offshore energy. Lacks justice analysis, case studies, recommendations, interdisciplinary or quantitative methods, and stakeholder discussion.",""
"Desorden informativo en la UE: construyendo una respuesta normativa","https://scispace.com/paper/desorden-informativo-en-la-ue-construyendo-una-respuesta-mu8mipaw","2022","Journal Article","Revista CIDOB d'Afers Internacionals","Carme Colomina Saló
Susana Pérez-Soler","10.24241/rcai.2022.131.2.141","https://scispace.com/pdf/desorden-informativo-en-la-ue-construyendo-una-respuesta-mu8mipaw.pdf","- **Relevance Score:** 41/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses EU ocean strategy to propose aquaculture, fisheries, and offshore energy actions; lacks explicit justice analysis; offers policy ideas and mixes policy with marine science; no case studies or quantitative metrics; mentions stakeholder roles only broadly.","La desinformación se combate de manera multilateral y desde la multiplicidad de herramientas: plataformas tecnológicas, políticas nacionales, medios de comunicación y plataformas de verificación. A medida que las técnicas desinformativas han ganado en sofisticación y que aumentan también los actores de la disrupción, la Unión Europea (UE) se ha sentido obligada a acelerar un proceso político y regulador que empezó a gestarse en 2015, cuando el Consejo Europeo invitó por primera vez a la Comisión Europea a actuar contra lo que consideraban una amenaza a los procesos democráticos en la UE y en sus estados miembros. Este artículo ofrece un análisis crítico de la evolución de las estrategias de la lucha contra la desinformación en línea en el marco de la UE y las implicaciones que esta voluntad de intervención ha tenido sobre las grandes plataformas digitales que operan en Europa."
"The significance of social innovation for blue growth in the North Sea","https://scispace.com/paper/the-significance-of-social-innovation-for-blue-growth-in-the-54ston4bhq","2018","Journal Article","Rural Areas and Development","Sander van den Burg
Katrine Soma
T. Selnes","10.22004/AG.ECON.291833","","- **Relevance Score:** 41/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses EU blue growth strategy to frame social innovation, focuses on offshore energy sectors, links inclusive growth to rural benefits, offers governance suggestions, but lacks detailed sector mix, quantitative analysis, and stakeholder mapping.","The usage of the North Sea is in transition, influenced by the European blue growth strategy and the national follow-ups. Based on the principles of smart, sustainable and inclusive growth at sea, policies are formulated to stimulate growth in the existing and new maritime sectors. Creating blue growth will not be confined to technological change, but it will also cover changes in the human system, including ways of interacting and exchanging ideas, roles of responsibilities, as well as institutional settings of formal and informal rules. This also affects the rural hinterlands. Social innovation is needed to secure sustainable growth. Understanding the significance of social innovation is a first step to formulate governance efforts to stimulate social innovation. This chapter assesses the significance of social innovation with regards to blue growth in the North Sea. Social innovation can be explained both as process and outcome and these are strongly interwoven. The significance of social innovation – is here assessed by means of three core characteristics: scale, scope and resonance. The results show that the significance of social innovation varies considerable across the sectors; offshore wind energy, offshore mussel cultivation and offshore seaweed farming. Social innovation promises the benefit to further development of maritime sectors – just like it can benefit rural areas."
"Blue Growth Circular Innovation","https://scispace.com/paper/blue-growth-circular-innovation-gzh5usdz0o","2018","","","S Paulauskas","","https://scispace.com/pdf/blue-growth-circular-innovation-gzh5usdz0o.pdf","- **Relevance Score:** 39/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Discusses EU Blue Growth strategy and cites tourism and ocean energy, but lacks deep policy analysis, justice focus, case studies, quantitative data, and concrete recommendations; mentions business, politicians, and communities.",""
"Opportunities to Use the Local Community’s Potential to Ensure Sustainable Regional Development in Latvia","https://scispace.com/paper/opportunities-to-use-the-local-communitys-potential-to-2ye3s0mya3","2023","Dissertation","","Edgars Pudzis","10.7250/9789934229824","https://scispace.compdf/opportunities-to-use-the-local-communitys-potential-to-2ye3s0mya3.pdf","- **Relevance Score:** 39/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses EU Blue Growth agenda to outline Latvia's smart specialization and maritime potential; mentions multiple sectors and regional context, but lacks justice analysis, concrete recommendations, quantitative assessment, and detailed stakeholder work.","The Doctoral Thesis is a set of scientific articles providing a summary of the author’s research. With the set of scientific articles, the author has substantiated the course of the research, the interconnection of separate articles, as well as the thematic unity and sequence of the research. Description of concepts such as village, community and smart village, have been analysed. The process of involving a local community is analysed, with examples of successful involvement of the community, as well as the village development assessment indicators are developed. Also, a proposal for the local territory/community development planning model has been created in this paper. "
"The potential of the Blue Economy to promote the generation of sustainable employment in the European Union","https://scispace.com/paper/the-potential-of-the-blue-economy-to-promote-the-generation-dbik794thty2","2025","Journal Article","Journal of business and socio-economic development","Pedro Antonio Martín Cervantes
Samuel Ο. Idowu
Pablo de Frutos Madrazo
Juan Carlos Frechoso Remiro","10.1108/jbsed-06-2025-0221","","- **Relevance Score:** 38/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses EU employment data to quantify tourism and transport impacts, offers policy advice, but lacks framework focus, interdisciplinary methods, and stakeholder analysis.","Purpose This study explores the contribution of the Blue Economy to employment generation across the European Union from 2009 to 2017. It seeks to identify the most influential sectors in the development of blue jobs and examine their geographical distribution across EU sea basins. Design/methodology/approach A panel data regression model was applied to a balanced dataset covering 27 EU member states. The model identifies sectoral impacts on employment, highlighting both positive and negative contributors within the Blue Economy. The analysis is disaggregated by the eight EU sea basins. Findings Results indicate that coastal tourism remains the most influential sector in generating blue jobs, followed by Maritime Transport and the exploitation of non-renewable marine resources. Conversely, fisheries and aquaculture show a negative relationship with job creation, likely due to climate change and restrictive EU quota policies. Research limitations/implications The study focuses on the 2009–2017 period and does not consider recent disruptions such as COVID-19 or geopolitical conflicts. Future research should extend the analysis to more recent data. Practical implications Findings support the design of targeted public policies that strengthen tourism and transport sectors as engines of sustainable maritime employment. Social implications The Blue Economy can promote inclusive job creation across the EU, even in landlocked areas, contributing to regional cohesion. Originality/value This research contributes novel empirical evidence on blue employment in the EU by incorporating all member states and examining the spatial dimension of job distribution across sea basins. It offers a comprehensive picture of how blue employment evolves and affects both coastal and landlocked countries. "
"Recrutements, formations et carrières dans la marine marchande en Europe.","https://scispace.com/paper/recrutements-formations-et-carrieres-dans-la-marine-1p9cyai0ke","2012","","","Patrick Chaumette","","https://halshs.archives-ouvertes.fr/halshs-01481281/document","- **Relevance Score:** 37/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Analyzes maritime labor markets, training, and career paths in European shipping; focuses on employment regimes and EU-level training conventions, offering detailed insight into social justice aspects of the sector.","L'article s'efforce d'analyser le marche du travail maritime europeen de la marine marchande, a travers l'evolution historique de ce secteur, l'internationalisation de cette activite de transports maritimes. Les systemes de formation maritime, sont nationaux, meme s'ils relevent d'une convention internationale STCW, d'une mise en oeuvre et d'une evaluation europeenne. La prohibition europeenne des aides d'Etats laisse peu de place a des mesures sociales incitatives a l'emploi d'officiers europeens, en depit de la generalisation de la taxe au tonnage. Le transport maritime intracommunautaire ne dispose pas d'un regime protecteur. Quels sont alors les marges de manoeuvre en matiere de formation et de gestion des carrieres ?"
"Malta’s EU presidency : a study in a small state presidency of the Council of the EU","https://scispace.com/paper/malta-s-eu-presidency-a-study-in-a-small-state-presidency-of-2xrp7eu7yi","2018","Book","","Mark Harwood
Stefano Moncada
Roderick Pace","","https://scispace.com/pdf/malta-s-eu-presidency-a-study-in-a-small-state-presidency-of-2xrp7eu7yi.pdf","- **Relevance Score:** 37/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses Malta's EU presidency to explore Blue Economy definitions, highlights tourism, fisheries, aquaculture, and energy, but lacks justice analysis, quantitative metrics, or concrete policy recommendations.","Editors: Mark Harwood | Stefano Moncada | Roderick Pace Malta assumed the Presidency of the Council of the EU in January 2017 with a list of priorities ranging from migration to social inclusion, security to the single market. In addition to the challenge the Presidency represents for any Member State, small states are particularly ‘stretched’ in meeting the myriad commitments the presidency involves. Therefore, from the outset, Malta’s Presidency represented a challenge for the Government and Public Service. In addition, Malta was also faced with several ‘external’ challenges beyond its control but which had the potential to complicate its task at the helm of the Council, including elections in key member states, the formal launch of the BREXIT process and the inauguration of the Trump administration in America; as Malta entered 2017 it truly found itself in the proverbial ‘eye of the storm’. After completing its Presidency the consensus in Malta and abroad was that the EU’s smallest state had scored highly in delivering on its priorities and that it had been a success. This book represents the first academic assessment of the Presidency and reflects the Institute for European Studies’ commitment to contributing to the body of academic knowledge on Malta and the European Union. M ata’s EU Pesid ency"
"Maritime Accounts in the European Union: Coping with Limited Information","https://scispace.com/paper/maritime-accounts-in-the-european-union-coping-with-limited-1joyabp7wi","2016","Journal Article","","Regis Kalaydjian","10.15351/2373-8456.1050","https://scispace.com/pdf/maritime-accounts-in-the-european-union-coping-with-limited-1joyabp7wi.pdf","- **Relevance Score:** 37/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses EU maritime policy documents (Blue Book, IMP) to frame accounting effort; mentions shipping, ports, tourism, marine research but lacks deep sector analysis; provides national report overviews without justice or labor focus; no explicit recommendations, interdisciplinary methods, quantitative impact linking, or stakeholder analysis.","The European Commission's effort to define the scope and components of the maritime economy was initially motivated by the Integrated Maritime Policy (2007). This policy package, principally based on coastal environment protection, maritime safety and security, and the European marine observation and data network, also included the development of an EU-wide economic and social database on maritime activities. The IMP database (2009) used experience from EU member states in terms of maritime database development, and conversely was an opportunity to update national contributions. Later, two other packages contributed to broadening EC's approach. 1) The Marine Strategy Framework Directive (2008) was a legislation on marine environment protection. Among other things, it required from member states an economic assessment of marine water uses. 2) The Blue Growth Strategy (2012) was launched to analyse and stimulate the potential for growth and job creation in maritime sectors, in line with EU's strategy for 2020. The preparation phase included studies assessing the economic significance of blue sectors. These studies were an opportunity to consider the growth potential of maritime sectors and raise the question of how to describe this in the framework of a database. On the basis of national experiences and of the main steps of EC's policy, the present article will address in turn: - The development of maritime databases in member states and at the EC, and their definition of the maritime economy; - Methodological issues concerning the sectoral and geographical approach to an EU maritime database, including the problem of partially maritime sectors, data quality issues, and options for coping with limited information; - The analysis of blue sectors with high growth potential, the methodology used for such analysis based on present and expected growth rates and job creation, and the issues limiting the applicability of this methodology."
"The effects of 30 GW offshore wind energy in the Netherlands in 2030 - 2050: A qualitative comprehensive energy security analysis","https://scispace.com/paper/the-effects-of-30-gw-offshore-wind-energy-in-the-netherlands-1bphgyaztv","2017","","","Francien Seeverens","","https://scispace.com/pdf/the-effects-of-30-gw-offshore-wind-energy-in-the-netherlands-1bphgyaztv.pdf","- **Relevance Score:** 37/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses Dutch offshore wind case to map fishing, shipping, ports, and energy stakeholders; discusses employment impacts and union views, but lacks EU Blue Economy framework focus, quantitative analysis, and concrete policy recommendations.",""
"Maritime Spatial Planning and the EU’s Blue Growth Policy: Past, Present and Future Perspectives","https://scispace.com/paper/maritime-spatial-planning-and-the-eu-s-blue-growth-policy-5ckjni4egp","2019","Book Chapter","","Angela Schultz-Zehden
Barbara Weig
Ivana Lukic","10.1007/978-3-319-98696-8_6","https://scispace.com/pdf/maritime-spatial-planning-and-the-eu-s-blue-growth-policy-5ckjni4egp.pdf","- **Relevance Score:** 36/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses EU Blue Growth policy as core lens; focuses on maritime spatial planning rather than multiple sectors; lacks justice analysis; offers planner‑focused recommendations; blends policy and planning perspectives; no quantitative metrics; limited stakeholder discussion.","This chapter discusses the role of Maritime spatial planning (MSP) and its relationship to Blue Growth. After presenting differences among European sea-basins with regard to blue sector development, it underlines the need for a differentiated definition and policy support for Blue Growth. We argue that MSP should be adapted towards the different Blue Growth support needs of countries, regions and maritime sectors throughout Europe. The success of MSP as a tool to support Blue Growth depends on how strongly MSP is intertwined with other measures of the Integrated Maritime Policy and territorial development measures. MSP should be seen more strongly in strategic future development planning, for example, highlighting potential development areas which may stimulate economic growth in territorial areas lagging behind others."
"The Blue Growth Smart Specialization Challenges Towards the Restorative Economy","https://scispace.com/paper/the-blue-growth-smart-specialization-challenges-towards-the-4ye9dssxst","2021","Book Chapter","","Milen Baltov","10.1007/978-3-030-71819-0_15","https://scispace.com/pdf/the-blue-growth-smart-specialization-challenges-towards-the-4ye9dssxst.pdf","- **Relevance Score:** 35/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses EU blue growth strategy context but lacks deep policy focus; mentions multiple sectors without detailed EU‑framework analysis; does not address justice, case studies, recommendations, interdisciplinary methods, quantitative assessment, or stakeholder analysis.","The ‘blue economy’ embraces more than five million jobs and the gross added value in the second decade of this century is surpassing EUR half a trillion a year. Now when this growth even accelerates in many more sub-sectors the process goes driven in two ways. On one side, a wave of smart specialization strategies at regional and urban level is under way, in many cases incorporating the restorative economy elements. On the other side, changes just happened even without the respective strategies in the blue economy structure and challenge the established sectors. The purpose of this chapter of the book is to identify the main challenges of the smart specialization strategies at urban and regional level incorporating the blue growth elements that are met towards the restorative economy frames. The methods used are a literature and key policy documents review and some secondary data analysis over performed by the European Commission contractor investigation with reference to a project performed in the sector. As a conclusion the recommendation for sectoral specialization of the coastal areas and its cities’ economy in accordance with the innovative potential for blue growth was outlined, with the understanding it might be fragile due to the unsustainable economic activities in the seas."
"Comment on sp-2023-37 April 2024 version","https://scispace.com/paper/comment-on-sp-2023-37-april-2024-version-1p40q0tlqh","2024","Peer Review","","Kate Larkin","10.5194/sp-2023-37-ec6","https://scispace.compdf/comment-on-sp-2023-37-april-2024-version-1p40q0tlqh.pdf","- **Relevance Score:** 35/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Discusses EU Arctic policy and lists tourism, ports, offshore energy, but lacks deep framework focus, sectoral analysis, and any justice, case study, or methodological depth.","<strong class=""journal-contentHeaderColor"">Abstract.</strong> Sea-level rise (SLR) will affect Europe&rsquo;s coasts over the coming decades and beyond giving rise to challenges for governing coastal and marine areas. Progress is being made in adapting to and addressing these challenges at both national and sub-national levels across all major European sea basins. This chapter assesses progress in coastal adaptation governance in Europe by, first, characterizing the socio-economic and political contexts in European sea basins, and then reviewing coastal adaptation relevant policy frameworks in place at regional and national levels within each of these sea basins. Regional frameworks reviewed consist in Regional Sea Conventions and are assessed for their legal status and their inclusion of SLR information. National coastal policy frameworks reviewed include national adaptation plans focusing on coastal areas and marine spatial planning instruments for all European member states, as well as public financing arrangements for coastal adaptation, focusing on flood risk reduction measures. Key national policies for coastal adaptation are assessed for which coastal hazards they address, the extent to which they incorporate sea-level rise information, and their inclusion of SLR specific adaptation measures. Finally, the chapter presents governance challenges that arise due to the complexity of adaptation to SLR, i.e., time horizon and uncertainty, cross-scale and cross-domain coordination, and equity and social vulnerability, and discusses examples illustrating how each of these challenges are being addressed in different European sea basins. The chapter finds that for across all basins, regional policy frameworks generally do not include specific provisions for SLR or coastal adaptation, while at the national level, significant progress on SLR governance is being made. For all basins except for the Black Sea, all countries have reported observed and future SLR hazards, and have adopted adaptation strategies. The inclusion of adaptation measures specific to SLR is less advanced, as most sea basins have at least one country that does not include specific SLR adaptation measures in either their adaptation strategies or marine spatial plans. Regarding SLR governance challenges, key examples for how these are being addressed include approaches for incorporating flexibility into coastal planning, e.g., Dynamic Adaptation Pathways in the Netherlands, or dike crest widening in Germany, as well as, co-development of nature-based adaptation solutions in Italy. Examples for addressing equity and social vulnerability challenges include the emerging issue of climate ligation illustrated through several court cases on liability of major carbon emitters for SLR-related damages. "
"Blue growth and ocean governance—how to balance the use and the protection of the seas","https://scispace.com/paper/blue-growth-and-ocean-governance-how-to-balance-the-use-and-46zy7d5ajf","2016","Journal Article","WMU journal of maritime affairs","Peter Ehlers","10.1007/S13437-016-0104-X","https://scispace.com/pdf/blue-growth-and-ocean-governance-how-to-balance-the-use-and-46zy7d5ajf.pdf","- **Relevance Score:** 35/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses EU integrated maritime policy discussion to frame blue growth, mentions fisheries, ports, shipping, and oil/gas but lacks detailed sector analysis, social justice focus, case studies, or quantitative/ stakeholder insights.","The economic value of the oceans and maritime industry is strongly gaining in importance As the oceans are very large and particularly sensitive ecosystems, which need to be preserved, a balance between the use and the protection of the seas has to be found On this issue, the paper presents some thoughts starting with a brief analysis of what to understand by maritime industry which is labeled as blue economy, and a recapitulation of the main threats for the marine environment, caused by blue economy After that, some noteworthy prerequisites and criteria for finding a sound balance between the use and the protection of the seas will be highlighted, especially the need for sustainable ocean governance is put to discussion"
"Comment on sp-2023-37","https://scispace.com/paper/comment-on-sp-2023-37-21393a987o","2024","Peer Review","","Alexander Bisaro
Giulia Galluccio
Elisa Fiorini Beckhauser
Claudia Romagnoli
Sadie McEvoy
Eugenio Sini
Fulvio Biddau
Rodreck David
Floortje d’Hont
Gonéri Le Cozannet
Begoña Pérez Gómez
Antonio Góngora Zurro
Jill H. Slinger","10.5194/sp-2023-37-rc1","https://scispace.compdf/comment-on-sp-2023-37-21393a987o.pdf","- **Relevance Score:** 35/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses EU Arctic policy and sector listings to touch on blue economy, but lacks deep framework focus, social justice analysis, case studies, recommendations, interdisciplinary methods, quantitative data, or stakeholder analysis.","<strong class=""journal-contentHeaderColor"">Abstract.</strong> Sea-level rise (SLR) will affect Europe&rsquo;s coasts over the coming decades and beyond giving rise to challenges for governing coastal and marine areas. Progress is being made in adapting to and addressing these challenges at both national and sub-national levels across all major European sea basins. This chapter assesses progress in coastal adaptation governance in Europe by, first, characterizing the socio-economic and political contexts in European sea basins, and then reviewing coastal adaptation relevant policy frameworks in place at regional and national levels within each of these sea basins. Regional frameworks reviewed consist in Regional Sea Conventions and are assessed for their legal status and their inclusion of SLR information. National coastal policy frameworks reviewed include national adaptation plans focusing on coastal areas and marine spatial planning instruments for all European member states, as well as public financing arrangements for coastal adaptation, focusing on flood risk reduction measures. Key national policies for coastal adaptation are assessed for which coastal hazards they address, the extent to which they incorporate sea-level rise information, and their inclusion of SLR specific adaptation measures. Finally, the chapter presents governance challenges that arise due to the complexity of adaptation to SLR, i.e., time horizon and uncertainty, cross-scale and cross-domain coordination, and equity and social vulnerability, and discusses examples illustrating how each of these challenges are being addressed in different European sea basins. The chapter finds that for across all basins, regional policy frameworks generally do not include specific provisions for SLR or coastal adaptation, while at the national level, significant progress on SLR governance is being made. For all basins except for the Black Sea, all countries have reported observed and future SLR hazards, and have adopted adaptation strategies. The inclusion of adaptation measures specific to SLR is less advanced, as most sea basins have at least one country that does not include specific SLR adaptation measures in either their adaptation strategies or marine spatial plans. Regarding SLR governance challenges, key examples for how these are being addressed include approaches for incorporating flexibility into coastal planning, e.g., Dynamic Adaptation Pathways in the Netherlands, or dike crest widening in Germany, as well as, co-development of nature-based adaptation solutions in Italy. Examples for addressing equity and social vulnerability challenges include the emerging issue of climate ligation illustrated through several court cases on liability of major carbon emitters for SLR-related damages. "
"Strategic Human Resource Development for a Sustainable Blue Economy: Developing Ocean-Smart Talent","https://scispace.com/paper/24vxU3CMCcUJ","","","","S Goswami
BK Goswami
RK Srivastava","","","- **Relevance Score:** 34/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses offshore wind worker training and fishermen skill development to address labor aspects; covers two sectors but lacks EU framework focus; touches on justice and stakeholder roles without quantitative analysis or detailed case studies.",""
"The Ocean Perspective","https://scispace.com/paper/the-ocean-perspective-5dbjlyn1nn","2019","Book Chapter","","Kira Gee","10.1007/978-3-319-98696-8_2","https://scispace.com/pdf/the-ocean-perspective-5dbjlyn1nn.pdf","- **Relevance Score:** 34/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses EU maritime policy documents to illustrate the Blue Economy framework; lacks sector-specific analysis, social justice discussion, case studies, or quantitative assessments; touches on interdisciplinary policy‑environment links and mentions stakeholder groups.","Oceans have held varying places in the imagination of societies, always linked to particular cultures and shifting in line with predominant world views and developing socio-economic and technological capacities. This chapter presents three Western ways of looking at the ocean. Each emerged at a particular period, but all continue to shape today’s conceptions of the ocean. There are many other ways of conceptualising the ocean, and different concepts exist concurrently, resulting in a multiplicity of perspectives that are changing over time. Although some scholars are debating whether it is possible to know the ocean at all, the selected concepts—incomplete though they may be—also point to contradictory perceptions of the ocean that may have a bearing on how we do maritime spatial planning."
"Aportaciones y lagunas de la política marítima integrada para atajar la vulnerabilidad de los mares y océanos frente al avance del crecimiento azul.","https://scispace.com/paper/aportaciones-y-lagunas-de-la-politica-maritima-integrada-10kzn0bd59","2021","Journal Article","","Ana María Aldaz Casanova","10.6018/BIODERECHO.468111","https://scispace.com/pdf/aportaciones-y-lagunas-de-la-politica-maritima-integrada-10kzn0bd59.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses EU integrated maritime policy to discuss blue growth challenges, but lacks sectoral analysis, social justice focus, case studies, quantitative assessment, and stakeholder discussion.","This paper addresses the integrated maritime policy designed by the European Union to compare it against the criteria of sustainability that the Union has self-imposed. The aim is to test its effectiveness and usefulness in achieving the imperative environmental quality objectives of the seas and oceans."
"Reply on RC2","https://scispace.com/paper/reply-on-rc2-4m88of4c7s","2024","Peer Review","","Kate Larkin","10.5194/sp-2023-37-ec2","https://scispace.compdf/reply-on-rc2-4m88of4c7s.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Mentions EU Arctic policy and several marine sectors, but lacks a central EU Blue Economy framework focus, detailed sectoral analysis, and explicit justice or quantitative assessments.","<strong class=""journal-contentHeaderColor"">Abstract.</strong> Sea-level rise (SLR) will affect Europe&rsquo;s coasts over the coming decades and beyond giving rise to challenges for governing coastal and marine areas. Progress is being made in adapting to and addressing these challenges at both national and sub-national levels across all major European sea basins. This chapter assesses progress in coastal adaptation governance in Europe by, first, characterizing the socio-economic and political contexts in European sea basins, and then reviewing coastal adaptation relevant policy frameworks in place at regional and national levels within each of these sea basins. Regional frameworks reviewed consist in Regional Sea Conventions and are assessed for their legal status and their inclusion of SLR information. National coastal policy frameworks reviewed include national adaptation plans focusing on coastal areas and marine spatial planning instruments for all European member states, as well as public financing arrangements for coastal adaptation, focusing on flood risk reduction measures. Key national policies for coastal adaptation are assessed for which coastal hazards they address, the extent to which they incorporate sea-level rise information, and their inclusion of SLR specific adaptation measures. Finally, the chapter presents governance challenges that arise due to the complexity of adaptation to SLR, i.e., time horizon and uncertainty, cross-scale and cross-domain coordination, and equity and social vulnerability, and discusses examples illustrating how each of these challenges are being addressed in different European sea basins. The chapter finds that for across all basins, regional policy frameworks generally do not include specific provisions for SLR or coastal adaptation, while at the national level, significant progress on SLR governance is being made. For all basins except for the Black Sea, all countries have reported observed and future SLR hazards, and have adopted adaptation strategies. The inclusion of adaptation measures specific to SLR is less advanced, as most sea basins have at least one country that does not include specific SLR adaptation measures in either their adaptation strategies or marine spatial plans. Regarding SLR governance challenges, key examples for how these are being addressed include approaches for incorporating flexibility into coastal planning, e.g., Dynamic Adaptation Pathways in the Netherlands, or dike crest widening in Germany, as well as, co-development of nature-based adaptation solutions in Italy. Examples for addressing equity and social vulnerability challenges include the emerging issue of climate ligation illustrated through several court cases on liability of major carbon emitters for SLR-related damages. "
"The exigence of the common logistics policy for European community and the deconstruction of the common transportation policy","https://scispace.com/paper/the-exigence-of-the-common-logistics-policy-for-european-495f56thpz","2012","Journal Article","African Journal of Business Management","M. Hakan Keskin","10.5897/AJBM12.1118","https://scispace.com/pdf/the-exigence-of-the-common-logistics-policy-for-european-495f56thpz.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Discusses EU maritime transport policy and employment, covering shipping and ports, but lacks explicit Blue Economy framework, broader sectoral analysis, and detailed justice or stakeholder evaluation.","Common transportation policy (CTP) is among the oldest policies of the European Union (EU). Although, no common logistic policy has been introduced so far, it is ironic, because transportation is one of the main constituents of logistics which is regarded as the millennium’s rising value. This does not mean that the European community does not care about logistics. Many companies, located in Europe, have conducted many comprehensive, sophisticated and developed logistic activities. The EU ports, which ranked at the highest levels in the world, recently leave their positions to the Asian ports. Besides that, traffic jams in main arterial highways, chronic delays in airways also force the European countries to move in coordination. The community can neither solve the existing mainly economic and fiscal problems nor be successful in any of the existing common policies without developing efficient logistic polices. The EU cannot be successful in the global competitive race, without common logistics strategies, as well. The requirement forcommon logistic policy has become more definite and imperative. The EU should transform its common transport policy to common logistics policy without any delay since this is the only way out for the EU.

	 

	Key words: Common logistics policy, logistics, transportation, common transport policy, outsourcing."
"Fishing and fairness: the justice of the Common Fisheries Policy.","https://scispace.com/paper/fishing-and-fairness-the-justice-of-the-common-fisheries-2fjxe49xdi","1998","Book Chapter","","Tim Gray","10.1007/978-1-349-26775-0_15","","- **Relevance Score:** 28/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Focuses on distributive justice within the Common Fisheries Policy, offering normative analysis of fairness for fishers; lacks broader EU Blue Economy framing, multi‑sector coverage, quantitative data, and detailed case studies.","This chapter discusses the normative rather than the empirical dimensions of the Common Fisheries Policy (CFP). It focuses on the ethical or moral issues raised by questions of equity or distributive justice. The reason why I have chosen this topic is partly because little or nothing has been published on it, and partly because fairness is a very important element of the CFP, highly relevant to its acceptability to fishers.2 It is often argued that the fairness of the CFP is a precondition of its compliance, but rarely, if ever, is that fairness examined. The aim of this discussion is to help fill this gap."
"Integrated Maritime Policy of the European Union as the Planning Model for Croatia","https://scispace.com/paper/integrated-maritime-policy-of-the-european-union-as-the-4nne1oh9wb","2015","","","Davor Mance
Borna Debelić
Siniša Vilke","","https://scispace.com/pdf/integrated-maritime-policy-of-the-european-union-as-the-4nne1oh9wb.pdf","- **Relevance Score:** 28/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses EU Integrated Maritime Policy to coordinate ports, shipbuilding, and fisheries; provides Croatia-focused analysis and guidelines, but lacks explicit Blue Economy framing, justice focus, quantitative or interdisciplinary methods.","European Union's (EU) Integrated Maritime Policy (IMP) is an attempt to coordinate complex and interdependent policies related to maritime affairs, and to tackle the issues concerning the allocation of ecological economic resources in a holistic, integrated manner. Since it is better in organisational terms to deal with local information locally, this new approach aims at reducing organisational centralization, devolution in decision-making from hierarchies into networks of EU member states in accordance with the fundamental EU principle of subsidiarity, with the coordinating role of the EU Commission. The new policy approach also aims at increasing horizontal and vertical coordination of maritime policies at the EU level. Since the repelled Common Fishery Policies were not coordinated between member states, and were not coordinated with complementary industries, the spill-over effects affecting other complementary and competing industries were great. The paper provides an analytical overview of the Integrated Maritime Policy of the European Union, the maneuvering space given to Croatia to unfold its own maritime policies within the EU IMP, its prospects, and the expected consequences of its implementation for Croatia."
