fragment_id,hypothesis_id,hypothesis_label,hypothesis_ids,signal_id,evidence_id,run_id,sector,axis_group,axis_code,signal_type,demand_phrase,matched_hypothesis_phrase,theory_term_family,indicator_family,semantic_fragment,evidence_surface,semantic_scope,evidence_text_hash,classifier_version,manual_review_status,validity_warning
fragment:signal:210629d1b365ce8af3b82eafc0281def0d343a30125036700819d89b9a23ce97:H3:dc77be2d36c1,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:210629d1b365ce8af3b82eafc0281def0d343a30125036700819d89b9a23ce97,evidence:doi:10.3389/fmars.2025.1615329,30178365958-1,non_living_res,MARINE,M,governance_skill,governance,marine,,marine_ecological,governance,title+subject,title+subject,c06a2ba6aaee1b6f4ea0fc73731bd624ce9d835eed6403cab2efbd1fa144859b,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:2115d42520c79ae4a9c1b2752ff696bdd1fd97f354f0321c0ae6d0db6fac1c86:H3:a8a61321f132,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:2115d42520c79ae4a9c1b2752ff696bdd1fd97f354f0321c0ae6d0db6fac1c86,evidence:doi:10.1080/00358533.2026.2641025,30178365958-1,non_living_res,MARINE,M,policy_regulation_skill,law,marine,,marine_ecological,law,title+subject,title+subject,a68ee47b034bdc077c5f06ff1203eedcce622025f9348da7411ac1654795ef76,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:214aff77e1574750dd592e5fd5fa012071f339597b44a9075496dac18dcd3909:H3:068109fab0de,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:214aff77e1574750dd592e5fd5fa012071f339597b44a9075496dac18dcd3909,evidence:doi:10.3390/su12020611,30178365958-1,coastal_tourism,OCEANIC,O,governance_skill,governance,marine,,marine_ecological,governance,title+subject,title+subject,4aae6fca625a9a7ea82f03913a1885f8e23d800ee2dfa1da5eea579dfc702ebd,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:21805434e6425475ed948bba9cf2bd8b01f04fa240d12cb5eaeabcff71ccb25f:H3:d83dde541a1f,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:21805434e6425475ed948bba9cf2bd8b01f04fa240d12cb5eaeabcff71ccb25f,evidence:doi:10.52214/cblr.v2026i1.14954,30178365958-1,living_res,MARINE,M,policy_regulation_skill,legal,marine,,marine_ecological,legal,title+subject,title+subject,04780551a1379c50d69be9a395baad50e108664dabe7a63506e784892690cc2e,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:218a8c3c70cd3174e76a4640ebd5cac879b3b9d829f66472f96cabdd432fd888:H3:0bf265071d0b,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:218a8c3c70cd3174e76a4640ebd5cac879b3b9d829f66472f96cabdd432fd888,evidence:doi:10.3390/su17020587,30178365958-1,living_res,OCEANIC,O,social_science_skill,sociology,marine,,marine_ecological,sociology,title+subject,title+subject,5da6ec9ca8cef73bc25a060e892e115e1e2ef10e6f6f7dbf3d0dabf519eddba4,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:21981be12f9c038a7cb2b6d008bc00e1499ac5b67991c64e1a234eb4b17ddb9b:H3:d9bbcd40f9d7,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:21981be12f9c038a7cb2b6d008bc00e1499ac5b67991c64e1a234eb4b17ddb9b,evidence:doi:10.1038/s44183-026-00208-y,30178365958-1,coastal_tourism,OCEANIC,O,governance_skill,governance,marine,,marine_ecological,governance,title+subject,title+subject,366ae78ae791d8c4c92551f2183ff383bd39138e38a4a426607606d0999c8be2,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:21a1603e987ae51f6a2da69b0febbab43bdfce6453d2b288518f3a57fc0e0ca2:H3:ec0c4daae8e4,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:21a1603e987ae51f6a2da69b0febbab43bdfce6453d2b288518f3a57fc0e0ca2,evidence:doi:10.62311/nesx/rp5-30032026,30178365958-1,r_i,OCEANIC,O,safety_risk_skill,risk,planetary,,oceanic_planetary,risk,title+subject,title+subject,f2524f5ea8bf0de3e6f1e055e992ae3f417a2bc0a9890fab8041813b595fc56f,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:21db0a5465a78960afca36483ae05a5a71ae5626afbca6815c4de070a211ec06:H1:2dd5710a6dc1,H1,Maritimisation Shift,H1,signal:21db0a5465a78960afca36483ae05a5a71ae5626afbca6815c4de070a211ec06,evidence:doi:10.35718/ismatech.v3i2.8481886,30178365958-1,ship_repair,MARITIME,T,education_training_signal,training,maritime infrastructure,,maritime_dominance,training,title+subject,title+subject,a0cc6968ebfb1447980282d3bcadbe11aa11849ac70f58fca27a0522da9e801a,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:21ef8f76be391f494df0174c8c16743a24ebf9633fd1a8b18e9631380c0e8f6e:H3:ce80b825fe84,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:21ef8f76be391f494df0174c8c16743a24ebf9633fd1a8b18e9631380c0e8f6e,evidence:doi:10.5281/zenodo.14361191,30178365958-1,blue_biotech,OCEANIC,O,sustainability_skill,climate,marine,,marine_ecological,climate,title+subject,title+subject,25d5f06d31d033e224937bf324b0400a0cd09944d634b91b8fca3526334dbf57,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:2218a61fcced1db2df285be52ceb61df9f042e8bc56416172c2e7f1801c45973:H3:d8b28dcb6bc1,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:2218a61fcced1db2df285be52ceb61df9f042e8bc56416172c2e7f1801c45973,evidence:doi:10.1038/s44183-026-00200-6,30178365958-1,blue_biotech,OCEANIC,O,social_science_skill,social science,marine,,marine_ecological,social science,title+subject,title+subject,b9126bb4ca08a32e483fab844c4e563e7c690de8554e48b5a8ce859dcd9d9434,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:2219606807721822c4b96d6e4986c20ac513d8a7b636222ed1f5b8d651d0cb93:H3:2357b68e1a9a,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:2219606807721822c4b96d6e4986c20ac513d8a7b636222ed1f5b8d651d0cb93,evidence:doi:10.63544/jbii.v5i7.84,30178365958-1,coastal_tourism,OCEANIC,O,sustainability_skill,sustainability,marine,,marine_ecological,sustainability,title+subject,title+subject,af6475c793ea0c53fdb8debe6d8a79ae582951a3e4e92ede8fd3cf5cd2a2a55f,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:22644707ca2cd420f07bd71c2d5a3aaaa51fe6ca0d80b7e5234104d5fdd8ca41:H3:bf14d6cd450a,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:22644707ca2cd420f07bd71c2d5a3aaaa51fe6ca0d80b7e5234104d5fdd8ca41,evidence:doi:10.1093/icesjms/fsad100,30178365958-1,non_living_res,MARINE,M,digital_skill,data science,marine,,marine_ecological,data science,title+subject,title+subject,ec9b9fa31bb706cd31132533d6995c0088fe52cb4d8c8f6fcd5643a87b8db41e,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:2280b546dea43033a4380847ec2175d0e54fd30ebc76a2ef264816e1a2f473b6:H1:71b9a7366272,H1,Maritimisation Shift,H1,signal:2280b546dea43033a4380847ec2175d0e54fd30ebc76a2ef264816e1a2f473b6,evidence:doi:10.71317/jgst.2.7.2026.234,30178365958-1,renewable_energy,MARITIME,T,safety_risk_skill,risk,maritime infrastructure,,maritime_dominance,risk,title+subject,title+subject,ae6e8f59aa22478d20bb5aa1ff7b51a8a82dffcebed3b05b3bdce20b44b9dcfe,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:2298b09a0db8c3fc8bbfc564675a247c56ab58459aae05fd313aedddbba9a3cc:H3:0f2647eab728,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:2298b09a0db8c3fc8bbfc564675a247c56ab58459aae05fd313aedddbba9a3cc,evidence:doi:10.1016/j.marpolbul.2026.120108,30178365958-1,blue_biotech,OCEANIC,O,safety_risk_skill,risk,marine,,marine_ecological,risk,title,title,b524051c106611fc2969942c1fe60916bfb500d6c08a2971813d7def479cfe61,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:22a22ccaaec0dfb5aca23c37536a1709477de8f742da89b6db3beadb9ee75ab1:H3:525b9cabb325,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:22a22ccaaec0dfb5aca23c37536a1709477de8f742da89b6db3beadb9ee75ab1,evidence:doi:10.1007/s00267-025-02256-5,30178365958-1,non_living_res,MARINE,M,policy_regulation_skill,law,marine,,marine_ecological,law,title+subject,title+subject,e85d45c1d0cbfdffc6dd7cf6ef25c1ae503825b10e540f00424a7d7319e5f6ae,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:22e2f354c99b58c3a27d58cb327a547473b5f24e7782001098c9aaeffd24a008:H3:9ff9572b6e51,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:22e2f354c99b58c3a27d58cb327a547473b5f24e7782001098c9aaeffd24a008,evidence:doi:10.34104/cjbis.026.06840695,30178365958-1,coastal_tourism,OCEANIC,O,governance_skill,governance,marine,,marine_ecological,governance,title+subject,title+subject,ae1a9037cfbd7f9b76d5dcf99feb67b390968b57f2436cb531d43773f16886d7,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:2333e7f808deed22fbcb91e291c26df0e5e87225bf18c566d319222bc3196662:H3:fb49d5563d59,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:2333e7f808deed22fbcb91e291c26df0e5e87225bf18c566d319222bc3196662,evidence:doi:10.1038/s43247-026-03337-x,30178365958-1,living_res,MARINE,M,governance_skill,governance,ecological,,marine_ecological,governance,title+subject,title+subject,8bfcd5c0d6b24e870bb1b390116c165052a388e52dcd42f4bf7b9c2c1a8ee351,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:23556759bd50bfeb1d4c6faa28ad57ff06c29030f2e8fd4729e244851c47667d:H3:4a125e1ba4c6,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:23556759bd50bfeb1d4c6faa28ad57ff06c29030f2e8fd4729e244851c47667d,evidence:doi:10.1038/s43247-026-03337-x,30178365958-1,living_res,MARINE,M,sustainability_skill,sustainability,ecological,,marine_ecological,sustainability,title+subject,title+subject,8bfcd5c0d6b24e870bb1b390116c165052a388e52dcd42f4bf7b9c2c1a8ee351,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:235f086a63af88d3e016b976200d9d56d76f47c62e355fc5fa362033d9fb0259:H3:17e9ffc7a10d,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:235f086a63af88d3e016b976200d9d56d76f47c62e355fc5fa362033d9fb0259,evidence:doi:10.47857/irjms.2025.v06i02.03624,30178365958-1,living_res,OCEANIC,O,sustainability_skill,sustainable,marine,,marine_ecological,sustainable,title+subject,title+subject,c171759e82c8629f7af05b690051dca096a9a5f2c4ed33dcbe0ee43dc573d905,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:23d6f31bbf36b47c5b3a2fc14fbd1907b8ade44683a1408d1f5e29db3e226395:H3:7999d2e3370e,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:23d6f31bbf36b47c5b3a2fc14fbd1907b8ade44683a1408d1f5e29db3e226395,evidence:doi:10.1016/j.marpol.2022.105300,30178365958-1,living_res,MARINE,M,governance_skill,policy,marine,,marine_ecological,policy,title,title,86f13f71c0410f7ab9f2452155c59d69f9e4682c6aa9551ca1b5b98717058ddb,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:23d7d4a873965cfd8e68cb12bc00f789dec38a4c11f4cfcbd62d16f73f96f0a2:H3:dfde8361f9f7,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:23d7d4a873965cfd8e68cb12bc00f789dec38a4c11f4cfcbd62d16f73f96f0a2,evidence:doi:10.1080/13563467.2026.2693634,30178365958-1,non_living_res,MARINE,M,policy_regulation_skill,law,marine,,marine_ecological,law,title+subject,title+subject,bd9f78aa539ba6410fbefbcb36f1247a997c35b8e300ae7799a15ea148383eab,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:23fd63e31abf5dc706aaadac11ef45a23dc071606df57f2acc7862830a7f4de1:H3:6c2751e0ad6b,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:23fd63e31abf5dc706aaadac11ef45a23dc071606df57f2acc7862830a7f4de1,evidence:doi:10.55681/economina.v5i5.2191,30178365958-1,coastal_tourism,OCEANIC,O,social_science_skill,community,marine,,marine_ecological,community,title+subject,title+subject,7223dfc5ce9f1ab4fee0427e336808ffed2997a7becd4c3f40fe8e6c66e59189,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:23fdf41d0db21ee481d6fb588814c08945216ec7869f9764c5012f021c69adde:H3:a556402748ec,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:23fdf41d0db21ee481d6fb588814c08945216ec7869f9764c5012f021c69adde,evidence:doi:10.61424/ijans.v3i3.541,30178365958-1,living_res,MARINE,M,safety_risk_skill,risk,marine,,marine_ecological,risk,title+subject,title+subject,e00a975b9decf12805c4f97a7884aa4899225203d7a3b0edb6b2bd9441bad679,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:2453c29ce3c87dd196f2d59ad0a06099f8cd0735404e67e108d9c19b29542dec:H3:603d042b5076,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:2453c29ce3c87dd196f2d59ad0a06099f8cd0735404e67e108d9c19b29542dec,evidence:doi:10.1080/08920753.2019.1564958,30178365958-1,living_res,MARINE,M,social_science_skill,social science,marine,,marine_ecological,social science,title,title,3a3429d6afdaff5e67622f06e864ea233cc5ffec6b57b78fa8f382560fa309bf,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:2454f96780a996dde139aa8acab3783d991d9f6a413dc9983d21ca088b14964e:H3:dd6308452178,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:2454f96780a996dde139aa8acab3783d991d9f6a413dc9983d21ca088b14964e,evidence:doi:10.3390/w18141772,30178365958-1,r_i,OCEANIC,O,governance_skill,governance,ecological,,marine_ecological,governance,title+subject,title+subject,7667dac88460fd0e68849be438d29fc0f26076f319d3231a6a3df8349ff4ce8d,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:24899b188095a6b6c3302b6bcb96de53f19a2a70e3cea4e89c81eecf5e748956:H3:e1dfa21bde31,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:24899b188095a6b6c3302b6bcb96de53f19a2a70e3cea4e89c81eecf5e748956,evidence:doi:10.1016/j.marpol.2026.107239,30178365958-1,living_res,OCEANIC,O,governance_skill,governance,marine,,marine_ecological,governance,title,title,c4ead6f8a1aa0bda0430b65ad28ae0852140ffa20d4baf705294d8daa576f326,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:248fd96b8c664df117d52e460799038cd04efb6bf53fafef788c3bca1a8234de:H3:21c13c009e18,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:248fd96b8c664df117d52e460799038cd04efb6bf53fafef788c3bca1a8234de,evidence:doi:10.52403/ijrr.20251264,30178365958-1,blue_biotech,MARINE,M,learning_outcome_signal,ects,marine,,marine_ecological,ects,title+subject,title+subject,1fc3dd8b99bbb539200f79a1592b14dac6a57ac26630448f7d83804ac09d4696,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:24aee9bbbc1a8ebd49e3c90f6b57dcbbc0091be198f3841e01c41c8fb977cf3d:H3:e1ff784b17af,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:24aee9bbbc1a8ebd49e3c90f6b57dcbbc0091be198f3841e01c41c8fb977cf3d,evidence:doi:10.1016/j.oceaneng.2026.126375,30178365958-1,blue_biotech,OCEANIC,O,safety_risk_skill,risk,marine,,marine_ecological,risk,title,title,dd7644cfd1905ad947958c2e6426f6c1d0b0abb9405a7fb9703cbb43e8e7c3b7,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:24deb454c34433293e7e46f3c88a36168e1b0c7be4d89a66be8b762b58dbb399:H3:2ebcd9a27553,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:24deb454c34433293e7e46f3c88a36168e1b0c7be4d89a66be8b762b58dbb399,evidence:doi:10.1080/18366503.2026.2672848,30178365958-1,blue_biotech,OCEANIC,O,sustainability_skill,sustainability,marine,,marine_ecological,sustainability,title+subject,title+subject,6b385e1da84aa4e711d7d29d5d76916b415469e8c606a2252cd1f69bff58e138,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:25e3317a5f79ab040201d3a523ac08d5ab12a7f2e0be83e095d293115b26a31f:H3:3042ea69bb0a,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:25e3317a5f79ab040201d3a523ac08d5ab12a7f2e0be83e095d293115b26a31f,evidence:doi:10.48550/arxiv.2403.18067,30178365958-1,non_living_res,MARINE,M,digital_skill,data science,marine,,marine_ecological,data science,title+subject,title+subject,5de2839690102c33eb3e2eb9fc9bcaae37162120b4bba6f170b87af953973a4d,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:25ff551d1c39231ffb906793e5c0d155eca04d50d5f18b66bbb1d9a1692ed810:H3:8338a2dc0f62,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:25ff551d1c39231ffb906793e5c0d155eca04d50d5f18b66bbb1d9a1692ed810,evidence:doi:10.1111/jwas.70092,30178365958-1,blue_biotech,MARINE,M,sustainability_skill,sustainability,marine,,marine_ecological,sustainability,title+subject,title+subject,0e38730241125008fc1376405d620c2f59c9c3855e0ce1823ad7fb95c3af1ec1,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:260dd0271066a63c6f47be20e5418ffc22a13405e8211c9df9d9e1ea9b31f74f:H3:0b1af8cdaf50,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:260dd0271066a63c6f47be20e5418ffc22a13405e8211c9df9d9e1ea9b31f74f,evidence:doi:10.1080/18366503.2026.2687142,30178365958-1,blue_biotech,OCEANIC,O,sustainability_skill,sustainability,marine,,marine_ecological,sustainability,title+subject,title+subject,d40fe590603f3576b40e5fc07a980ef55a56946619507d455cbd437f05a6a9f8,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:2673899707d3ad94767943578f5305ba9d97264cd556b6f63f0cf47ace3432a7:H3:ffa015f5d089,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:2673899707d3ad94767943578f5305ba9d97264cd556b6f63f0cf47ace3432a7,evidence:doi:10.1017/sus.2026.10075,30178365958-1,non_living_res,MARINE,M,policy_regulation_skill,law,marine,,marine_ecological,law,title+subject,title+subject,d274e6f9c42531907366fdcc3da6af4d71e22352c6589cb5330c936eb7ce8eac,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:2694f5ad71dcf54ab005f5695f0618b435cd92a99786d4488977693ed159b1a4:H3:59dbf785f4c8,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:2694f5ad71dcf54ab005f5695f0618b435cd92a99786d4488977693ed159b1a4,evidence:doi:10.47772/ijriss.2025.91200079,30178365958-1,living_res,MARINE,M,sustainability_skill,sustainability,ecological,,marine_ecological,sustainability,title+subject,title+subject,0371eb1b050a636b6cccec9426874a91f1f4012f63f61247f05bf402c42f3dbd,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:26a3c210f9e9249ab86670b5f79528e0cc97ba222c6d35051107ec17874fe142:H3:361f843a119b,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:26a3c210f9e9249ab86670b5f79528e0cc97ba222c6d35051107ec17874fe142,evidence:doi:10.20944/preprints202603.1156.v2,30178365958-1,living_res,MARINE,M,governance_skill,governance,marine,,marine_ecological,governance,title+subject,title+subject,ab3cffcb436e8d64e375c13f727e70ad5745717118a0b045722426a8e82736e4,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:26b1e6a9f9d224571dee63c65785efa5920996f1e3af195acfb2e498e8dea969:H3:09637ccfa82a,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:26b1e6a9f9d224571dee63c65785efa5920996f1e3af195acfb2e498e8dea969,evidence:doi:10.1007/s40152-025-00418-z,30178365958-1,non_living_res,MARINE,M,governance_skill,governance,marine,,marine_ecological,governance,title+subject,title+subject,cfd6444c6f993c5d0706289ccd0885126c5a5c58b7d5b6d40480d2ecc3155f11,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:26e173bc1e79daa6ea9043d4235ff6f96cc44846b303fded2001a82eef92e3f7:H3:5652d2af8f08,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:26e173bc1e79daa6ea9043d4235ff6f96cc44846b303fded2001a82eef92e3f7,evidence:doi:10.3389/frsus.2026.1766022,30178365958-1,blue_biotech,MARINE,M,learning_outcome_signal,ects,ecological,,marine_ecological,ects,title+subject,title+subject,400bf847a8eaef87540e2770d131902ba0e5554162a4d5aa62999586e336a5cc,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:272d9011b050697312b56d3183062171be8085451802cd2475a768f01c2cf3f7:H3:8e3916e14603,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:272d9011b050697312b56d3183062171be8085451802cd2475a768f01c2cf3f7,evidence:doi:10.62225/2583049x.2024.4.4.4853,30178365958-1,living_res,OCEANIC,O,governance_skill,governance,marine,,marine_ecological,governance,title+subject,title+subject,ba6c3e97312a15e58abd2ab9acc0cc25d36b807be36cc0fdf3cc7ba19888865f,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:2782fd778c1feaf6e15eba85d2afd32d68d497f84238054a3118de3f82d07bfb:H3:8bd31d78225b,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:2782fd778c1feaf6e15eba85d2afd32d68d497f84238054a3118de3f82d07bfb,evidence:doi:10.47772/ijriss.2026.100300203,30178365958-1,non_living_res,OCEANIC,O,governance_skill,governance,marine,,marine_ecological,governance,title+subject,title+subject,015a73574818af0a6ccf7c789ad5a878c0611b954c037220db2e472ead3592ba,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:278c2d53c504c625cf6d940a12f1f8512633b4a73d589f337a10b9b591f2196e:H3:208969d946e3,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:278c2d53c504c625cf6d940a12f1f8512633b4a73d589f337a10b9b591f2196e,evidence:doi:10.3390/su18136780,30178365958-1,coastal_tourism,OCEANIC,O,sustainability_skill,sustainability,planetary,,oceanic_planetary,sustainability,title+subject,title+subject,89bdce7cf5c6acd2c8ff893fa546278b33876355fd2ea7d6e9c69ffa8872e34a,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:28387d57344fb6c1d12ecf291fe4152437311bf108b8fce28c53261a005713ae:H3:0429ce595806,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:28387d57344fb6c1d12ecf291fe4152437311bf108b8fce28c53261a005713ae,evidence:doi:10.46989/001c.163358,30178365958-1,blue_biotech,MARINE,M,governance_skill,policy,marine,,marine_ecological,policy,title+subject,title+subject,2c7b3648b21bf25d8ea9f776d73a528467457a7a797a6daabd418c75bb3e7c16,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:283b7bc084a650f873ce483087d50b5e6133d8c063f321ce44de6ee5defe53d6:H3:4602e0979cb8,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:283b7bc084a650f873ce483087d50b5e6133d8c063f321ce44de6ee5defe53d6,evidence:doi:10.63363/aijfr.2026.v07i03.6474,30178365958-1,coastal_tourism,OCEANIC,O,sustainability_skill,sustainability,marine,,marine_ecological,sustainability,title+subject,title+subject,48ee9d49d00e9d8f70069b0ce485a5ceea240904aa2d21edeafdb6222d8bbacc,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:2874aee17e03f796a5d964d131ad111e35878008632a9da6610404dc46ecc437:H3:b300ad22bf32,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:2874aee17e03f796a5d964d131ad111e35878008632a9da6610404dc46ecc437,evidence:doi:10.12688/f1000research.178997.1,30178365958-1,blue_biotech,MARINE,M,policy_regulation_skill,convention,marine,,marine_ecological,convention,title+subject,title+subject,d310cb4521d31a86e4b11a8adb42528d4a29e43fb89286c6628ec21575c3723f,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:28c3b031b12a0392082a2abb973c1584cf0f71390fb2d2f527502875866535fa:H3:f51d5029c79b,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:28c3b031b12a0392082a2abb973c1584cf0f71390fb2d2f527502875866535fa,evidence:doi:10.3897/emt.2.158168,30178365958-1,blue_biotech,OCEANIC,O,sustainability_skill,sustainability,ecological,,marine_ecological,sustainability,title+subject,title+subject,2c52470cada4904df1e41a4d4e30e1b4e67f858001da1096689b7d4dcd6a50e3,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:28f40e092c7121bf73c5537573c18fa1a4fc5f363ae0a372480df65b9a76f84d:H3:1e1e82f8d6f7,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:28f40e092c7121bf73c5537573c18fa1a4fc5f363ae0a372480df65b9a76f84d,evidence:doi:10.1007/s10113-026-02575-1,30178365958-1,living_res,MARINE,M,safety_risk_skill,risk,marine,,marine_ecological,risk,title+subject,title+subject,bbd4048f073e323b777b14c5f3a8452c7a175e6398b27d663783a1a8d0b44081,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:291383409fb4fb36134fccc4fab0988927e2084d0e5f680260ccd40144a2d5b9:H3:ddbd4e252560,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:291383409fb4fb36134fccc4fab0988927e2084d0e5f680260ccd40144a2d5b9,evidence:doi:10.1093/icesjms/fsaf193,30178365958-1,non_living_res,MARINE,M,sustainability_skill,sustainability,marine,,marine_ecological,sustainability,title+subject,title+subject,be7edc7e9e534ae21acc899a56d2208fd9c0705b6ac2daf60bfb3eb0e55cb241,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:2916d9d08ac433294f8c9bb66253740b1d56a530e983af762987156ed03e592d:H3:f055788fa580,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:2916d9d08ac433294f8c9bb66253740b1d56a530e983af762987156ed03e592d,evidence:doi:10.3389/fenvs.2026.1853979,30178365958-1,r_i,OCEANIC,O,sustainability_skill,adaptation,ecological,,marine_ecological,adaptation,title+subject,title+subject,6a11c4381f02b24b1f1a6f1639124358b9fe02daf7c47d8c711a96fbe57264a7,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:295dd15e656af508112be87ce70bd63b1ba781937559ede32db62e1f824b813e:H3:6280fd3a1c05,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:295dd15e656af508112be87ce70bd63b1ba781937559ede32db62e1f824b813e,evidence:doi:10.1007/s10113-026-02599-7,30178365958-1,coastal_tourism,OCEANIC,O,sustainability_skill,climate,marine,,marine_ecological,climate,title+subject,title+subject,e06050e6913aa3890675200e1ca6e2a05266bc32d78afadc8d12fef8621bd44a,cumulative-db-semantic-v1,review_required,metadata_only_limitation
