title,authors,year,doi,source_id,provider,language,journal,url,source_query,retrieval_timestamp,licence_note
Effects of coastal aquaculture on microplastic burial patterns in mangrove ecosystems,"Zhenchang Zhu, Yu Huang, Hebo Peng, Weilun Gao, Qin Zhu, Zhihao Xu, Yinglin Wu",2026,10.1016/j.marpolbul.2026.119931,crossref:10.1016/j.marpolbul.2026.119931,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.119931,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790488+00:00,Crossref open metadata
"Elemental profiling and health risk assessment of Ulva reticulata in a coastal zone of Ninh Thuan Province, Vietnam using ICP-MS technique","Thi-Hong Bui, Van-Loat Bui, Duc-Thang Duong, Dinh Xuan Thanh, Nguyen An Son, Vu Ngoc Ba, Hoai-Nam Tran",2026,10.1016/j.marpolbul.2026.119840,crossref:10.1016/j.marpolbul.2026.119840,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.119840,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242309+00:00,Crossref open metadata
Emerging role of marine heatwaves in tropical cyclone activity over the Arabian Sea,"K. Javad, Arun Kumar, Phiros Shah, Rabindra Kumar Sahoo, Samiran Mandal",2026,10.1016/j.ecss.2026.109975,crossref:10.1016/j.ecss.2026.109975,Crossref,,"Estuarine, Coastal and Shelf Science",https://doi.org/10.1016/j.ecss.2026.109975,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242291+00:00,Crossref open metadata
Enabling inclusive ocean conservation: Taiwan's marine OECM Framework,"Huey-Shian Chung, Nan-Jay Su, Chun-Pei Liao, Weien Chen",2026,10.1016/j.ocecoaman.2026.108275,crossref:10.1016/j.ocecoaman.2026.108275,Crossref,,Ocean &amp; Coastal Management,https://doi.org/10.1016/j.ocecoaman.2026.108275,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242451+00:00,Crossref open metadata
"Environmental aging behavior and organic matter release of biodegradable microplastics PLA, PBAT and PHBV under different coastal environmental conditions","Yan Luo, Jianqiang Gu, Xiaoying Wu, Xuejing Wei, Xuguo Tian, Yini Ma",2026,10.1016/j.marpolbul.2026.120065,crossref:10.1016/j.marpolbul.2026.120065,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.120065,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:01.973605+00:00,Crossref open metadata
Evaluating marketing strategies in medical and wellness tourism across 47 official destination portals: A signaling theory perspective,"Muna Sharif Alhaway Alzarooni, Syed Awais Tipu, Salman Yousaf",2026,10.1016/j.joitmc.2026.100820,crossref:10.1016/j.joitmc.2026.100820,Crossref,,"Journal of Open Innovation: Technology, Market, and Complexity",https://doi.org/10.1016/j.joitmc.2026.100820,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242432+00:00,Crossref open metadata
"First baseline assessment of microplastic presence in the coastal sediments of Halfmoon Bay, Arabian Gulf","Abdurahiman K. Pulikkoden, Neelavannan Kannaiyan, Jinoy V. Gopalan, Karuppasamy P. Manikandan, Rajeesh Meleppura, Luai M. Alhems, Lotfi J. Rabaoui, Mariam Angari, Ali Qasem, Diego Lozano-Cortés",2026,10.1016/j.marpolbul.2026.120010,crossref:10.1016/j.marpolbul.2026.120010,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.120010,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790317+00:00,Crossref open metadata
First rapid ecological risk assessment and management implications of plastic pellet spill following the MSC ELSA-3 vessel disaster in ecologically sensitive marine regions (FAO fishing areas 51 and 57),"Ganesh Kumar, Thangaraj Priyadharshini, Jebarson Solomon, Saurav Kumar, Kundan Kumar, Pramod Kumar Pandey, Muthumannan Vishal, Ajith Stalin, Anuj Tyagi, Sudhanshu Raman, Girija Saurabh Behere, Tapas Paul",2026,10.1016/j.ocecoaman.2026.108281,crossref:10.1016/j.ocecoaman.2026.108281,Crossref,,Ocean &amp; Coastal Management,https://doi.org/10.1016/j.ocecoaman.2026.108281,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242366+00:00,Crossref open metadata
From theory to practice: Creating a good tourism experience based on entropy reduction,"Chunxiao Li, Hao Zhang",2026,10.1016/j.annals.2026.104260,crossref:10.1016/j.annals.2026.104260,Crossref,,Annals of Tourism Research,https://doi.org/10.1016/j.annals.2026.104260,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790511+00:00,Crossref open metadata
Haunted and Ghost Tourism in the Global South,Unknown,2026,10.1079/9781836993377.0000,crossref:10.1079/9781836993377.0000,Crossref,,,https://doi.org/10.1079/9781836993377.0000,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:01.973623+00:00,Crossref open metadata
"Hydrogeochemical characteristics, salinization, and irrigation suitability assessment of coastal groundwater in Hainan Island, China","Yongsheng Lin, Shengzhang Zou, Li Lu, Xianyu Wei, Lianjie Fan, Jinhui Liu",2026,10.1016/j.marpolbul.2026.120035,crossref:10.1016/j.marpolbul.2026.120035,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.120035,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:01.973619+00:00,Crossref open metadata
Implementing area-based management of vulnerable marine ecosystems in areas beyond national jurisdiction: A South Pacific case study,"Ashley A. Rowden, Fabrice Stephenson, Martin Cryer, Carolyn J. Lundquist, Owen F. Anderson, Matthew Bennion, Andrew Biggerstaff, Tiffany Bock, Tom Brough, Lee Georgeson, Alexandra Macdonald, Marco Milardi, Simon Nicol, Roland Pitcher, Jordi Tablada, Trent A. Timmiss, Ruby Moynihan Magsig, Shane W. Geange",2026,10.1016/j.ocecoaman.2026.108267,crossref:10.1016/j.ocecoaman.2026.108267,Crossref,,Ocean &amp; Coastal Management,https://doi.org/10.1016/j.ocecoaman.2026.108267,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242474+00:00,Crossref open metadata
Leveraging TROPOMI red solar-induced chlorophyll fluorescence for enhanced detection of harmful algal blooms in turbid coastal waters,"Jiaochan Hu, Tingting Tao, Mengqiu Wang, Jia Zhang, Liangyun Liu, Haoyang Yu",2026,10.1016/j.marpolbul.2026.119854,crossref:10.1016/j.marpolbul.2026.119854,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.119854,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242396+00:00,Crossref open metadata
Macroalgae detritus accelerates degradation of recalcitrant organic matter in coastal marine sediments,"Julie Lyhne Ehrenreich, Annette Bruhn, Daniel Taylor, Mette Møller Nielsen, Peter Søndergaard Schmedes, Line Hermannsen, Birgit Olesen, Teis Boderskov, Signe Høgslund",2026,10.1016/j.marpolbul.2026.120057,crossref:10.1016/j.marpolbul.2026.120057,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.120057,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:01.973589+00:00,Crossref open metadata
Mapping the intellectual landscape of street food tourism: A bibliometric analysis of global research trends (2012–2025),The-Bao Luong,2026,10.1016/j.foohum.2026.101344,crossref:10.1016/j.foohum.2026.101344,Crossref,,Food and Humanity,https://doi.org/10.1016/j.foohum.2026.101344,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:01.973466+00:00,Crossref open metadata
"Marine caves as refuge habitats for the edible sea urchin Paracentrotus lividus (Lamarck, 1816) in the Mediterranean Sea","Ettore Nepote, Domenico Sacco, Chiara Romano, Silvestro Greco, Roberto Danovaro",2026,10.1016/j.ecss.2026.109953,crossref:10.1016/j.ecss.2026.109953,Crossref,,"Estuarine, Coastal and Shelf Science",https://doi.org/10.1016/j.ecss.2026.109953,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790535+00:00,Crossref open metadata
"Marine microplastics: Environmental fate, trophic transfer and implications for ecosystem and human health","Keziya James, Vineetha Gopinath, Kripa Vasant, Suja Purushothaman Devipriya",2026,10.1016/j.ecss.2026.110055,crossref:10.1016/j.ecss.2026.110055,Crossref,,"Estuarine, Coastal and Shelf Science",https://doi.org/10.1016/j.ecss.2026.110055,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790497+00:00,Crossref open metadata
"Marine plastic pollution and ecological disturbance across coastal ecosystems of the Ningbo, China","Jiangxia Han, Huanna Sun, Huicong Wang, Gou Shen",2026,10.1016/j.marpolbul.2026.119933,crossref:10.1016/j.marpolbul.2026.119933,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.119933,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:01.973534+00:00,Crossref open metadata
Maritime target tracking in coastal environments using AWR1843BOOST millimeter-wave radar under sea clutter,"Manjukiran B., Shantharama Rai C., Gnane Swarnadh Satapathi, Suhandas",2026,10.1016/j.compeleceng.2026.111370,crossref:10.1016/j.compeleceng.2026.111370,Crossref,,Computers and Electrical Engineering,https://doi.org/10.1016/j.compeleceng.2026.111370,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:01.973520+00:00,Crossref open metadata
Mathieu-type instability of a two-point taut-moored submerged floating body under wave excitation,"Chao Wang, Yilin Qu",2026,10.1016/j.marstruc.2026.104160,crossref:10.1016/j.marstruc.2026.104160,Crossref,,Marine Structures,https://doi.org/10.1016/j.marstruc.2026.104160,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242318+00:00,Crossref open metadata
Mercury migration during leaf litter decomposition in a coastal artificial mangrove wetland,"Rui Wu, Lumin Sun, Yuting Xiao, Jue Zheng, Ziyan Huang, Xinyi Yang, Dongxing Yuan, Changyi Lu",2026,10.1016/j.marpolbul.2026.119803,crossref:10.1016/j.marpolbul.2026.119803,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.119803,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242415+00:00,Crossref open metadata
Microplastic composition in Pacific oyster (Crassostrea gigas) from different mariculture methods in coastal environments,"Hoon Choi, Un-Ki Hwang, Moonjin Lee",2026,10.1016/j.aqrep.2026.103694,crossref:10.1016/j.aqrep.2026.103694,Crossref,,Aquaculture Reports,https://doi.org/10.1016/j.aqrep.2026.103694,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242400+00:00,Crossref open metadata
Microplastic concentration and composition in surface waters and in stream-rearing Steelhead Trout (Oncorhynchus mykiss) in a rural coastal California stream,"Lindsay E. Hansen, Rosealea M. Bond, Cynthia H. Kern, Joseph D. Kiernan",2026,10.1016/j.epm.2026.02.001,crossref:10.1016/j.epm.2026.02.001,Crossref,,Environmental Pollution and Management,https://doi.org/10.1016/j.epm.2026.02.001,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:01.973475+00:00,Crossref open metadata
Microplastic contamination in coastal environments: Assessing the role of rainfall and stormwater inputs,"Danielle Giuretis, Nina Wootton, Bronwyn M. Gillanders, Patrick Reis-Santos",2026,10.1016/j.marpolbul.2026.120011,crossref:10.1016/j.marpolbul.2026.120011,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.120011,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790455+00:00,Crossref open metadata
Microplastic pollution and ecological risks in the wet season: Potential effects on bacterial communities and nitrogen cycling in a coastal watershed of Southeast China,"Yaling Huang, Suofang Zhong, Wantao Lin, Shoufeng Zhang, Hua Jiang, Xuan Wang, Jingli Mu",2026,10.1016/j.marpolbul.2026.119923,crossref:10.1016/j.marpolbul.2026.119923,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.119923,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790431+00:00,Crossref open metadata
"Microplastics in coastal surface waters of Northern Vietnam: Characteristics, seasonal distribution, APCS-MLR-based source apportionment, and ecological risks","Thao Thanh Xuan Le, Trang Thu Thi Nguyen, Yen Thi Pham, Nguyen Tuan Minh, Linh Thi Nguyen, Long Duc Huynh, Manh Van Do",2026,10.1016/j.marpolbul.2026.119957,crossref:10.1016/j.marpolbul.2026.119957,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.119957,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790483+00:00,Crossref open metadata
"Multi-level biomarker responses to potentially toxic elements (PTEs) contamination in a coastal bivalve from the Maharashtra coast, India","Shubra Singh, Diganta Dey, M. Harshavarthini, Edward Inpent Campal, Saurav Kumar, Nalini Poojary, Manoj Pandit Brahmane, Ashok Kumar Jaiswar, Naresh S. Nagpure",2026,10.1016/j.marpolbul.2026.119987,crossref:10.1016/j.marpolbul.2026.119987,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.119987,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790337+00:00,Crossref open metadata
"Multi-media antibiotics, intracellular and extracellular antibiotic resistance genes in marine protected areas of the South China Sea: Spatiotemporal distribution and multi-factor drivers of dissemination","Chengcheng Bu, Limin Ma, Yu Hua, Shaopeng Xu, Yutong Zhang, Huadong Yi, Yuchen Han, Haoyu Zeng, Yongzhi Wang, Xiaoying Xu, Qihui Zhao, Ruolan Jia, Guifeng Li, Yuefei Ruan, Chong Chen",2026,10.1016/j.marpolbul.2026.119876,crossref:10.1016/j.marpolbul.2026.119876,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.119876,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242498+00:00,Crossref open metadata
"Multi-source SAR data-driven flood extent mapping and flood risk assessment in the coastal area of east China: A case study of Donghai County, Lianyungang","Yiming Sun, Xue Li, Dewei Wang, Yu Han, Yichen Qin, Siyu Gong, Wenli Qiao, Congju Fu",2026,10.1016/j.pdisas.2026.100620,crossref:10.1016/j.pdisas.2026.100620,Crossref,,Progress in Disaster Science,https://doi.org/10.1016/j.pdisas.2026.100620,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790306+00:00,Crossref open metadata
Muscle nutrition analyses of two marine eels Conger myriaster and Muraenesox cinereus across different coastal regions of China,"Zhiyuan Yang, Weihua Hu, Dongdong Xu, Ligai Wang, Bingjian Liu, Jiangwen Fu, Qihui Zhu",2026,10.1016/j.aaf.2026.01.002,crossref:10.1016/j.aaf.2026.01.002,Crossref,,Aquaculture and Fisheries,https://doi.org/10.1016/j.aaf.2026.01.002,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790522+00:00,Crossref open metadata
Nationwide occurrence of p-phenylenediamine antioxidants and their derivatives in coastal sediments across China,"Zilan Wu, Xing Liu, Tian Lin, Yawen Wei, Jintao Xu, Jianzhong Li, Xi Liu, Ziwei Yao",2026,10.1016/j.marpolbul.2026.119780,crossref:10.1016/j.marpolbul.2026.119780,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.119780,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242328+00:00,Crossref open metadata
Nitrate pollution sources and associated biogeochemical mechanisms in coastal groundwater affected by seawater intrusion using multiple isotopes and source apportionment models,"Shengwei Cao, Guoli Yang, Jinlong Zhou, Junru Liu, Chunlei Liu, Jun Li, Yasong Li",2026,10.1016/j.marpolbul.2026.120059,crossref:10.1016/j.marpolbul.2026.120059,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.120059,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:01.973544+00:00,Crossref open metadata
Noctiluca scintillans blooms as an indicator of coastal ecosystem health in the anthropocene: An integrative review from planetary to local scales,"Bernabé Vidal, Nathalie Muñoz, Gustavo J. Nagy",2026,10.1016/j.marpolbul.2026.120007,crossref:10.1016/j.marpolbul.2026.120007,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.120007,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:01.973594+00:00,Crossref open metadata
Optimization of Marketing Communications for Promoting Bulgarian Maritime Tourism in the Baltic Market,Desislava Kadiyska,2026,10.56065/ijusv-ess/2025.14.1.306,crossref:10.56065/ijusv-ess/2025.14.1.306,Crossref,,Izvestia Journal of the Union of Scientists - Varna Economic Sciences Series,https://doi.org/10.56065/ijusv-ess/2025.14.1.306,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:01.973627+00:00,Crossref open metadata
Organochlorine contamination in common and rare fish species of the Crimean coastal waters (Black Sea),"L. Malakhova, I. Tamoikin, V. Voitsekhovskaya, T. Malakhova, I. Vdodovich",2026,10.1016/j.marpolbul.2026.119912,crossref:10.1016/j.marpolbul.2026.119912,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.119912,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790342+00:00,Crossref open metadata
Physicochemical transformation of polystyrene mediated by Pontibacter strains isolated from discarded expanded polystyrene buoys in a coastal marine environment,"Beom-Seok Seo, Jong-Hoon Kim",2026,10.1016/j.marpolbul.2026.120070,crossref:10.1016/j.marpolbul.2026.120070,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.120070,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:01.973578+00:00,Crossref open metadata
"Phytostabilization of potentially toxic elements by mangrove trees in coastal sediments along Pattani Bay, Thailand","Salinthip Chunwichit, Theerawut Phusantisampan, Alapha Thongchai, Sompong O-Thong, Weeradej Meeinkuirt",2026,10.1016/j.marpolbul.2026.119905,crossref:10.1016/j.marpolbul.2026.119905,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.119905,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790328+00:00,Crossref open metadata
Quantifying microplastics in water and sediment along river-marsh transects in the Choptank River,"Kerria Burns, James Pierson, William Nardin",2026,10.1016/j.ecss.2026.109971,crossref:10.1016/j.ecss.2026.109971,Crossref,,"Estuarine, Coastal and Shelf Science",https://doi.org/10.1016/j.ecss.2026.109971,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242436+00:00,Crossref open metadata
Representativeness and ecological alignment of Japan's marine protected areas: A reproducible national baseline and priority gaps for 30×30,"Longyu Li, Zenghui Xu, Yier Yan",2026,10.1016/j.ocecoaman.2026.108307,crossref:10.1016/j.ocecoaman.2026.108307,Crossref,,Ocean &amp; Coastal Management,https://doi.org/10.1016/j.ocecoaman.2026.108307,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242428+00:00,Crossref open metadata
Resource partitioning among three commercial fish species in the Yellow Sea off Korea using stomach content and stable isotope analyses,"Joo Myun Park, Samroz Majeed, Min Gu Kang, Soo Jeong Lee, Yeonjung Lee, Dong Han Choi",2026,10.1016/j.ecss.2026.109936,crossref:10.1016/j.ecss.2026.109936,Crossref,,"Estuarine, Coastal and Shelf Science",https://doi.org/10.1016/j.ecss.2026.109936,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242409+00:00,Crossref open metadata
Rivers as microplastics gatekeepers: Linking terrestrial inputs to coastal sediment sinks and sources,"Ting-Chang Hsu, Ahmad, Gwo-Ching Gong, Jheng-Jie Jiang, Hernando P. Bacosa, Hung-Chu Hsu, Ruei-Feng Shiu",2026,10.1016/j.marpolbul.2026.119808,crossref:10.1016/j.marpolbul.2026.119808,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.119808,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242515+00:00,Crossref open metadata
Root accumulation and efficient translocation of steroids in mangrove plants: Implications for an overlooked coastal reservoir,"Ji-Xun Chen, Nian-Nian Wu, Shan Liu, Yuan Liu, Qin-Ge Zhou, Qing-Song Yang, Juan Ling, Xiao-Fang Huang, Yan-Kuan Tian, Chang-Gui Pan, Xiang-Rong Xu",2026,10.1016/j.marpolbul.2026.120079,crossref:10.1016/j.marpolbul.2026.120079,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.120079,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:01.973611+00:00,Crossref open metadata
SandHound: A quadruped robotic platform for integrated coastal topographic and geotechnical mapping,"Jacob Stasiewicz, Arthur Trembanis, Jack Puleo, David Young, Brian McFall, Gaurav Savant, Nick Spore",2026,10.1016/j.coastaleng.2026.105092,crossref:10.1016/j.coastaleng.2026.105092,Crossref,,Coastal Engineering,https://doi.org/10.1016/j.coastaleng.2026.105092,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790301+00:00,Crossref open metadata
Seasonal variability and oceanic drivers of compound climate extremes in the coastal Ganges Delta (1971-2021),"Mohammad Kamruzzaman, Mohammed Mainuddin, Fazlul Karim, Shahriar Wahid, H.M. Touhidul Islam, Irfan Ur Rashid, Md. Arifur Rahman Khan, Shamsuddin Shahid",2026,10.1016/j.pdisas.2026.100624,crossref:10.1016/j.pdisas.2026.100624,Crossref,,Progress in Disaster Science,https://doi.org/10.1016/j.pdisas.2026.100624,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790284+00:00,Crossref open metadata
"Sediment source identification using integrated geochemical and end-member mixing models: A case study of the Beibu Gulf coastal zone, Guangxi, China","Dingxin Feng, Baolin Liu, Yu Zou, Jiang Chi, Juan Yang, Houyi Zheng, Shuaiya Zhang",2026,10.1016/j.margeo.2026.107838,crossref:10.1016/j.margeo.2026.107838,Crossref,,Marine Geology,https://doi.org/10.1016/j.margeo.2026.107838,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790271+00:00,Crossref open metadata
Spatial mapping of soil profile pH in coastal saline-alkali farmland: A novel approach integrating stacking ensemble model with spatial interpretability analyses,"Yujing Lei, Juntong Kong, Xuejing Li, Bingjie Han, Miao Lu, Yingqiang Song",2026,10.1016/j.eti.2026.105078,crossref:10.1016/j.eti.2026.105078,Crossref,,Environmental Technology &amp; Innovation,https://doi.org/10.1016/j.eti.2026.105078,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242332+00:00,Crossref open metadata
Spatio-temporal distribution patterns and risk assessment of microplastics along a coastal beach in southern Bangladesh,"Md. Shawon Hossain, Kowshik Das Karmaker, Mahfujur Rahman, Arnob Ghosh, Swachsa Rahman, Shamiha Shafinaz Shreya, Jarin Tasnim, Mahir Tajwar, Nusrat Jahan Shimu, Mahmud Al Noor Tushar, Mir Shariful Islam, Mohammad Abdul Momin Siddique, Muhammad Saiful Islam, Mustafizur Rahman Naim, Mahmudul Hasan",2026,10.1016/j.marpolbul.2026.119999,crossref:10.1016/j.marpolbul.2026.119999,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.119999,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:01.973601+00:00,Crossref open metadata
Spatiotemporal patterns of macroalgal diversity across an environmentally heterogeneous oceanic archipelago,"Eros Fernando Geppi, Daniel Gonzalez-Aragon, Rodrigo Riera",2026,10.1016/j.ecss.2026.110097,crossref:10.1016/j.ecss.2026.110097,Crossref,,"Estuarine, Coastal and Shelf Science",https://doi.org/10.1016/j.ecss.2026.110097,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790332+00:00,Crossref open metadata
Spatiotemporal patterns of phytoplankton communities in coastal waters near the Taishan Nuclear Power Plant,"Jingxin Wei, Pei Jiang, Rui He, Zhihao Yang, Qi Chen, Yingshi Ou, Yan Zhang, Bingqing Xiao, Lei Xu, Songhui Lu",2026,10.1016/j.marenvres.2026.108235,crossref:10.1016/j.marenvres.2026.108235,Crossref,,Marine Environmental Research,https://doi.org/10.1016/j.marenvres.2026.108235,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242342+00:00,Crossref open metadata
"Spatiotemporal predictive modeling for coastal phytoplankton based on the Tapnet model: A case study in Zhejiang, China","Yan Wei, Haibin Han, Qinglin Mu, Haodi Zhu, Yueyi Qiao, Shaojian Yang, Chaoyi Yu, Na Wei, Hanyan Luo, Luyuan Zhao, Xuping Zhuo, Yufan Yuan, Fengzhong Qu, Guoquan Wang",2026,10.1016/j.marpolbul.2026.119872,crossref:10.1016/j.marpolbul.2026.119872,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.119872,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:03.790443+00:00,Crossref open metadata
Stakeholders’ perceptions of eagle ray aggregation management in a Mediterranean marine protected area: a Q methodology approach,"Arturo Zenone, Carlo Pipitone, Vincenzo Maximiliano Giacalone, Pasquale Baiata, Marika Maiorana, Giovanni D'Anna, Fabio Badalamenti",2026,10.1016/j.ocecoaman.2026.108290,crossref:10.1016/j.ocecoaman.2026.108290,Crossref,,Ocean &amp; Coastal Management,https://doi.org/10.1016/j.ocecoaman.2026.108290,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:04.242390+00:00,Crossref open metadata
"Sustainable strategies for the valorization of Atlantic chub mackerel (Scomber colias) discarded by coastal purse-seine fleets: Co-production of mince, fish protein hydrolysates, and omega-3-rich oil","José Antonio Vázquez, Amaya Franco-Uría, Ramón Moreira, Daniel Franco, Jorge Sineiro, Jesus Valcarcel, Luis T. Antelo",2026,10.1016/j.afres.2026.102379,crossref:10.1016/j.afres.2026.102379,Crossref,,Applied Food Research,https://doi.org/10.1016/j.afres.2026.102379,coastal tourism qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-25T22:54:01.973491+00:00,Crossref open metadata
