evidence_id,sector,axis_group,axis_code
evidence:doi:10.1002/9781119552482.ch11,infra_robotics,MARITIME,T
evidence:doi:10.1002/9781394303243.ch15,coastal_tourism,OCEANIC,O
evidence:doi:10.1002/9781394303564.ch25,port_activities,MARITIME,T
evidence:doi:10.1002/9781394303601.ch11,port_activities,MARITIME,T
evidence:doi:10.1002/9781394411320.ch1,port_activities,MARITIME,T
evidence:doi:10.1002/9781394411320.ch10,port_activities,MARITIME,T
evidence:doi:10.1002/9781394411320.ch3,port_activities,MARITIME,T
evidence:doi:10.1002/9781394411320.ch4,port_activities,MARITIME,T
evidence:doi:10.1002/9781394411320.ch6,port_activities,MARITIME,T
evidence:doi:10.1002/9781394411320.ch7,blue_biotech,MARINE,M
evidence:doi:10.1002/9781394464272.ch9,renewable_energy,MARITIME,T
evidence:doi:10.1002/9781394464364-03,renewable_energy,MARITIME,T
evidence:doi:10.1002/aff2.70109,living_res,MARINE,M
evidence:doi:10.1002/cpe.6300,maritime_defence,MARITIME,T
evidence:doi:10.1002/ep.14102,renewable_energy,MARITIME,T
evidence:doi:10.1002/essoar.10512862.1,r_i,OCEANIC,O
evidence:doi:10.1002/geo2.70049,ship_repair,OCEANIC,O
evidence:doi:10.1002/we.2467/v1/review1,renewable_energy,OCEANIC,O
evidence:doi:10.1007/978-1-4471-5102-9_100116-1,infra_robotics,MARITIME,T
evidence:doi:10.1007/978-3-030-13050-3_5,infra_robotics,MARITIME,T
evidence:doi:10.1007/978-3-030-19913-5_11,infra_robotics,MARITIME,T
evidence:doi:10.1007/978-3-030-19913-5_2,infra_robotics,MARITIME,T
evidence:doi:10.1007/978-3-030-41560-0_9,infra_robotics,MARITIME,T
evidence:doi:10.1007/978-3-030-61075-3_73,port_activities,MARITIME,T
evidence:doi:10.1007/978-3-030-64088-0_15,infra_robotics,MARITIME,T
evidence:doi:10.1007/978-3-030-65048-3_14,infra_robotics,MARITIME,T
evidence:doi:10.1007/978-3-030-69325-1_18,maritime_defence,OCEANIC,O
evidence:doi:10.1007/978-3-030-72579-2_150,desalination,HYDRONIZATION,H
evidence:doi:10.1007/978-3-030-89460-3_1,non_living_res,OCEANIC,O
evidence:doi:10.1007/978-3-030-89624-9_3,living_res,OCEANIC,O
evidence:doi:10.1007/978-3-030-96519-8_17,maritime_transport,OCEANIC,O
evidence:doi:10.1007/978-3-031-24888-7_19,blue_biotech,MARINE,M
evidence:doi:10.1007/978-3-031-38376-2_2,infra_robotics,MARITIME,T
evidence:doi:10.1007/978-3-031-38376-2_7,infra_robotics,MARITIME,T
evidence:doi:10.1007/978-3-031-44851-5_51,desalination,HYDRONIZATION,H
evidence:doi:10.1007/978-3-031-48831-3_1,blue_biotech,OCEANIC,O
evidence:doi:10.1007/978-3-031-59903-3_11,maritime_defence,MARITIME,T
evidence:doi:10.1007/978-3-031-59903-3_4,maritime_defence,MARITIME,T
evidence:doi:10.1007/978-3-031-61749-2_3,blue_biotech,MARINE,M
evidence:doi:10.1007/978-3-031-61976-2_8,renewable_energy,MARITIME,T
evidence:doi:10.1007/978-3-031-63337-9_10,maritime_defence,MARITIME,T
evidence:doi:10.1007/978-3-031-69848-4_1,desalination,HYDRONIZATION,H
evidence:doi:10.1007/978-3-031-73187-7_14,coastal_tourism,OCEANIC,O
evidence:doi:10.1007/978-3-031-75826-3_26,living_res,MARINE,M
evidence:doi:10.1007/978-3-031-82790-7_9,maritime_defence,MARITIME,T
evidence:doi:10.1007/978-3-031-87290-7_2,maritime_defence,MARITIME,T
evidence:doi:10.1007/978-3-031-93887-0_5,renewable_energy,MARITIME,T
evidence:doi:10.1007/978-3-032-01959-2_3,coastal_tourism,OCEANIC,O
evidence:doi:10.1007/978-3-032-04774-8_83,infra_robotics,MARITIME,T
evidence:doi:10.1007/978-3-032-08664-8_13,port_activities,MARITIME,T
evidence:doi:10.1007/978-3-032-09453-7_12,r_i,OCEANIC,O
evidence:doi:10.1007/978-3-032-09453-7_19,r_i,OCEANIC,O
evidence:doi:10.1007/978-3-032-09453-7_2,r_i,OCEANIC,O
evidence:doi:10.1007/978-3-032-09453-7_23,maritime_transport,OCEANIC,O
evidence:doi:10.1007/978-3-032-09453-7_6,r_i,OCEANIC,O
evidence:doi:10.1007/978-3-032-10362-8_2,infra_robotics,MARITIME,T
evidence:doi:10.1007/978-3-032-11678-9_26,coastal_tourism,OCEANIC,O
evidence:doi:10.1007/978-3-032-13638-1_10,r_i,OCEANIC,O
evidence:doi:10.1007/978-3-032-13638-1_19,living_res,MARINE,M
evidence:doi:10.1007/978-3-032-13898-9_37,desalination,HYDRONIZATION,H
evidence:doi:10.1007/978-3-032-16288-5_2,port_activities,MARITIME,T
evidence:doi:10.1007/978-3-032-18199-2_22,r_i,OCEANIC,O
evidence:doi:10.1007/978-3-032-18342-2_1,non_living_res,OCEANIC,O
evidence:doi:10.1007/978-3-032-18342-2_9,non_living_res,OCEANIC,O
evidence:doi:10.1007/978-3-032-19927-0_102,living_res,MARINE,M
evidence:doi:10.1007/978-3-032-19927-0_12,renewable_energy,MARITIME,T
evidence:doi:10.1007/978-3-032-19927-0_37,coastal_tourism,OCEANIC,O
evidence:doi:10.1007/978-3-032-19927-0_75,r_i,OCEANIC,O
evidence:doi:10.1007/978-3-032-19927-0_88,r_i,OCEANIC,O
evidence:doi:10.1007/978-3-032-19927-0_93,maritime_defence,MARITIME,T
evidence:doi:10.1007/978-3-032-25364-4_4,maritime_defence,MARITIME,T
evidence:doi:10.1007/978-3-319-77878-5_23,maritime_defence,OCEANIC,O
evidence:doi:10.1007/978-3-319-94532-3_44,blue_biotech,MARINE,M
evidence:doi:10.1007/978-3-319-95711-1_17,port_activities,MARITIME,T
evidence:doi:10.1007/978-3-658-37182-1_2,infra_robotics,MARITIME,T
evidence:doi:10.1007/978-981-10-6946-8_239,maritime_transport,MARITIME,T
evidence:doi:10.1007/978-981-19-4790-2_5,blue_biotech,OCEANIC,O
evidence:doi:10.1007/978-981-95-1169-3_38,maritime_defence,MARITIME,T
evidence:doi:10.1007/978-981-95-3978-9_18,maritime_transport,MARITIME,T
evidence:doi:10.1007/978-981-96-5412-3_1,non_living_res,MARINE,M
evidence:doi:10.1007/978-981-96-5412-3_7,non_living_res,MARINE,M
evidence:doi:10.1007/978-981-96-5435-2_18,renewable_energy,MARITIME,T
evidence:doi:10.1007/978-981-96-8101-3_13,maritime_defence,MARITIME,T
evidence:doi:10.1007/978-981-97-0987-8_39,blue_biotech,MARINE,M
evidence:doi:10.1007/978-981-97-5914-9_9,blue_biotech,MARINE,M
evidence:doi:10.1007/978-981-97-8483-7_1,blue_biotech,MARINE,M
evidence:doi:10.1007/978-981-97-8966-5_9,blue_biotech,MARINE,M
evidence:doi:10.1007/978-981-99-0252-1_13,renewable_energy,MARITIME,T
evidence:doi:10.1007/978-981-99-0252-1_5,desalination,HYDRONIZATION,H
evidence:doi:10.1007/s00267-025-02282-3,renewable_energy,MARITIME,T
evidence:doi:10.1007/s10499-020-00560-x,living_res,MARINE,M
evidence:doi:10.1007/s10772-025-10200-5,coastal_tourism,OCEANIC,O
evidence:doi:10.1007/s11160-026-10044-5,living_res,MARINE,M
evidence:doi:10.1007/s11269-025-04419-9,desalination,HYDRONIZATION,H
evidence:doi:10.1007/s11356-024-32205-4,maritime_transport,MARITIME,T
evidence:doi:10.1007/s11804-025-00631-6,renewable_energy,MARITIME,T
evidence:doi:10.1007/s11852-026-01216-3,living_res,MARINE,M
evidence:doi:10.1007/s12210-024-01225-0,port_activities,MARITIME,T
evidence:doi:10.1007/s13280-025-02302-w,living_res,MARINE,M
evidence:doi:10.1007/s13437-025-00368-7,maritime_defence,MARITIME,T
evidence:doi:10.1007/s13437-026-00428-6,port_activities,MARITIME,T
evidence:doi:10.1007/s40152-020-00163-5,blue_biotech,OCEANIC,O
evidence:doi:10.1007/s40152-026-00485-w,living_res,MARINE,M
evidence:doi:10.1007/s40722-026-00500-6,port_activities,MARITIME,T
evidence:doi:10.1007/s40825-026-00285-y,maritime_transport,MARITIME,T
evidence:doi:10.1007/s42452-021-04451-5,infra_robotics,MARITIME,T
evidence:doi:10.1007/s43069-025-00579-x,port_activities,MARITIME,T
evidence:doi:10.1007/s43621-025-01953-9,r_i,OCEANIC,O
evidence:doi:10.1007/s44289-026-00140-6,living_res,MARINE,M
evidence:doi:10.1007/s44312-025-00059-0,ship_repair,OCEANIC,O
evidence:doi:10.1016/b978-0-12-819134-7.00004-6,infra_robotics,MARITIME,T
evidence:doi:10.1016/b978-0-12-819727-1.00168-0,renewable_energy,MARITIME,T
evidence:doi:10.1016/b978-0-12-821056-7.00003-2,living_res,MARINE,M
evidence:doi:10.1016/b978-0-12-821431-2.00002-0,r_i,OCEANIC,O
evidence:doi:10.1016/b978-0-12-821431-2.00007-x,r_i,OCEANIC,O
evidence:doi:10.1016/b978-0-12-821431-2.00015-9,r_i,OCEANIC,O
evidence:doi:10.1016/b978-0-12-821431-2.00022-6,r_i,OCEANIC,O
evidence:doi:10.1016/b978-0-12-821431-2.00023-8,r_i,OCEANIC,O
evidence:doi:10.1016/b978-0-12-821431-2.00032-9,r_i,OCEANIC,O
evidence:doi:10.1016/b978-0-12-821431-2.02023-0,r_i,OCEANIC,O
evidence:doi:10.1016/b978-0-12-821431-2.02027-8,r_i,OCEANIC,O
evidence:doi:10.1016/b978-0-12-821431-2.02031-x,r_i,OCEANIC,O
evidence:doi:10.1016/b978-0-12-821431-2.02032-1,r_i,OCEANIC,O
evidence:doi:10.1016/b978-0-12-821431-2.02038-2,r_i,OCEANIC,O
evidence:doi:10.1016/b978-0-323-90569-5.00002-0,blue_biotech,MARINE,M
evidence:doi:10.1016/b978-0-323-98383-9.00004-7,blue_biotech,MARINE,M
evidence:doi:10.1016/b978-0-323-99205-3.00003-1,blue_biotech,MARINE,M
evidence:doi:10.1016/b978-0-323-99205-3.00008-0,port_activities,MARITIME,T
evidence:doi:10.1016/b978-0-443-14070-9.00006-8,renewable_energy,MARITIME,T
evidence:doi:10.1016/b978-0-443-30076-9.00015-7,port_activities,MARITIME,T
evidence:doi:10.1016/b978-0-443-30076-9.00026-1,port_activities,MARITIME,T
evidence:doi:10.1016/b978-0-443-34226-4.00003-4,port_activities,MARITIME,T
evidence:doi:10.1016/c2019-0-01053-9,blue_biotech,MARINE,M
evidence:doi:10.1016/j.aaf.2021.04.002,living_res,MARINE,M
evidence:doi:10.1016/j.agwat.2025.109892,desalination,HYDRONIZATION,H
evidence:doi:10.1016/j.apenergy.2026.127424,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.apenergy.2026.127516,desalination,HYDRONIZATION,H
evidence:doi:10.1016/j.aquaculture.2019.734785,living_res,MARINE,M
evidence:doi:10.1016/j.aquaculture.2025.742573,living_res,MARINE,M
evidence:doi:10.1016/j.aquaculture.2026.743678,living_res,MARINE,M
evidence:doi:10.1016/j.atech.2022.100061,living_res,MARINE,M
evidence:doi:10.1016/j.buildenv.2025.113151,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.chemosphere.2025.144808,desalination,HYDRONIZATION,H
evidence:doi:10.1016/j.clet.2025.101126,desalination,HYDRONIZATION,H
evidence:doi:10.1016/j.cliser.2026.100646,infra_robotics,MARITIME,T
evidence:doi:10.1016/j.cpes.2026.06.003,infra_robotics,MARITIME,T
evidence:doi:10.1016/j.cstp.2026.101760,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.cstp.2026.101897,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.desal.2024.117827,desalination,HYDRONIZATION,H
evidence:doi:10.1016/j.dss.2021.113524,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.ecmx.2026.102088,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.ecoinf.2025.103483,r_i,OCEANIC,O
evidence:doi:10.1016/j.ecolind.2022.109049,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.egyr.2023.08.091,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.egyr.2025.06.053,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.egyr.2026.109301,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.enpol.2025.114621,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.erss.2026.104714,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.esg.2020.100065,ship_repair,OCEANIC,O
evidence:doi:10.1016/j.iintel.2026.100230,desalination,HYDRONIZATION,H
evidence:doi:10.1016/j.ijcip.2024.100683,maritime_defence,MARITIME,T
evidence:doi:10.1016/j.ijhydene.2026.154472,desalination,HYDRONIZATION,H
evidence:doi:10.1016/j.jclepro.2026.148640,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.jenvman.2021.112697,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.joitmc.2025.100664,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.jrurstud.2021.01.008,living_res,MARINE,M
evidence:doi:10.1016/j.jup.2026.102173,desalination,HYDRONIZATION,H
evidence:doi:10.1016/j.marpol.2018.10.010,maritime_defence,OCEANIC,O
evidence:doi:10.1016/j.marpol.2020.104387,r_i,OCEANIC,O
evidence:doi:10.1016/j.marpol.2021.104621,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.marpol.2021.104743,living_res,OCEANIC,O
evidence:doi:10.1016/j.marpol.2022.105156,maritime_defence,OCEANIC,O
evidence:doi:10.1016/j.marpol.2022.105343,non_living_res,OCEANIC,O
evidence:doi:10.1016/j.marpol.2022.105375,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.marpol.2023.105737,maritime_transport,OCEANIC,O
evidence:doi:10.1016/j.marpol.2023.105958,maritime_transport,OCEANIC,O
evidence:doi:10.1016/j.marpol.2024.106043,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.marpol.2024.106338,blue_biotech,MARINE,M
evidence:doi:10.1016/j.marpol.2024.106339,blue_biotech,OCEANIC,O
evidence:doi:10.1016/j.marpol.2024.106413,renewable_energy,OCEANIC,O
evidence:doi:10.1016/j.marpol.2025.106963,r_i,OCEANIC,O
evidence:doi:10.1016/j.marpol.2025.106975,port_activities,MARITIME,T
evidence:doi:10.1016/j.marpol.2025.106978,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.marpol.2026.107066,maritime_defence,OCEANIC,O
evidence:doi:10.1016/j.marpol.2026.107187,living_res,MARINE,M
evidence:doi:10.1016/j.marpol.2026.107202,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.marpolbul.2024.116341,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.marpolbul.2025.119018,living_res,MARINE,M
evidence:doi:10.1016/j.marstruc.2020.102880,renewable_energy,OCEANIC,O
evidence:doi:10.1016/j.martra.2021.100023,maritime_defence,MARITIME,T
evidence:doi:10.1016/j.martra.2022.100062,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.martra.2023.100087,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.martra.2024.100111,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.martra.2024.100121,maritime_transport,OCEANIC,O
evidence:doi:10.1016/j.nbsj.2026.100357,living_res,MARINE,M
evidence:doi:10.1016/j.nexus.2026.100673,desalination,HYDRONIZATION,H
evidence:doi:10.1016/j.oceaneng.2022.111485,infra_robotics,MARITIME,T
evidence:doi:10.1016/j.oceaneng.2022.113322,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.oceaneng.2025.122797,maritime_defence,MARITIME,T
evidence:doi:10.1016/j.ocecoaman.2020.105176,blue_biotech,OCEANIC,O
evidence:doi:10.1016/j.ocecoaman.2020.105207,blue_biotech,MARINE,M
evidence:doi:10.1016/j.ocecoaman.2022.106047,coastal_tourism,OCEANIC,O
evidence:doi:10.1016/j.ocecoaman.2023.106513,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.ocecoaman.2023.106720,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.ocecoaman.2024.107128,coastal_tourism,OCEANIC,O
evidence:doi:10.1016/j.ocecoaman.2024.107325,coastal_tourism,OCEANIC,O
evidence:doi:10.1016/j.ocecoaman.2025.107698,maritime_defence,MARITIME,T
evidence:doi:10.1016/j.ocecoaman.2025.107857,maritime_defence,MARITIME,T
evidence:doi:10.1016/j.ocecoaman.2026.108145,r_i,OCEANIC,O
evidence:doi:10.1016/j.ocecoaman.2026.108170,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.oneear.2024.02.009,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.renene.2021.11.124,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.renene.2023.04.127,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.renene.2023.119819,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.renene.2024.120660,desalination,HYDRONIZATION,H
evidence:doi:10.1016/j.renene.2025.123616,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.renene.2025.123657,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.renene.2025.125000,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.resourpol.2023.104331,maritime_defence,MARITIME,T
evidence:doi:10.1016/j.ress.2025.111537,port_activities,MARITIME,T
evidence:doi:10.1016/j.robot.2022.104096,infra_robotics,MARITIME,T
evidence:doi:10.1016/j.robot.2024.104910,infra_robotics,MARITIME,T
evidence:doi:10.1016/j.robot.2025.105186,infra_robotics,MARITIME,T
evidence:doi:10.1016/j.robot.2026.105570,infra_robotics,MARITIME,T
evidence:doi:10.1016/j.robot.2026.105603,desalination,HYDRONIZATION,H
evidence:doi:10.1016/j.rser.2022.112307,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.rser.2024.114761,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.rser.2025.116189,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.rser.2025.116304,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.rsma.2024.103997,renewable_energy,MARITIME,T
evidence:doi:10.1016/j.seta.2026.105209,desalination,HYDRONIZATION,H
evidence:doi:10.1016/j.softx.2023.101426,infra_robotics,MARITIME,T
evidence:doi:10.1016/j.ssci.2022.105778,non_living_res,MARINE,M
evidence:doi:10.1016/j.technovation.2026.103479,infra_robotics,MARITIME,T
evidence:doi:10.1016/j.tibtech.2026.06.017,blue_biotech,OCEANIC,O
evidence:doi:10.1016/j.tmp.2021.100890,coastal_tourism,OCEANIC,O
evidence:doi:10.1016/j.tourman.2021.104380,coastal_tourism,OCEANIC,O
evidence:doi:10.1016/j.tranpol.2021.09.005,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.tranpol.2026.104031,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.tranpol.2026.104268,port_activities,MARITIME,T
evidence:doi:10.1016/j.trd.2026.105379,port_activities,MARITIME,T
evidence:doi:10.1016/j.tre.2025.104459,port_activities,MARITIME,T
evidence:doi:10.1016/j.tre.2026.105001,maritime_transport,MARITIME,T
evidence:doi:10.1016/j.trechm.2026.01.001,desalination,HYDRONIZATION,H
evidence:doi:10.1016/j.trip.2025.101796,port_activities,MARITIME,T
evidence:doi:10.1016/j.wri.2023.100225,desalination,HYDRONIZATION,H
evidence:doi:10.1017/9781009024471.018,ship_repair,OCEANIC,O
evidence:doi:10.1017/9781009760171.007,maritime_transport,MARITIME,T
evidence:doi:10.1017/9781108502238.010,port_activities,OCEANIC,O
evidence:doi:10.1017/9781108502238.011,blue_biotech,OCEANIC,O
evidence:doi:10.1017/9781108502238.019,blue_biotech,OCEANIC,O
evidence:doi:10.1017/cbp.2023.2,infra_robotics,MARITIME,T
evidence:doi:10.1017/s1355770x2610045x,living_res,MARINE,M
evidence:doi:10.1038/s41545-025-00484-0,desalination,HYDRONIZATION,H
evidence:doi:10.1038/s43016-020-0127-5,living_res,MARINE,M
evidence:doi:10.1049/csy2.12110,infra_robotics,MARITIME,T
evidence:doi:10.1051/bioconf/202518506001,r_i,OCEANIC,O
evidence:doi:10.1057/s41254-025-00417-1,maritime_defence,MARITIME,T
evidence:doi:10.1057/s41278-025-00333-4,port_activities,MARITIME,T
evidence:doi:10.1057/s41599-025-04556-x,coastal_tourism,OCEANIC,O
evidence:doi:10.1061/9780784484401.014,port_activities,MARITIME,T
evidence:doi:10.1079/9781800628441.0001,coastal_tourism,OCEANIC,O
evidence:doi:10.1079/9781800628441.0008,coastal_tourism,OCEANIC,O
evidence:doi:10.1079/9781800628441.0012,coastal_tourism,OCEANIC,O
evidence:doi:10.1080/01431161.2026.2612908,r_i,OCEANIC,O
evidence:doi:10.1080/01441647.2022.2036864,maritime_transport,MARITIME,T
evidence:doi:10.1080/03075079.2019.1637845,blue_biotech,MARINE,M
evidence:doi:10.1080/08920753.2019.1564958,living_res,MARINE,M
evidence:doi:10.1080/08920753.2026.2647527,maritime_transport,MARITIME,T
evidence:doi:10.1080/09662839.2023.2248001,maritime_defence,MARITIME,T
evidence:doi:10.1080/09669582.2020.1864386,coastal_tourism,OCEANIC,O
evidence:doi:10.1080/13563467.2021.1967909,non_living_res,OCEANIC,O
evidence:doi:10.1080/14751798.2026.2695480,maritime_defence,MARITIME,T
evidence:doi:10.1080/18366503.2022.2065115,ship_repair,OCEANIC,O
evidence:doi:10.1080/19415257.2025.2593891,blue_biotech,MARINE,M
evidence:doi:10.1080/27525783.2025.2566349,desalination,HYDRONIZATION,H
evidence:doi:10.1088/1755-1315/1552/1/012039,renewable_energy,MARITIME,T
evidence:doi:10.1088/1755-1315/1559/1/012033,port_activities,MARITIME,T
evidence:doi:10.1088/1755-1315/1559/1/012039,port_activities,MARITIME,T
evidence:doi:10.1088/1755-1315/1566/1/012020,port_activities,MARITIME,T
evidence:doi:10.1089/genbio.2022.29047.thu,blue_biotech,MARINE,M
evidence:doi:10.1093/icesjms/fsag037,living_res,MARINE,M
evidence:doi:10.1093/inteam/vjag035,living_res,MARINE,M
evidence:doi:10.1108/978-1-80592-212-420261002,r_i,OCEANIC,O
evidence:doi:10.1108/jhti-09-2025-1067,coastal_tourism,OCEANIC,O
evidence:doi:10.1108/oxan-db283126,non_living_res,MARINE,M
evidence:doi:10.1108/raf-04-2025-0154,r_i,OCEANIC,O
evidence:doi:10.1108/s2055-364120220000045005,blue_biotech,MARINE,M
evidence:doi:10.1109/access.2026.3681514,port_activities,MARITIME,T
evidence:doi:10.1109/aectsd65988.2025.11411208,blue_biotech,MARINE,M
evidence:doi:10.1109/aiiot58121.2023.10174376,desalination,HYDRONIZATION,H
evidence:doi:10.1109/airc64931.2025.11077478,infra_robotics,MARITIME,T
evidence:doi:10.1109/csr64739.2025.11130142,ship_repair,MARITIME,T
evidence:doi:10.1109/educon62633.2025.11016646,maritime_defence,MARITIME,T
evidence:doi:10.1109/educon67543.2026.11574315,desalination,HYDRONIZATION,H
evidence:doi:10.1109/icarsc49921.2020.9096097,infra_robotics,MARITIME,T
evidence:doi:10.1109/icces67310.2025.11337219,desalination,HYDRONIZATION,H
evidence:doi:10.1109/iccps61052.2024.00032,infra_robotics,MARITIME,T
evidence:doi:10.1109/iccworkshops57953.2023.10283756,infra_robotics,MARITIME,T
evidence:doi:10.1109/icgeps69938.2026.11522248,renewable_energy,MARITIME,T
evidence:doi:10.1109/icgs3.2019.8688144,blue_biotech,MARINE,M
evidence:doi:10.1109/icic54025.2021.9632913,coastal_tourism,OCEANIC,O
evidence:doi:10.1109/iciccs67901.2026.11503012,blue_biotech,MARINE,M
evidence:doi:10.1109/icma49215.2020.9233797,r_i,OCEANIC,O
evidence:doi:10.1109/icoici65217.2025.11252815,infra_robotics,MARITIME,T
evidence:doi:10.1109/icoici65217.2025.11254508,infra_robotics,MARITIME,T
evidence:doi:10.1109/icoiics67115.2025.11390178,port_activities,MARITIME,T
evidence:doi:10.1109/icoiics67115.2025.11390394,desalination,HYDRONIZATION,H
evidence:doi:10.1109/icps49255.2021.9468193,infra_robotics,MARITIME,T
evidence:doi:10.1109/icps65515.2025.11087909,infra_robotics,MARITIME,T
evidence:doi:10.1109/icsccc69031.2026.11600058,infra_robotics,MARITIME,T
evidence:doi:10.1109/icsrs63046.2024.10927556,non_living_res,MARINE,M
evidence:doi:10.1109/iditr57726.2023.10145939,infra_robotics,MARITIME,T
evidence:doi:10.1109/iotais67227.2025.11282133,non_living_res,MARINE,M
evidence:doi:10.1109/isas59543.2023.10164352,infra_robotics,MARITIME,T
evidence:doi:10.1109/ispacs68724.2025.11383172,desalination,HYDRONIZATION,H
evidence:doi:10.1109/isriti68345.2025.11393219,port_activities,MARITIME,T
evidence:doi:10.1109/joe.2018.2868488,infra_robotics,OCEANIC,O
evidence:doi:10.1109/joe.2019.2899541,infra_robotics,OCEANIC,O
evidence:doi:10.1109/joe.2023.3296836,ship_repair,OCEANIC,O
evidence:doi:10.1109/joe.2025.3527081,infra_robotics,OCEANIC,O
evidence:doi:10.1109/lars/sbr/wre59448.2023.10332996,infra_robotics,MARITIME,T
evidence:doi:10.1109/metrosea58055.2023.10317565,infra_robotics,MARITIME,T
evidence:doi:10.1109/mic.2021.3065245,r_i,OCEANIC,O
evidence:doi:10.1109/oceans47191.2022.9977104,infra_robotics,MARITIME,T
evidence:doi:10.1109/oceans51537.2024.10682241,infra_robotics,MARITIME,T
evidence:doi:10.1109/oceans55160.2024.10754202,maritime_defence,MARITIME,T
evidence:doi:10.1109/oceans58557.2025.11104555,r_i,OCEANIC,O
evidence:doi:10.1109/oceans58557.2025.11104725,r_i,OCEANIC,O
evidence:doi:10.1109/oceanse.2019.8867089,infra_robotics,MARITIME,T
evidence:doi:10.1109/oceanslimerick52467.2023.10244492,ship_repair,MARITIME,T
evidence:doi:10.1109/ojits.2025.3562504,infra_robotics,MARITIME,T
evidence:doi:10.1109/sbmicro64348.2024.10673875,blue_biotech,MARINE,M
evidence:doi:10.1109/sose62659.2024.10620933,renewable_energy,MARITIME,T
evidence:doi:10.1109/te.2024.3486016,coastal_tourism,OCEANIC,O
evidence:doi:10.1111/beer.12678/v1/review1,living_res,MARINE,M
evidence:doi:10.1111/geoj.70089,living_res,MARINE,M
evidence:doi:10.1115/iowtc2023-119374,renewable_energy,MARITIME,T
evidence:doi:10.1115/iowtc2025-164342,renewable_energy,MARITIME,T
evidence:doi:10.1115/iowtc2025-164947,renewable_energy,MARITIME,T
evidence:doi:10.1115/iowtc2025-165461,renewable_energy,MARITIME,T
evidence:doi:10.1115/iowtc2025-167883,renewable_energy,MARITIME,T
evidence:doi:10.1115/omae2022-79613,port_activities,MARITIME,T
evidence:doi:10.1115/omae2023-100626,maritime_defence,MARITIME,T
evidence:doi:10.1115/omae2023-101859,renewable_energy,MARITIME,T
evidence:doi:10.1115/omae2023-103740,infra_robotics,MARITIME,T
evidence:doi:10.1115/omae2024-122628,maritime_defence,MARITIME,T
evidence:doi:10.1115/omae2024-124269,renewable_energy,MARITIME,T
evidence:doi:10.1115/omae2024-126223,renewable_energy,MARITIME,T
evidence:doi:10.1117/12.3057755,renewable_energy,MARITIME,T
evidence:doi:10.1126/science.aei7769,non_living_res,MARINE,M
evidence:doi:10.1128/spectrum.01948-25,renewable_energy,MARITIME,T
evidence:doi:10.1142/9789819831241_0007,maritime_defence,MARITIME,T
evidence:doi:10.1145/3706468.3706518,blue_biotech,MARINE,M
evidence:doi:10.1145/3787330.3787337,port_activities,MARITIME,T
evidence:doi:10.1145/3804504.3804534,port_activities,MARITIME,T
evidence:doi:10.11591/ijere.v8i3.17591,r_i,OCEANIC,O
evidence:doi:10.1163/15718085-bja10088,maritime_transport,MARITIME,T
evidence:doi:10.1163/21971927-bja10053,ship_repair,OCEANIC,O
evidence:doi:10.1163/22116001-03701005,r_i,OCEANIC,O
evidence:doi:10.1163/22116001-03701015,port_activities,OCEANIC,O
evidence:doi:10.1163/22116001-03701016,maritime_transport,OCEANIC,O
