query_id,sector_slug,query_family,query_text,provider,provider_canonical,execution_status,returned_record_count,normalized_record_count,contributed_record_count,raw_record_count,accepted_record_count,excluded_outside_time_window_count,excluded_missing_year_count,from_year,to_year,declared_sort_strategy,sort_status,declared_sampling_mode,declared_pages,declared_rows_per_page,sampling_status,time_window_status,requested_constraint_filters,applied_constraint_filters,unsupported_constraint_filters,unapplied_constraint_filters,validity_warnings,errors,warnings
Q_INFRA_ROBOTICS_COMP_001,infra_robotics,competence_demand,offshore robotics workforce skills competences training professional development,openalex,openalex,completed,150,150,131,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_INFRA_ROBOTICS_COMP_001,infra_robotics,competence_demand,offshore robotics workforce skills competences training professional development,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""offshore"" AND ""robotics"" AND ""workforce"" AND ""skills"" AND ""competences"" AND ""training"" AND ""professional"" AND ""development"")'; logical_pages_attempted=1"
Q_INFRA_ROBOTICS_COMP_001,infra_robotics,competence_demand,offshore robotics workforce skills competences training professional development,wos,wos,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_INFRA_ROBOTICS_COMP_002,infra_robotics,competence_demand,maritime robotics engineer education learning outcomes curriculum qualification,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_2: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.187 wait_seconds=1.187|Crossref retry terminal_status=success attempt=2
Q_INFRA_ROBOTICS_COMP_002,infra_robotics,competence_demand,maritime robotics engineer education learning outcomes curriculum qualification,openalex,openalex,completed,126,126,113,126,126,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_INFRA_ROBOTICS_COMP_002,infra_robotics,competence_demand,maritime robotics engineer education learning outcomes curriculum qualification,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""maritime"" AND ""robotics"" AND ""engineer"" AND ""education"" AND ""learning"" AND ""outcomes"" AND ""curriculum"" AND ""qualification"")'; logical_pages_attempted=1"
Q_INFRA_ROBOTICS_COMP_002,infra_robotics,competence_demand,maritime robotics engineer education learning outcomes curriculum qualification,wos,wos,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_INFRA_ROBOTICS_CORE_001,infra_robotics,core_sector,maritime infrastructure cyber physical systems digital twin,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_2: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.377 wait_seconds=1.377|Crossref retry terminal_status=success attempt=2|Crossref retry search_page_3: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.221 wait_seconds=1.221|Crossref retry terminal_status=success attempt=2
Q_INFRA_ROBOTICS_CORE_001,infra_robotics,core_sector,maritime infrastructure cyber physical systems digital twin,openalex,openalex,completed,150,150,134,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_INFRA_ROBOTICS_CORE_001,infra_robotics,core_sector,maritime infrastructure cyber physical systems digital twin,scopus,scopus,completed,10,10,9,10,10,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""maritime"" AND ""infrastructure"" AND ""cyber"" AND ""physical"" AND ""systems"" AND ""digital"" AND ""twin"")'; logical_pages_attempted=1"
Q_INFRA_ROBOTICS_CORE_001,infra_robotics,core_sector,maritime infrastructure cyber physical systems digital twin,wos,wos,completed,7,7,7,7,7,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_INFRA_ROBOTICS_CORE_002,infra_robotics,core_sector,offshore robotics marine monitoring autonomous systems,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_2: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.23 wait_seconds=1.23|Crossref retry terminal_status=success attempt=2
Q_INFRA_ROBOTICS_CORE_002,infra_robotics,core_sector,offshore robotics marine monitoring autonomous systems,openalex,openalex,completed,150,150,123,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_INFRA_ROBOTICS_CORE_002,infra_robotics,core_sector,offshore robotics marine monitoring autonomous systems,scopus,scopus,completed,32,21,21,32,21,11,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""offshore"" AND ""robotics"" AND ""marine"" AND ""monitoring"" AND ""autonomous"" AND ""systems"")'; logical_pages_attempted=1"
Q_INFRA_ROBOTICS_CORE_002,infra_robotics,core_sector,offshore robotics marine monitoring autonomous systems,wos,wos,completed,22,17,15,22,17,5,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_INFRA_ROBOTICS_CORE_003,infra_robotics,core_sector,smart coastal infrastructure flood risk adaptation,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_2: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.381 wait_seconds=1.381|Crossref retry terminal_status=success attempt=2
Q_INFRA_ROBOTICS_CORE_003,infra_robotics,core_sector,smart coastal infrastructure flood risk adaptation,openalex,openalex,completed,150,150,150,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_INFRA_ROBOTICS_CORE_003,infra_robotics,core_sector,smart coastal infrastructure flood risk adaptation,scopus,scopus,completed,4,4,4,4,4,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""smart"" AND ""coastal"" AND ""infrastructure"" AND ""flood"" AND ""risk"" AND ""adaptation"")'; logical_pages_attempted=1"
Q_INFRA_ROBOTICS_CORE_003,infra_robotics,core_sector,smart coastal infrastructure flood risk adaptation,wos,wos,completed,8,8,8,8,8,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_INFRA_ROBOTICS_EMRG_001,infra_robotics,emerging_demand,offshore robotics AI digital twin autonomous systems resilience,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_INFRA_ROBOTICS_EMRG_001,infra_robotics,emerging_demand,offshore robotics AI digital twin autonomous systems resilience,openalex,openalex,completed,150,150,136,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_INFRA_ROBOTICS_EMRG_001,infra_robotics,emerging_demand,offshore robotics AI digital twin autonomous systems resilience,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""offshore"" AND ""robotics"" AND ""AI"" AND ""digital"" AND ""twin"" AND ""autonomous"" AND ""systems"" AND ""resilience"")'; logical_pages_attempted=1"
Q_INFRA_ROBOTICS_EMRG_001,infra_robotics,emerging_demand,offshore robotics AI digital twin autonomous systems resilience,wos,wos,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_INFRA_ROBOTICS_EMRG_002,infra_robotics,emerging_demand,maritime cyber-physical systems climate adaptation safety port-city,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_2: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.232 wait_seconds=1.232|Crossref retry terminal_status=success attempt=2
Q_INFRA_ROBOTICS_EMRG_002,infra_robotics,emerging_demand,maritime cyber-physical systems climate adaptation safety port-city,openalex,openalex,completed,150,150,135,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_INFRA_ROBOTICS_EMRG_002,infra_robotics,emerging_demand,maritime cyber-physical systems climate adaptation safety port-city,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""maritime"" AND ""cyber"" AND ""physical"" AND ""systems"" AND ""climate"" AND ""adaptation"" AND ""safety"" AND ""port-city"")'; logical_pages_attempted=1"
Q_INFRA_ROBOTICS_EMRG_002,infra_robotics,emerging_demand,maritime cyber-physical systems climate adaptation safety port-city,wos,wos,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_INFRA_ROBOTICS_HYP_001,infra_robotics,hypothesis_verification,infra & robotics maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,crossref,crossref,completed,150,145,145,150,145,5,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_2: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.362 wait_seconds=1.362|Crossref retry terminal_status=success attempt=2|Crossref retry search_page_3: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.355 wait_seconds=1.355|Crossref retry terminal_status=success attempt=2
Q_INFRA_ROBOTICS_HYP_001,infra_robotics,hypothesis_verification,infra & robotics maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,openalex,openalex,completed,0,0,0,0,0,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_INFRA_ROBOTICS_HYP_001,infra_robotics,hypothesis_verification,infra & robotics maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""infra"" AND ""robotics"" AND ""maritimisation"" AND ""marinization"" AND ""oceanisation"" AND ""hydrosocial"" AND ""de-base-re"" AND ""hypothesis"" AND ""verification"" AND ""indicators"")'; logical_pages_attempted=1"
Q_INFRA_ROBOTICS_HYP_001,infra_robotics,hypothesis_verification,infra & robotics maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,wos,wos,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_INFRA_ROBOTICS_THY_001,infra_robotics,theory_translation,infra & robotics qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,crossref,crossref,completed,150,147,146,150,147,3,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_2: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.074 wait_seconds=1.074|Crossref retry terminal_status=success attempt=2
Q_INFRA_ROBOTICS_THY_001,infra_robotics,theory_translation,infra & robotics qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,openalex,openalex,completed,0,0,0,0,0,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_INFRA_ROBOTICS_THY_001,infra_robotics,theory_translation,infra & robotics qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""infra"" AND ""robotics"" AND ""qmbd"" AND ""axis"" AND ""translation"" AND ""marine"" AND ""maritime"" AND ""oceanic"" AND ""hydronization"" AND ""theory"" AND ""terms"" AND ""taxonomy"" AND ""mapping"")'; logical_pages_attempted=1"
Q_INFRA_ROBOTICS_THY_001,infra_robotics,theory_translation,infra & robotics qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,wos,wos,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_INFRA_ROBOTICS_VAL_001,infra_robotics,validation_eqf_translation,offshore robotics EQF qualification framework micro-credential learning outcomes,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_3: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.366 wait_seconds=1.366|Crossref retry terminal_status=success attempt=2
Q_INFRA_ROBOTICS_VAL_001,infra_robotics,validation_eqf_translation,offshore robotics EQF qualification framework micro-credential learning outcomes,openalex,openalex,completed,2,2,2,2,2,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_INFRA_ROBOTICS_VAL_001,infra_robotics,validation_eqf_translation,offshore robotics EQF qualification framework micro-credential learning outcomes,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""offshore"" AND ""robotics"" AND ""EQF"" AND ""qualification"" AND ""framework"" AND ""micro"" AND ""credential"" AND ""learning"" AND ""outcomes"")'; logical_pages_attempted=1"
Q_INFRA_ROBOTICS_VAL_001,infra_robotics,validation_eqf_translation,offshore robotics EQF qualification framework micro-credential learning outcomes,wos,wos,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_LIVING_RES_COMP_001,living_res,competence_demand,fisheries workforce skills competences training professional development,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_2: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.118 wait_seconds=1.118|Crossref retry terminal_status=success attempt=2|Crossref retry search_page_3: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.152 wait_seconds=1.152|Crossref retry terminal_status=success attempt=2
Q_LIVING_RES_COMP_001,living_res,competence_demand,fisheries workforce skills competences training professional development,openalex,openalex,completed,150,150,141,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_LIVING_RES_COMP_001,living_res,competence_demand,fisheries workforce skills competences training professional development,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""fisheries"" AND ""workforce"" AND ""skills"" AND ""competences"" AND ""training"" AND ""professional"" AND ""development"")'; logical_pages_attempted=1"
Q_LIVING_RES_COMP_001,living_res,competence_demand,fisheries workforce skills competences training professional development,wos,wos,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_LIVING_RES_COMP_002,living_res,competence_demand,aquaculture education learning outcomes curriculum qualification,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_2: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.139 wait_seconds=1.139|Crossref retry terminal_status=success attempt=2
Q_LIVING_RES_COMP_002,living_res,competence_demand,aquaculture education learning outcomes curriculum qualification,openalex,openalex,completed,150,150,138,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_LIVING_RES_COMP_002,living_res,competence_demand,aquaculture education learning outcomes curriculum qualification,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""aquaculture"" AND ""education"" AND ""learning"" AND ""outcomes"" AND ""curriculum"" AND ""qualification"")'; logical_pages_attempted=1"
Q_LIVING_RES_COMP_002,living_res,competence_demand,aquaculture education learning outcomes curriculum qualification,wos,wos,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_LIVING_RES_CORE_001,living_res,core_sector,small scale fisheries livelihoods blue economy governance,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_LIVING_RES_CORE_001,living_res,core_sector,small scale fisheries livelihoods blue economy governance,openalex,openalex,completed,150,150,149,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_LIVING_RES_CORE_001,living_res,core_sector,small scale fisheries livelihoods blue economy governance,scopus,scopus,completed,20,19,19,20,19,1,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""small"" AND ""scale"" AND ""fisheries"" AND ""livelihoods"" AND ""blue"" AND ""economy"" AND ""governance"")'; logical_pages_attempted=1"
Q_LIVING_RES_CORE_001,living_res,core_sector,small scale fisheries livelihoods blue economy governance,wos,wos,completed,21,20,20,21,20,1,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_LIVING_RES_CORE_002,living_res,core_sector,fisheries management sustainability marine protected areas,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_2: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.313 wait_seconds=1.313|Crossref retry terminal_status=success attempt=2|Crossref retry search_page_3: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.037 wait_seconds=1.037|Crossref retry terminal_status=success attempt=2
Q_LIVING_RES_CORE_002,living_res,core_sector,fisheries management sustainability marine protected areas,openalex,openalex,completed,150,150,145,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_LIVING_RES_CORE_002,living_res,core_sector,fisheries management sustainability marine protected areas,scopus,scopus,completed,150,150,150,150,150,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""fisheries"" AND ""management"" AND ""sustainability"" AND ""marine"" AND ""protected"" AND ""areas"")'; logical_pages_attempted=3"
Q_LIVING_RES_CORE_002,living_res,core_sector,fisheries management sustainability marine protected areas,wos,wos,completed,150,0,0,150,0,150,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_LIVING_RES_CORE_003,living_res,core_sector,aquaculture social licence environmental impact governance,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_3: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.067 wait_seconds=1.067|Crossref retry terminal_status=success attempt=2
Q_LIVING_RES_CORE_003,living_res,core_sector,aquaculture social licence environmental impact governance,openalex,openalex,completed,150,150,148,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
Q_LIVING_RES_CORE_003,living_res,core_sector,aquaculture social licence environmental impact governance,scopus,scopus,completed,4,3,3,4,3,1,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,"Scopus pagination: projected_query='TITLE-ABS-KEY(""aquaculture"" AND ""social"" AND ""licence"" AND ""environmental"" AND ""impact"" AND ""governance"")'; logical_pages_attempted=1"
Q_LIVING_RES_CORE_003,living_res,core_sector,aquaculture social licence environmental impact governance,wos,wos,completed,15,14,14,15,14,1,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,
Q_LIVING_RES_EMRG_001,living_res,emerging_demand,fisheries AI digital twin resilience climate adaptation just transition,crossref,crossref,completed,150,0,0,150,0,150,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sampling_strategy|sort_strategy|time_window,,,,,Crossref retry search_page_2: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.308 wait_seconds=1.308|Crossref retry terminal_status=success attempt=2|Crossref retry search_page_3: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.424 wait_seconds=1.424|Crossref retry terminal_status=success attempt=2
Q_LIVING_RES_EMRG_001,living_res,emerging_demand,fisheries AI digital twin resilience climate adaptation just transition,openalex,openalex,completed,150,150,129,150,150,0,0,2019,2026,,not_declared_for_provider,stratified,3,50,applied_genuine_pagination,applied_post_fetch,sampling_strategy|time_window,sampling_strategy|time_window,,sort_strategy,filter_not_applied:sort_strategy,,
