title,authors,year,doi,source_id,provider,language,journal,url,source_query,retrieval_timestamp,licence_note
Review: A decade of ‘blue tourism’ sustainability research: Exploring the impact of cruise tourism on coastal areas — R0/PR2,Unknown,2022,10.1017/cft.2023.2.pr2,crossref:10.1017/cft.2023.2.pr2,Crossref,,,https://doi.org/10.1017/cft.2023.2.pr2,cruise tourism environmental impact governance,2026-07-02T22:30:30.214584+00:00,Crossref open metadata
Responsible Tourism and the Cruise Industry by Harold Goodwin,Harold Goodwin,2020,10.23912/9781911635574-4440,crossref:10.23912/9781911635574-4440,Crossref,,The Impact of Tourism on the Marine Environment,https://doi.org/10.23912/9781911635574-4440,cruise tourism environmental impact governance,2026-07-02T22:30:30.214591+00:00,Crossref open metadata
The Cruise Industry,Unknown,2020,10.2307/jj.28209986.6,crossref:10.2307/jj.28209986.6,Crossref,,The Impact of Tourism on the Marine Environment,https://doi.org/10.2307/jj.28209986.6,cruise tourism environmental impact governance,2026-07-02T22:30:30.214595+00:00,Crossref open metadata
Environmental reporting in the cruise industry.,"C. M. Hall, H. Wood, S. Wilson",2017,10.1079/9781780646084.0441,crossref:10.1079/9781780646084.0441,Crossref,,Cruise ship tourism,https://doi.org/10.1079/9781780646084.0441,cruise tourism environmental impact governance,2026-07-02T22:30:30.214600+00:00,Crossref open metadata
Decision: A decade of ‘blue tourism’ sustainability research: Exploring the impact of cruise tourism on coastal areas — R1/PR7,Unknown,2023,10.1017/cft.2023.2.pr7,crossref:10.1017/cft.2023.2.pr7,Crossref,,,https://doi.org/10.1017/cft.2023.2.pr7,cruise tourism environmental impact governance,2026-07-02T22:30:30.214604+00:00,Crossref open metadata
Recommendation: A decade of ‘blue tourism’ sustainability research: Exploring the impact of cruise tourism on coastal areas — R0/PR3,Unknown,2022,10.1017/cft.2023.2.pr3,crossref:10.1017/cft.2023.2.pr3,Crossref,,,https://doi.org/10.1017/cft.2023.2.pr3,cruise tourism environmental impact governance,2026-07-02T22:30:30.214607+00:00,Crossref open metadata
Decision: A decade of ‘blue tourism’ sustainability research: Exploring the impact of cruise tourism on coastal areas — R0/PR4,Unknown,2022,10.1017/cft.2023.2.pr4,crossref:10.1017/cft.2023.2.pr4,Crossref,,,https://doi.org/10.1017/cft.2023.2.pr4,cruise tourism environmental impact governance,2026-07-02T22:30:30.214610+00:00,Crossref open metadata
Recommendation: A decade of ‘blue tourism’ sustainability research: Exploring the impact of cruise tourism on coastal areas — R1/PR6,Unknown,2023,10.1017/cft.2023.2.pr6,crossref:10.1017/cft.2023.2.pr6,Crossref,,,https://doi.org/10.1017/cft.2023.2.pr6,cruise tourism environmental impact governance,2026-07-02T22:30:30.214614+00:00,Crossref open metadata
"The economic, social, and environmental impacts of cruise tourism","Timothy MacNeill, David Wozniak",2018,10.1016/j.tourman.2017.11.002,crossref:10.1016/j.tourman.2017.11.002,Crossref,,Tourism Management,https://doi.org/10.1016/j.tourman.2017.11.002,cruise tourism environmental impact governance,2026-07-02T22:30:30.214618+00:00,Crossref open metadata
Environmental Sustainability and Cruise Tourism in Arctic Canada,Unknown,2016,10.4324/9781315578767-17,crossref:10.4324/9781315578767-17,Crossref,,Ecotourism and Environmental Sustainability,https://doi.org/10.4324/9781315578767-17,cruise tourism environmental impact governance,2026-07-02T22:30:30.214624+00:00,Crossref open metadata
Author comment: A decade of ‘blue tourism’ sustainability research: Exploring the impact of cruise tourism on coastal areas — R0/PR1,Alexis Papathanassis,2022,10.1017/cft.2023.2.pr1,crossref:10.1017/cft.2023.2.pr1,Crossref,,,https://doi.org/10.1017/cft.2023.2.pr1,cruise tourism environmental impact governance,2026-07-02T22:30:30.214632+00:00,Crossref open metadata
Environmental Analysis on Cruise Tourism: Case Study of Penang,Unknown,2025,10.47263/jrtm.05-01-06,crossref:10.47263/jrtm.05-01-06,Crossref,,Journal of Responsible Tourism Management,https://doi.org/10.47263/jrtm.05-01-06,cruise tourism environmental impact governance,2026-07-02T22:30:30.214636+00:00,Crossref open metadata
Author comment: A decade of ‘blue tourism’ sustainability research: Exploring the impact of cruise tourism on coastal areas — R1/PR5,Alexis Papathanassis,2022,10.1017/cft.2023.2.pr5,crossref:10.1017/cft.2023.2.pr5,Crossref,,,https://doi.org/10.1017/cft.2023.2.pr5,cruise tourism environmental impact governance,2026-07-02T22:30:30.214640+00:00,Crossref open metadata
COVID-19 Anchor for Cruise Tourism. An analysis of Gdańsk’s and Gdynia's Cruise Tourism in the 2017-2020 Period,"Joanna PIOCH, Mariusz CHMIELEWSKI, Renata PŁOSKA, Karol ŚLEDZIK",2022,10.14505/jemt.v13.1(57).24,crossref:10.14505/jemt.v13.1(57).24,Crossref,,Journal of Environmental Management and Tourism,https://doi.org/10.14505/jemt.v13.1(57).24,cruise tourism environmental impact governance,2026-07-02T22:30:30.214645+00:00,Crossref open metadata
Generated Economic Impact on Cruise Destinations: The Piraeus Case,"Stefanidaki Evangelia, Lekakou Maria",2012,10.1007/978-3-642-32992-0_6,crossref:10.1007/978-3-642-32992-0_6,Crossref,,Cruise Tourism and Society,https://doi.org/10.1007/978-3-642-32992-0_6,cruise tourism environmental impact governance,2026-07-02T22:30:30.214651+00:00,Crossref open metadata
Chapter 6 The cruise sector and its environmental impact,Ross A. Klein,2010,10.1108/s2042-1443(2010)0000003009,crossref:10.1108/s2042-1443(2010)0000003009,Crossref,,Bridging Tourism Theory and Practice,https://doi.org/10.1108/s2042-1443(2010)0000003009,cruise tourism environmental impact governance,2026-07-02T22:30:30.214655+00:00,Crossref open metadata
A shifting tide: environmental challenges and cruise industry responses.,"J. E. N. Sweeting, S. L. Wayne",2006,10.1079/9781845930486.0327,crossref:10.1079/9781845930486.0327,Crossref,,Cruise ship tourism,https://doi.org/10.1079/9781845930486.0327,cruise tourism environmental impact governance,2026-07-02T22:30:30.214659+00:00,Crossref open metadata
Environmental policy challenges for the cruise industry: case studies from Australia and the USA.,"S. Dobson, A. Gill",2006,10.1079/9781845930486.0338,crossref:10.1079/9781845930486.0338,Crossref,,Cruise ship tourism,https://doi.org/10.1079/9781845930486.0338,cruise tourism environmental impact governance,2026-07-02T22:30:30.214664+00:00,Crossref open metadata
ENVIRONMENTAL IMPACT OF CRUISE TOURISM: EXPLORING MITIGATION CASE STUDIES IN MAJOR PORTS,"ALEXANDRA ALEXANDROPOULOU, NATALIA CHATZIFOTI, KONSTANTINA K. AGORAKI, ANDREAS FOUSTERIS, DIMITRIOS A. GEORGAKELLOS",2024,10.2495/st240171,crossref:10.2495/st240171,Crossref,,WIT Transactions on Ecology and the Environment,https://doi.org/10.2495/st240171,cruise tourism environmental impact governance,2026-07-02T22:30:30.214668+00:00,Crossref open metadata
Cozumel: the challenges of cruise tourism.,H. Sorensen,2006,10.1079/9781845930486.0350,crossref:10.1079/9781845930486.0350,Crossref,,Cruise ship tourism,https://doi.org/10.1079/9781845930486.0350,cruise tourism environmental impact governance,2026-07-02T22:30:30.214672+00:00,Crossref open metadata
Overstating Cruise Passenger Spending: Sources of Error in Cruise Industry Studies of Economic Impact,"Burc Kayahan, Brian Vanblarcom, Ross A. Klein",2018,10.3727/154427318x15417941357251,crossref:10.3727/154427318x15417941357251,Crossref,,Tourism in Marine Environments,https://doi.org/10.3727/154427318x15417941357251,cruise tourism environmental impact governance,2026-07-02T22:30:30.214676+00:00,Crossref open metadata
"Improving sustainable management of expedition cruise destinations in Australia: governance and management lessons from the Great Barrier Reef, the Kimberley and Tasmania.","C. Ellis, P. Scherrer, K. Walker",2017,10.1079/9781780646084.0465,crossref:10.1079/9781780646084.0465,Crossref,,Cruise ship tourism,https://doi.org/10.1079/9781780646084.0465,cruise tourism environmental impact governance,2026-07-02T22:30:30.214680+00:00,Crossref open metadata
Assessment of the Economic Impact of Cruise Tourism in Papua New Guinea and Solomon Islands,Unknown,2016,10.1596/25394,crossref:10.1596/25394,Crossref,,,https://doi.org/10.1596/25394,cruise tourism environmental impact governance,2026-07-02T22:30:30.214684+00:00,Crossref open metadata
History and Growth of Cruise Tourism,Martha Honey,2019,10.4324/9780429203282-2,crossref:10.4324/9780429203282-2,Crossref,,Cruise Tourism in the Caribbean,https://doi.org/10.4324/9780429203282-2,cruise tourism environmental impact governance,2026-07-02T22:30:30.214688+00:00,Crossref open metadata
The Economic Impact of Hawaii's Cruise Industry,"Stephen Pratt, Adam Blake",2009,10.3727/108354209789704977,crossref:10.3727/108354209789704977,Crossref,,Tourism Analysis,https://doi.org/10.3727/108354209789704977,cruise tourism environmental impact governance,2026-07-02T22:30:30.214691+00:00,Crossref open metadata
The Norwegian Coastal Express: moving towards cruise tourism?,O. Sletvold,2006,10.1079/9781845930486.0223,crossref:10.1079/9781845930486.0223,Crossref,,Cruise ship tourism,https://doi.org/10.1079/9781845930486.0223,cruise tourism environmental impact governance,2026-07-02T22:30:30.214695+00:00,Crossref open metadata
Factors influencing cruise vacations: the impact of online reviews and environmental friendliness,"Frida Bahja, Cihan Cobanoglu, Katerina Berezina, Carolin Lusby",2019,10.1108/tr-12-2017-0207,crossref:10.1108/tr-12-2017-0207,Crossref,,Tourism Review,https://doi.org/10.1108/tr-12-2017-0207,cruise tourism environmental impact governance,2026-07-02T22:30:30.214699+00:00,Crossref open metadata
Cruise tourism: a paradigmatic case of globalization?,R. E. Wood,2006,10.1079/9781845930486.0397,crossref:10.1079/9781845930486.0397,Crossref,,Cruise ship tourism,https://doi.org/10.1079/9781845930486.0397,cruise tourism environmental impact governance,2026-07-02T22:30:30.214703+00:00,Crossref open metadata
Wildlife tourism in Assam: Assessing environmental impact and governance for sustainable development,"Kirtika Uzir, Monoj Kumar Chowdhury",2025,10.22271/27069583.2025.v7.i1b.135,crossref:10.22271/27069583.2025.v7.i1b.135,Crossref,,International Journal of Tourism and Hotel Management,https://doi.org/10.22271/27069583.2025.v7.i1b.135,cruise tourism environmental impact governance,2026-07-02T22:30:30.214707+00:00,Crossref open metadata
Cruise Tourism Impacts on Historic Cities,"Jannelle Wilkins, Martha Honey",2019,10.4324/9780429203282-5,crossref:10.4324/9780429203282-5,Crossref,,Cruise Tourism in the Caribbean,https://doi.org/10.4324/9780429203282-5,cruise tourism environmental impact governance,2026-07-02T22:30:30.214711+00:00,Crossref open metadata
The Economic Model and Impacts of Cruise Tourism,Martha Honey,2019,10.4324/9780429203282-3,crossref:10.4324/9780429203282-3,Crossref,,Cruise Tourism in the Caribbean,https://doi.org/10.4324/9780429203282-3,cruise tourism environmental impact governance,2026-07-02T22:30:30.214716+00:00,Crossref open metadata
Collective self-governance in a marine community: expedition cruise tourism at Svalbard,"Linde K.J. Van Bets, Machiel A.J. Lamers, Jan P.M. van Tatenhove",2017,10.1080/09669582.2017.1291653,crossref:10.1080/09669582.2017.1291653,Crossref,,Journal of Sustainable Tourism,https://doi.org/10.1080/09669582.2017.1291653,cruise tourism environmental impact governance,2026-07-02T22:30:30.214720+00:00,Crossref open metadata
Taxing Cruise Tourism: Alaska's Head Tax on Cruise Ship Passengers,James Mak,2008,10.5367/000000008785633613,crossref:10.5367/000000008785633613,Crossref,,Tourism Economics,https://doi.org/10.5367/000000008785633613,cruise tourism environmental impact governance,2026-07-02T22:30:30.214724+00:00,Crossref open metadata
The changing geography of cruise tourism in the Caribbean.,P. F. Wilkinson,2006,10.1079/9781845930486.0170,crossref:10.1079/9781845930486.0170,Crossref,,Cruise ship tourism,https://doi.org/10.1079/9781845930486.0170,cruise tourism environmental impact governance,2026-07-02T22:30:30.214727+00:00,Crossref open metadata
Cruise tourism and the cruise industry.,"P. Morgan, L. Power",2011,10.1079/9781845936846.0276,crossref:10.1079/9781845936846.0276,Crossref,,Research themes for tourism,https://doi.org/10.1079/9781845936846.0276,cruise tourism environmental impact governance,2026-07-02T22:30:30.214731+00:00,Crossref open metadata
Development of cruise tourism in Saudi Arabia.,"E. Monshi, N. Scott",2017,10.1079/9781780646084.0507,crossref:10.1079/9781780646084.0507,Crossref,,Cruise ship tourism,https://doi.org/10.1079/9781780646084.0507,cruise tourism environmental impact governance,2026-07-02T22:30:30.214735+00:00,Crossref open metadata
Sustainable tourism governance and Caribbean SIDS,Unknown,2019,10.4337/9781786437273.00008,crossref:10.4337/9781786437273.00008,Crossref,,Global Environmental Governance and Small States,https://doi.org/10.4337/9781786437273.00008,cruise tourism environmental impact governance,2026-07-02T22:30:30.214744+00:00,Crossref open metadata
Governance of Expedition Cruise Ship Tourism in the Arctic: A Comparison of the Canadian and Russian Arctic,"Albina Pashkevich, Jackie Dawson, Emma J. Stewart",2015,10.3727/154427315x14181438892883,crossref:10.3727/154427315x14181438892883,Crossref,,Tourism in Marine Environments,https://doi.org/10.3727/154427315x14181438892883,cruise tourism environmental impact governance,2026-07-02T22:30:30.214748+00:00,Crossref open metadata
Responsible Cruise Tourism: Issues of Cruise Tourism and Sustainability,Ross A. Klein,2011,10.1375/jhtm.18.1.107,crossref:10.1375/jhtm.18.1.107,Crossref,,Journal of Hospitality and Tourism Management,https://doi.org/10.1375/jhtm.18.1.107,cruise tourism environmental impact governance,2026-07-02T22:30:30.214752+00:00,Crossref open metadata
"The sources and magnitude of the economic impact on a local economy from cruise activities: evidence from Port Canaveral, Florida.","B. M. Braun, F. Tramell",2006,10.1079/9781845930486.0280,crossref:10.1079/9781845930486.0280,Crossref,,Cruise ship tourism,https://doi.org/10.1079/9781845930486.0280,cruise tourism environmental impact governance,2026-07-02T22:30:30.214756+00:00,Crossref open metadata
Cruise tourism and organizational culture: the case for occupational communities.,D. Lee-Ross,2006,10.1079/9781845930486.0041,crossref:10.1079/9781845930486.0041,Crossref,,Cruise ship tourism,https://doi.org/10.1079/9781845930486.0041,cruise tourism environmental impact governance,2026-07-02T22:30:30.214759+00:00,Crossref open metadata
"Cruise tourism: economic, socio-cultural and environmental impacts","Juan Gabriel Brida, Sandra Zapata",2010,10.1504/ijltm.2010.029585,crossref:10.1504/ijltm.2010.029585,Crossref,,International Journal of Leisure and Tourism Marketing,https://doi.org/10.1504/ijltm.2010.029585,cruise tourism environmental impact governance,2026-07-02T22:30:30.214782+00:00,Crossref open metadata
Discussion on the Nature and Governance Mode of Cruise Ship Environmental Pollution from the Perspective of Marine Right,"Ruihong Sun, Hong Wang, Xinde Chen",2018,10.1007/978-981-10-8165-1_11,crossref:10.1007/978-981-10-8165-1_11,Crossref,,Report on China’s Cruise Industry,https://doi.org/10.1007/978-981-10-8165-1_11,cruise tourism environmental impact governance,2026-07-02T22:30:30.214787+00:00,Crossref open metadata
"Environmental impact of waste brine disposal of desalination plants, Red Sea, Egypt",Badr Mabrook,1994,10.1016/0011-9164(94)00108-1,crossref:10.1016/0011-9164(94)00108-1,Crossref,,Desalination,https://doi.org/10.1016/0011-9164(94)00108-1,desalination brine management environmental impact governance,2026-07-02T22:30:33.174295+00:00,Crossref open metadata
Environmental impact of brine disposal on Posidonia seagrasses,Manuel Latorre,2005,10.1016/j.desal.2005.02.039,crossref:10.1016/j.desal.2005.02.039,Crossref,,Desalination,https://doi.org/10.1016/j.desal.2005.02.039,desalination brine management environmental impact governance,2026-07-02T22:30:33.174314+00:00,Crossref open metadata
Erratum to: “Environmental impact of brine disposal on Posidonia seagrass”* [Desalination 182 (2005) 517–524],Manuel Latorre,2006,10.1016/j.desal.2006.01.006,crossref:10.1016/j.desal.2006.01.006,Crossref,,Desalination,https://doi.org/10.1016/j.desal.2006.01.006,desalination brine management environmental impact governance,2026-07-02T22:30:33.174320+00:00,Crossref open metadata
Advances in Brine Disposal and Dispersion in the Coastal Ecosystem from Desalination Plants,Ramasamy Manivanan,2014,10.1007/978-3-319-06305-8_15,crossref:10.1007/978-3-319-06305-8_15,Crossref,,Coastal Research Library,https://doi.org/10.1007/978-3-319-06305-8_15,desalination brine management environmental impact governance,2026-07-02T22:30:33.174324+00:00,Crossref open metadata
Inland Desalination and Brine Management: Salt Recovery and Beneficial Uses of Brine,"L. De Buren, A. Sharbat",2015,10.1061/9780784479162.120,crossref:10.1061/9780784479162.120,Crossref,,World Environmental and Water Resources Congress 2015,https://doi.org/10.1061/9780784479162.120,desalination brine management environmental impact governance,2026-07-02T22:30:33.174332+00:00,Crossref open metadata
Environmental impact of Laayoune plant’s desalination and brine management: challenges and mitigation measures,"H. Elaouani, D. Beqqour, A. Taouallah, L. Salama, K. Abderrafi, K. Jaafari, S. Mailainine, K. Benkhouja, M. Ouammou, S. Alami Younssi",2022,10.5004/dwt.2022.28558,crossref:10.5004/dwt.2022.28558,Crossref,,Desalination and Water Treatment,https://doi.org/10.5004/dwt.2022.28558,desalination brine management environmental impact governance,2026-07-02T22:30:33.174338+00:00,Crossref open metadata
Evaluating environmental requirements for the management of brine discharges in Spain,"Iván Sola, Domingo Zarzo, José Luis Sánchez-Lizaso",2019,10.1016/j.desal.2019.114132,crossref:10.1016/j.desal.2019.114132,Crossref,,Desalination,https://doi.org/10.1016/j.desal.2019.114132,desalination brine management environmental impact governance,2026-07-02T22:30:33.174343+00:00,Crossref open metadata
Reject Brine Management,Muftah H.,2011,10.5772/13706,crossref:10.5772/13706,Crossref,,"Desalination, Trends and Technologies",https://doi.org/10.5772/13706,desalination brine management environmental impact governance,2026-07-02T22:30:33.174350+00:00,Crossref open metadata
Environmental Quality Standards for Brine Discharge from Desalination Plants,Anton Purnama,2015,10.1007/978-3-319-19123-2_18,crossref:10.1007/978-3-319-19123-2_18,Crossref,,"Recent Progress in Desalination, Environmental and Marine Outfall Systems",https://doi.org/10.1007/978-3-319-19123-2_18,desalination brine management environmental impact governance,2026-07-02T22:30:33.174354+00:00,Crossref open metadata
Harnessing halophytes to mitigate the environmental impact of membrane desalination brine,"Nesrine Kalboussi, Karim Ben Hamed, Hamza Elfil",2025,10.1016/j.jenvman.2025.125780,crossref:10.1016/j.jenvman.2025.125780,Crossref,,Journal of Environmental Management,https://doi.org/10.1016/j.jenvman.2025.125780,desalination brine management environmental impact governance,2026-07-02T22:30:33.174358+00:00,Crossref open metadata
Design of marine outfalls for reducing environmental impact of brine,"Eloy Pita, Pablo Pita, Mario Sánchez-Barriga, Lucas Martín, Javier Olalde",2022,10.5004/dwt.2022.28576,crossref:10.5004/dwt.2022.28576,Crossref,,Desalination and Water Treatment,https://doi.org/10.5004/dwt.2022.28576,desalination brine management environmental impact governance,2026-07-02T22:30:33.174363+00:00,Crossref open metadata
Brine Management,Christopher Bellona,2022,10.1201/9781003336914-19,crossref:10.1201/9781003336914-19,Crossref,,A Multidisciplinary Introduction to Desalination,https://doi.org/10.1201/9781003336914-19,desalination brine management environmental impact governance,2026-07-02T22:30:33.174367+00:00,Crossref open metadata
Brine Management in Desalination Plants,"Shefaa Mansour, Hassan A. Arafat, Shadi W. Hasan",2017,10.1016/b978-0-12-809791-5.00005-5,crossref:10.1016/b978-0-12-809791-5.00005-5,Crossref,,Desalination Sustainability,https://doi.org/10.1016/b978-0-12-809791-5.00005-5,desalination brine management environmental impact governance,2026-07-02T22:30:33.174373+00:00,Crossref open metadata
"Processing of Desalination Reject Brine for Optimization of Process Efficiency, Cost Effectiveness and Environmental Safety",M. Gamal Khedr,2012,10.5772/50234,crossref:10.5772/50234,Crossref,,Advancing Desalination,https://doi.org/10.5772/50234,desalination brine management environmental impact governance,2026-07-02T22:30:33.174377+00:00,Crossref open metadata
Sustainable management of brine effluent from desalination plants: the SOL-BRINE system,"D. Xevgenos, A. Vidalis, K. Moustakas, D. Malamis, M. Loizidou",2015,10.1080/19443994.2014.933621,crossref:10.1080/19443994.2014.933621,Crossref,,Desalination and Water Treatment,https://doi.org/10.1080/19443994.2014.933621,desalination brine management environmental impact governance,2026-07-02T22:30:33.174382+00:00,Crossref open metadata
Environmental impact and economic costs of brine disposal methods from RO desalination plants in arid coastal regions,Aya Lamei,2026,10.1201/9781003759881-9,crossref:10.1201/9781003759881-9,Crossref,,A Technical-Economic Model for Integrated Water Resources Management in Tourism Dependent Arid Coastal Regions,https://doi.org/10.1201/9781003759881-9,desalination brine management environmental impact governance,2026-07-02T22:30:33.174385+00:00,Crossref open metadata
Desalination Brine Management: Effect on Outfall Design,"Ishita Shrivastava, Edward Eric Adams",2022,10.5772/intechopen.99180,crossref:10.5772/intechopen.99180,Crossref,,Pathways and Challenges for Efficient Desalination,https://doi.org/10.5772/intechopen.99180,desalination brine management environmental impact governance,2026-07-02T22:30:33.174389+00:00,Crossref open metadata
Re-assessing the impact of desalination plants brine discharges on eroding beaches,"H.H. Al-Barwani, Anton Purnama",2007,10.1016/j.desal.2006.03.536,crossref:10.1016/j.desal.2006.03.536,Crossref,,Desalination,https://doi.org/10.1016/j.desal.2006.03.536,desalination brine management environmental impact governance,2026-07-02T22:30:33.174393+00:00,Crossref open metadata
Desalination and transboundary water governance in conflict settings,"Maureen Walschot, David Katz",2024,10.1016/j.jenvman.2024.120509,crossref:10.1016/j.jenvman.2024.120509,Crossref,,Journal of Environmental Management,https://doi.org/10.1016/j.jenvman.2024.120509,desalination brine management environmental impact governance,2026-07-02T22:30:33.174399+00:00,Crossref open metadata
Seawater intake and pre-treatment/brine discharge — environmental issues,"Thomas Peters, Domènec Pintó",2008,10.1016/j.desal.2007.04.066,crossref:10.1016/j.desal.2007.04.066,Crossref,,Desalination,https://doi.org/10.1016/j.desal.2007.04.066,desalination brine management environmental impact governance,2026-07-02T22:30:33.174403+00:00,Crossref open metadata
Modelling and environmentally sound management of brine discharges from desalination plants,"Tobias Bleninger, Gerhard H. Jirka",2008,10.1016/j.desal.2007.02.059,crossref:10.1016/j.desal.2007.02.059,Crossref,,Desalination,https://doi.org/10.1016/j.desal.2007.02.059,desalination brine management environmental impact governance,2026-07-02T22:30:33.174406+00:00,Crossref open metadata
Some criteria to minimize the impact of brine dischargeinto the sea,"Anton Purnama, H.H. Al-Barwani",2005,10.1016/j.desal.2004.05.004,crossref:10.1016/j.desal.2004.05.004,Crossref,,Desalination,https://doi.org/10.1016/j.desal.2004.05.004,desalination brine management environmental impact governance,2026-07-02T22:30:33.174411+00:00,Crossref open metadata
An improved life cycle impact assessment (LCIA) approach for assessing aquatic eco-toxic impact of brine disposal from seawater desalination plants,"Jin Zhou, Victor W.-C. Chang, Anthony G. Fane",2013,10.1016/j.desal.2012.07.039,crossref:10.1016/j.desal.2012.07.039,Crossref,,Desalination,https://doi.org/10.1016/j.desal.2012.07.039,desalination brine management environmental impact governance,2026-07-02T22:30:33.174415+00:00,Crossref open metadata
Impact of land disposal of reject brine from desalination plants on soil and groundwater,"A.M.O. Mohamed, M. Maraqa, J. Al Handhaly",2005,10.1016/j.desal.2005.02.035,crossref:10.1016/j.desal.2005.02.035,Crossref,,Desalination,https://doi.org/10.1016/j.desal.2005.02.035,desalination brine management environmental impact governance,2026-07-02T22:30:33.174419+00:00,Crossref open metadata
Woodchip bioreactors provide sustained denitrification of brine from groundwater desalination plants,"Carolina Díaz-García, Juan J. Martínez-Sánchez, Bryan M. Maxwell, José Antonio Franco, José Álvarez-Rogel",2021,10.1016/j.jenvman.2021.112521,crossref:10.1016/j.jenvman.2021.112521,Crossref,,Journal of Environmental Management,https://doi.org/10.1016/j.jenvman.2021.112521,desalination brine management environmental impact governance,2026-07-02T22:30:33.174426+00:00,Crossref open metadata
Water Desalination: Environmental Impacts and Brine Management,"Abdulrahman S. Alsharhan, Zeinelabidin E. Rizk",2020,10.1007/978-3-030-31684-6_14,crossref:10.1007/978-3-030-31684-6_14,Crossref,,World Water Resources,https://doi.org/10.1007/978-3-030-31684-6_14,desalination brine management environmental impact governance,2026-07-02T22:30:33.174430+00:00,Crossref open metadata
Electrodialysis for sustainable management of seawater-brine: Increasing water recovery via production of hypersaline solution for brine-mining processes,"F. Giacalone, A. Filingeri, A. Tamburini, A. Cipollina, G. Micale",2024,10.1016/j.desal.2024.117294,crossref:10.1016/j.desal.2024.117294,Crossref,,Desalination,https://doi.org/10.1016/j.desal.2024.117294,desalination brine management environmental impact governance,2026-07-02T22:30:33.174435+00:00,Crossref open metadata
Numerical Assessment of Environmental Impact of Brine Discharge from a Desalination Plant on Coastal Water,"Jian Sun, Kun Yang, Hong Li Wang, Wei Li",2012,10.4028/www.scientific.net/amm.188.319,crossref:10.4028/www.scientific.net/amm.188.319,Crossref,,Applied Mechanics and Materials,https://doi.org/10.4028/www.scientific.net/amm.188.319,desalination brine management environmental impact governance,2026-07-02T22:30:33.174439+00:00,Crossref open metadata
"Brine Disposal and Management—Planning, Design, and Implementation",Ozeair Abessi,2018,10.1016/b978-0-12-809240-8.00007-1,crossref:10.1016/b978-0-12-809240-8.00007-1,Crossref,,Sustainable Desalination Handbook,https://doi.org/10.1016/b978-0-12-809240-8.00007-1,desalination brine management environmental impact governance,2026-07-02T22:30:33.174449+00:00,Crossref open metadata
"Brine Discharge from Desalination Plants: Environmental Contaminants, Pollution Control Processes and Mitigation Strategies","Mahdi Belhadj, Cherif Rezzoug, Youcef Benmoussa",2026,10.20944/preprints202606.1602.v1,crossref:10.20944/preprints202606.1602.v1,Crossref,,,https://doi.org/10.20944/preprints202606.1602.v1,desalination brine management environmental impact governance,2026-07-02T22:30:33.174454+00:00,Crossref open metadata
"Impact of chemical composition of reject brine from inland desalination plants on soil and groundwater, UAE","Juma K. Al-Handhaly, A.M.O. Mohamed, Munjed Maraqa",2003,10.1016/s0011-9164(03)00330-8,crossref:10.1016/s0011-9164(03)00330-8,Crossref,,Desalination,https://doi.org/10.1016/s0011-9164(03)00330-8,desalination brine management environmental impact governance,2026-07-02T22:30:33.174460+00:00,Crossref open metadata
"Reuse of brine from inland desalination plants with duckweed, fish and halophytes toward increased food production and improved environmental control","Gideon Oron, Samuel Appelbaum, Ofer Guy",2023,10.1016/j.desal.2022.116317,crossref:10.1016/j.desal.2022.116317,Crossref,,Desalination,https://doi.org/10.1016/j.desal.2022.116317,desalination brine management environmental impact governance,2026-07-02T22:30:33.174465+00:00,Crossref open metadata
Environmental and technological perspectives on SWRO brine minimization: Toward sustainable desalination,"K. Khoiruddin, Tuti M. Lim, Tzyy H. Chong, S. Kawi, I.G. Wenten",2026,10.1016/j.desal.2026.119903,crossref:10.1016/j.desal.2026.119903,Crossref,,Desalination,https://doi.org/10.1016/j.desal.2026.119903,desalination brine management environmental impact governance,2026-07-02T22:30:33.174469+00:00,Crossref open metadata
Microcosm approach for brine impact assessment from seawater desalination on benthic assemblages,"Sung Jin Yoon, Gyung Soo Park",2012,10.1080/19443994.2012.672033,crossref:10.1080/19443994.2012.672033,Crossref,,Desalination and Water Treatment,https://doi.org/10.1080/19443994.2012.672033,desalination brine management environmental impact governance,2026-07-02T22:30:33.174473+00:00,Crossref open metadata
Minimizing the Environmental Impact of Sea Brine Disposal by Coupling Desalination Plants with Solar Saltworks: A Case Study for Greece,"Chrysi Laspidou, Kimon Hadjibiros, Stylianos Gialis",2010,10.3390/w2010075,crossref:10.3390/w2010075,Crossref,,Water,https://doi.org/10.3390/w2010075,desalination brine management environmental impact governance,2026-07-02T22:30:33.174477+00:00,Crossref open metadata
Brackish water vs. brine outfall: impact of desalination plant discharge in vulnerable coastal sites,"Francesca De Serio, Diana De Padova, Giancarlo Chiaia, Mouldi Ben Meftah, Michele Mossa",2025,10.1016/j.desal.2025.119291,crossref:10.1016/j.desal.2025.119291,Crossref,,Desalination,https://doi.org/10.1016/j.desal.2025.119291,desalination brine management environmental impact governance,2026-07-02T22:30:33.174481+00:00,Crossref open metadata
Environmental Impact Assessment of Brine Discharge from Desalination Facilities via Bioindicators,Nassar et al.,2025,10.21608/ejabf.2025.405940.6240,crossref:10.21608/ejabf.2025.405940.6240,Crossref,,Egyptian Journal of Aquatic Biology and Fisheries,https://doi.org/10.21608/ejabf.2025.405940.6240,desalination brine management environmental impact governance,2026-07-02T22:30:33.174485+00:00,Crossref open metadata
