occurrence_pk,record_pk,run_pk,bundle_pk,dataset_code,dataset_label,provider_code,provider_label,occurrence_type_code,occurrence_type_label,timestamp_utc
occ_pk_28967267944.2_live_records_1315,record_pk_cd05dc45ce103f95,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_1315,record_pk_cd05dc45ce103f95,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1585,record_pk_511cb68c67e6a082,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_1119,record_pk_511cb68c67e6a082,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_1119,record_pk_511cb68c67e6a082,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1585,record_pk_511cb68c67e6a082,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_1119,record_pk_511cb68c67e6a082,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_1119,record_pk_511cb68c67e6a082,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1581,record_pk_40541cca4588399d,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_1115,record_pk_40541cca4588399d,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_1115,record_pk_40541cca4588399d,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1581,record_pk_40541cca4588399d,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_1115,record_pk_40541cca4588399d,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_1115,record_pk_40541cca4588399d,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1163,record_pk_953c6ba994e257da,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_697,record_pk_953c6ba994e257da,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_697,record_pk_953c6ba994e257da,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1163,record_pk_953c6ba994e257da,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_697,record_pk_953c6ba994e257da,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_697,record_pk_953c6ba994e257da,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1149,record_pk_9b08a8692c7089e4,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_683,record_pk_9b08a8692c7089e4,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_683,record_pk_9b08a8692c7089e4,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1149,record_pk_9b08a8692c7089e4,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_683,record_pk_9b08a8692c7089e4,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_683,record_pk_9b08a8692c7089e4,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1144,record_pk_d129a04906a65d2a,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_678,record_pk_d129a04906a65d2a,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_678,record_pk_d129a04906a65d2a,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1144,record_pk_d129a04906a65d2a,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_678,record_pk_d129a04906a65d2a,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_678,record_pk_d129a04906a65d2a,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1174,record_pk_8d30e96d78c7e3cb,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_708,record_pk_8d30e96d78c7e3cb,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_708,record_pk_8d30e96d78c7e3cb,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1174,record_pk_8d30e96d78c7e3cb,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_708,record_pk_8d30e96d78c7e3cb,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_708,record_pk_8d30e96d78c7e3cb,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1154,record_pk_48c1565cfb840c6a,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_688,record_pk_48c1565cfb840c6a,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_688,record_pk_48c1565cfb840c6a,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1154,record_pk_48c1565cfb840c6a,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_688,record_pk_48c1565cfb840c6a,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_688,record_pk_48c1565cfb840c6a,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1176,record_pk_301786e79b7e714d,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_710,record_pk_301786e79b7e714d,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_710,record_pk_301786e79b7e714d,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1176,record_pk_301786e79b7e714d,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_710,record_pk_301786e79b7e714d,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_710,record_pk_301786e79b7e714d,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1566,record_pk_56b842845e772a50,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_1100,record_pk_56b842845e772a50,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_1100,record_pk_56b842845e772a50,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1566,record_pk_56b842845e772a50,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_1100,record_pk_56b842845e772a50,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_1100,record_pk_56b842845e772a50,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1324,record_pk_830329a90146fa35,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_858,record_pk_830329a90146fa35,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_858,record_pk_830329a90146fa35,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1324,record_pk_830329a90146fa35,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_858,record_pk_830329a90146fa35,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_858,record_pk_830329a90146fa35,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_438,record_pk_3e0065648d03110c,run_pk_28625632237-1,,3,cumulative_qmbd_records,5,10.1163/9789004380271_006,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_438,record_pk_3e0065648d03110c,run_pk_28967267944.2,,3,cumulative_qmbd_records,5,10.1163/9789004380271_006,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_393,record_pk_b17e685a7f8312d1,run_pk_28625632237-1,,3,cumulative_qmbd_records,5,10.1163/9789004389984_006,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_393,record_pk_b17e685a7f8312d1,run_pk_28967267944.2,,3,cumulative_qmbd_records,5,10.1163/9789004389984_006,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_543,record_pk_266dddb4f7fa5316,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_77,record_pk_266dddb4f7fa5316,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_77,record_pk_266dddb4f7fa5316,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_543,record_pk_266dddb4f7fa5316,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_77,record_pk_266dddb4f7fa5316,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_77,record_pk_266dddb4f7fa5316,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1151,record_pk_166d9d5254e4ff77,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_685,record_pk_166d9d5254e4ff77,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_685,record_pk_166d9d5254e4ff77,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1151,record_pk_166d9d5254e4ff77,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_685,record_pk_166d9d5254e4ff77,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_685,record_pk_166d9d5254e4ff77,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1161,record_pk_278ed63afc25d3d2,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_695,record_pk_278ed63afc25d3d2,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_695,record_pk_278ed63afc25d3d2,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1161,record_pk_278ed63afc25d3d2,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_695,record_pk_278ed63afc25d3d2,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_695,record_pk_278ed63afc25d3d2,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1165,record_pk_71ea25d169899343,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_699,record_pk_71ea25d169899343,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_699,record_pk_71ea25d169899343,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1165,record_pk_71ea25d169899343,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_699,record_pk_71ea25d169899343,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_699,record_pk_71ea25d169899343,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_347,record_pk_05f011cc63522c9e,run_pk_28625632237-1,,3,cumulative_qmbd_records,5,10.1163/9789004503410_001,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_347,record_pk_05f011cc63522c9e,run_pk_28967267944.2,,3,cumulative_qmbd_records,5,10.1163/9789004503410_001,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_377,record_pk_e1bb774378638b36,run_pk_28625632237-1,,3,cumulative_qmbd_records,5,10.1163/9789004503410_002,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_377,record_pk_e1bb774378638b36,run_pk_28967267944.2,,3,cumulative_qmbd_records,5,10.1163/9789004503410_002,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1310,record_pk_0b2bc79651fb14e0,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_844,record_pk_0b2bc79651fb14e0,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_844,record_pk_0b2bc79651fb14e0,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1310,record_pk_0b2bc79651fb14e0,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_844,record_pk_0b2bc79651fb14e0,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_844,record_pk_0b2bc79651fb14e0,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1584,record_pk_8b1100f8d0f339f3,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_1118,record_pk_8b1100f8d0f339f3,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_1118,record_pk_8b1100f8d0f339f3,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1584,record_pk_8b1100f8d0f339f3,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_1118,record_pk_8b1100f8d0f339f3,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_1118,record_pk_8b1100f8d0f339f3,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1598,record_pk_3b487d402269af8e,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_1132,record_pk_3b487d402269af8e,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_1132,record_pk_3b487d402269af8e,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1598,record_pk_3b487d402269af8e,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_1132,record_pk_3b487d402269af8e,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_1132,record_pk_3b487d402269af8e,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1569,record_pk_a917b7eb9231f853,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_1103,record_pk_a917b7eb9231f853,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_1103,record_pk_a917b7eb9231f853,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1569,record_pk_a917b7eb9231f853,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_1103,record_pk_a917b7eb9231f853,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_1103,record_pk_a917b7eb9231f853,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1426,record_pk_801b89b22256a4ae,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_960,record_pk_801b89b22256a4ae,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_960,record_pk_801b89b22256a4ae,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1426,record_pk_801b89b22256a4ae,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_960,record_pk_801b89b22256a4ae,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_960,record_pk_801b89b22256a4ae,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1754,record_pk_dca6feba8a6cf398,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_1288,record_pk_dca6feba8a6cf398,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_1288,record_pk_dca6feba8a6cf398,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1754,record_pk_dca6feba8a6cf398,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_1288,record_pk_dca6feba8a6cf398,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_1288,record_pk_dca6feba8a6cf398,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1593,record_pk_d34b6f81787bd5e1,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_1127,record_pk_d34b6f81787bd5e1,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_1127,record_pk_d34b6f81787bd5e1,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1593,record_pk_d34b6f81787bd5e1,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_1127,record_pk_d34b6f81787bd5e1,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_1127,record_pk_d34b6f81787bd5e1,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_1455,record_pk_c31c1469c8cdcce8,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_989,record_pk_c31c1469c8cdcce8,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_989,record_pk_c31c1469c8cdcce8,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_1455,record_pk_c31c1469c8cdcce8,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_989,record_pk_c31c1469c8cdcce8,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_triangulated_989,record_pk_c31c1469c8cdcce8,run_pk_28967267944.2,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28625632237-1_cumulative_qmbd_records_653,record_pk_3dc35f1092c39bb8,run_pk_28625632237-1,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_187,record_pk_3dc35f1092c39bb8,run_pk_28625632237-1,,1,live_records,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28625632237-1_live_records_triangulated_187,record_pk_3dc35f1092c39bb8,run_pk_28625632237-1,,2,live_records_triangulated,1,crossref,1,run_observation,2026-07-02T22:32:01+00:00
occ_pk_28967267944.2_cumulative_qmbd_records_653,record_pk_3dc35f1092c39bb8,run_pk_28967267944.2,,3,cumulative_qmbd_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
occ_pk_28967267944.2_live_records_187,record_pk_3dc35f1092c39bb8,run_pk_28967267944.2,,1,live_records,1,crossref,1,run_observation,2026-07-08T19:07:59+00:00
